month,strategy_return,benchmark_return,observations,strategy_positive,target_met
2021-01,1.4837089643688306,0.18723435210491846,31,True,True
2021-02,0.24594096356705375,0.34549443880349684,28,True,True
2021-03,0.05077774961609505,0.2741052686362615,31,True,False
2021-04,0.34808780058362876,-0.08843903285870358,30,True,True
2021-05,-0.27135504222433693,-0.33447601123259807,31,False,False
2021-06,0.0,0.007420520474464176,30,False,False
2021-07,0.0,0.17567511118413504,31,False,False
2021-08,-0.0492957458423795,0.11284026415773662,31,False,False
2021-09,0.23365349729352247,-0.11587875949852078,30,True,False
2021-10,0.17752524070874465,0.48917950063678384,31,True,False
2021-11,-0.24632783138927683,-0.06593550493970657,30,False,False
2021-12,-0.19704836794305813,-0.18441466732667067,31,False,False
2022-01,-0.31657556573706624,-0.1960320357197427,31,False,False
2022-02,-0.10440373385061608,-0.004703721007578876,28,False,False
2022-03,0.11579030658972966,0.24824235480697054,31,True,False
2022-04,-0.06416927861243149,-0.18003233681276265,30,False,False
2022-05,0.07226202833371187,-0.17753766826019923,31,True,False
2022-06,-0.08671831713499645,-0.36593188140521815,30,False,False
2022-07,0.0296636919308213,0.174482272040702,31,True,False
2022-08,-0.21154755339346265,-0.16196310194135743,31,False,False
2022-09,-0.01035010502556799,-0.011156207091511328,30,False,False
2022-10,-0.03523579817661027,0.053005319420480035,31,False,False
2022-11,-0.008697170241443009,-0.2030212974319936,30,False,False
2022-12,-0.07570584443769246,0.01001873570489975,31,False,False
2023-01,0.28174479936436203,0.37482157806298466,31,True,True
2023-02,0.11815011334266279,0.029070327764002757,28,True,False
2023-03,-0.11770897972199268,0.19311651270699515,31,False,False
2023-04,0.036547163242772296,0.04276157345464271,30,True,False
2023-05,0.043637298352694254,-0.05242250051324171,31,True,False
2023-06,-0.02262157255439623,0.0994767800851446,30,False,False
2023-07,-0.049653037781216436,-0.03844158062058245,31,False,False
2023-08,-0.06470218161717978,-0.06753465877458731,31,False,False
2023-09,0.21636299406475756,-0.014329145452547709,30,True,False
2023-10,0.16625047405802929,0.2810760392124798,31,True,False
2023-11,0.12058650552253769,0.09802892076522607,30,True,False
2023-12,0.4231222230193388,0.11339950175548008,31,True,True
2024-01,-0.0021960429965492967,0.01893207799664931,31,False,False
2024-02,-0.07613006830390978,0.4537704368318225,29,False,False
2024-03,-0.1961127858503775,0.11438786346882912,31,False,False
2024-04,-0.4267541475406913,-0.08209035674398368,30,False,False
2024-05,0.2380634674483777,0.07036038321447946,31,True,False
2024-06,-0.27088113771675026,-0.10780653372931703,30,False,False
2024-07,-0.04059510252365406,0.08536159425161705,31,False,False
2024-08,-0.02708420917999077,-0.10688655956053628,31,False,False
2024-09,0.5974127118423602,0.10966759705658435,30,True,True
2024-10,-0.1513407688660251,0.10286289216134659,31,False,False
2024-11,0.6444249802715365,0.347117170912951,30,True,True
2024-12,-0.011226905046405444,-0.047833938722322,31,False,False
