score_bin,candidate_count,accepted_count,mean_forward_20_bar_return
LT_50,2957,0,0.01919030442093417
50_60,318,0,0.05888456315866384
60_70,152,0,0.08194587662302995
70_80,50,23,0.1588981293351175
80_90,11,5,0.18558694165391595
90_100,1,0,-0.09350455393139312
