universe_id,partition_id,timestamp,candidate_rank,pair,membership_rank,trend_strength_percentile,recovery_impulse_percentile,score,past_72h_return,recovery_impulse_atr,decision_close,ema24,initial_stop_reference
C2,DISCOVERY_2019_2021,2019-04-01 01:00:00+00:00,1,XRP-USDT,6,0.25,0.75,0.5,0.013071895424836555,1.242132639791933,0.31,0.30944396354287157,0.3076
C2,DISCOVERY_2019_2021,2019-04-01 03:00:00+00:00,1,KCS-USDT,2,0.9166666666666666,0.4166666666666667,0.6666666666666666,0.19897657657657675,0.4018201214865772,1.66358,1.6633154675185253,1.6408
C2,DISCOVERY_2019_2021,2019-04-01 03:00:00+00:00,2,XRP-USDT,6,0.25,0.5833333333333334,0.4166666666666667,0.005785419442909667,0.5183999999999859,0.30945,0.30938527474268657,0.3076
C2,DISCOVERY_2019_2021,2019-04-01 07:00:00+00:00,1,LTC-USDT,4,0.08333333333333333,0.75,0.4166666666666667,0.0021993286259984757,0.6733784452880084,60.606,60.48027710286057,60.122
C2,DISCOVERY_2019_2021,2019-04-01 09:00:00+00:00,1,NEO-USDT,5,0.75,0.5833333333333334,0.6666666666666667,0.07280458733329054,0.28541001064962457,9.9906,9.989540641708507,9.9012
C2,DISCOVERY_2019_2021,2019-04-01 13:00:00+00:00,1,ETH-USDT,3,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.010653409090909172,0.6467486818980825,142.3,141.91917573379203,141.43
C2,DISCOVERY_2019_2021,2019-04-01 17:00:00+00:00,1,XRP-USDT,6,0.4166666666666667,0.75,0.5833333333333334,0.006358681546846379,0.5737744506157888,0.3102,0.3101824461763362,0.30812
C2,DISCOVERY_2019_2021,2019-04-01 23:00:00+00:00,1,ETH-USDT,3,0.25,0.75,0.5,0.0005659309564232107,0.5002672367717659,141.44,141.40710770320203,139.8
C2,DISCOVERY_2019_2021,2019-04-02 00:00:00+00:00,1,NEO-USDT,5,0.4166666666666667,0.75,0.5833333333333334,0.004290898883163141,0.33905356214248983,10.0174,10.004520383029263,9.8121
C2,DISCOVERY_2019_2021,2019-04-02 02:00:00+00:00,1,XRP-USDT,6,0.75,0.4166666666666667,0.5833333333333334,0.01100649350649352,0.13333333333334327,0.31139,0.3111940501072599,0.30875
C2,DISCOVERY_2019_2021,2019-04-02 05:00:00+00:00,1,LTC-USDT,4,0.4166666666666667,0.75,0.5833333333333334,0.06921347571659986,9.253990284524631,64.681,60.637336188464985,59.996
C2,DISCOVERY_2019_2021,2019-04-02 08:00:00+00:00,1,KCS-USDT,2,0.08333333333333333,0.9166666666666666,0.5,0.04332585530005617,1.3526446504536866,1.78584,1.7522359596101529,1.55
C2,DISCOVERY_2019_2021,2019-04-04 01:00:00+00:00,1,LTC-USDT,4,0.9166666666666666,0.75,0.8333333333333333,0.4313296903460837,0.39877138456210226,86.438,85.02297385829493,76.536
C2,DISCOVERY_2019_2021,2019-04-04 03:00:00+00:00,1,BTC-USDT,1,0.5833333333333334,0.75,0.6666666666666667,0.20927807551470767,0.3423693985616005,4986.7,4975.056819272644,4800.0
C2,DISCOVERY_2019_2021,2019-04-04 03:00:00+00:00,2,NEO-USDT,5,0.75,0.5833333333333334,0.6666666666666667,0.23304805793285066,0.19079366635619505,12.3618,12.328263744857319,11.4648
C2,DISCOVERY_2019_2021,2019-04-04 05:00:00+00:00,1,LTC-USDT,4,0.9166666666666666,0.75,0.8333333333333333,0.4417881823893133,0.49100781761466467,87.208,85.35132347258656,76.536
C2,DISCOVERY_2019_2021,2019-04-04 05:00:00+00:00,2,BTC-USDT,1,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.20896860986547083,0.47210804462713374,4987.6,4973.531611832366,4800.0
C2,DISCOVERY_2019_2021,2019-04-04 06:00:00+00:00,1,NEO-USDT,5,0.75,0.9166666666666666,0.8333333333333333,0.25090923466160664,0.7984201414564945,12.6572,12.338024651755456,11.4648
C2,DISCOVERY_2019_2021,2019-04-04 10:00:00+00:00,1,KCS-USDT,2,0.08333333333333333,0.9166666666666666,0.5,0.04956268221574334,0.876935625749701,1.8,1.7638458088462263,1.45809
C2,DISCOVERY_2019_2021,2019-04-04 12:00:00+00:00,1,NEO-USDT,5,0.75,0.9166666666666666,0.8333333333333333,0.268961615199071,0.6004361981224502,12.7839,12.508536835100404,11.8372
C2,DISCOVERY_2019_2021,2019-04-04 12:00:00+00:00,2,LTC-USDT,4,0.9166666666666666,0.5833333333333334,0.75,0.42158159217138325,0.25133626321415997,86.0,85.91722374257495,82.788
C2,DISCOVERY_2019_2021,2019-04-04 13:00:00+00:00,1,BTC-USDT,1,0.5833333333333334,0.75,0.6666666666666667,0.20779157889639466,0.21071723000824566,4988.3,4981.1790380802295,4893.9
C2,DISCOVERY_2019_2021,2019-04-04 22:00:00+00:00,1,LTC-USDT,4,0.9166666666666666,0.5833333333333334,0.75,0.4157943862924194,0.651895472948104,84.942,84.76984323352936,79.712
