universe_id,partition_id,timestamp,candidate_rank,pair,membership_rank,trend_strength_percentile,recovery_impulse_percentile,score,past_72h_return,recovery_impulse_atr,decision_close,ema24,initial_stop_reference
C2,DISCOVERY_2019_2021,2019-04-05 00:00:00+00:00,1,NEO-USDT,5,0.75,0.9166666666666666,0.8333333333333333,0.2838461077724759,0.6168522716073706,12.8608,12.63452701946844,12.0772
C2,DISCOVERY_2019_2021,2019-04-05 01:00:00+00:00,1,BTC-USDT,1,0.5833333333333334,0.9166666666666666,0.75,0.1906715247448303,0.6922909249436854,4934.5,4927.390433848376,4800.0
C2,DISCOVERY_2019_2021,2019-04-05 01:00:00+00:00,2,LTC-USDT,4,0.9166666666666666,0.5833333333333334,0.75,0.43176001329566227,0.5161184075095745,86.149,84.80474320783051,79.712
C2,DISCOVERY_2019_2021,2019-04-05 03:00:00+00:00,1,LTC-USDT,4,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.40994548157938193,0.3580343559369567,85.344,84.81323705110773,79.712
C2,DISCOVERY_2019_2021,2019-04-05 04:00:00+00:00,1,XRP-USDT,6,0.25,0.9166666666666666,0.5833333333333333,0.06489675516224191,1.577536694320354,0.33934,0.33572710184330623,0.32301
C2,DISCOVERY_2019_2021,2019-04-05 05:00:00+00:00,1,ETH-USDT,3,0.4166666666666667,0.75,0.5833333333333334,0.12477632484514789,2.3719165085388982,163.43,159.34188290895895,152.81
C2,DISCOVERY_2019_2021,2019-04-05 05:00:00+00:00,2,BTC-USDT,1,0.25,0.4166666666666667,0.33333333333333337,0.09727799099318934,1.068871382887438,4946.2,4924.205894652323,4800.0
C2,DISCOVERY_2019_2021,2019-04-06 04:00:00+00:00,1,LTC-USDT,4,0.75,0.5833333333333334,0.6666666666666667,0.059157802710185114,0.1499809990288351,87.228,87.18750242415355,86.954
C2,DISCOVERY_2019_2021,2019-04-06 08:00:00+00:00,1,LTC-USDT,4,0.75,0.9166666666666666,0.8333333333333333,0.08486754596422319,0.413262032085564,87.27,87.20149818336655,86.771
C2,DISCOVERY_2019_2021,2019-04-06 13:00:00+00:00,1,LTC-USDT,4,0.75,0.9166666666666666,0.8333333333333333,0.057129071170084256,0.9604242364725484,87.636,87.07105351065847,85.216
C2,DISCOVERY_2019_2021,2019-04-06 13:00:00+00:00,2,NEO-USDT,5,0.9166666666666666,0.75,0.8333333333333333,0.08307618883046564,0.8577252344068528,13.1623,13.143494150123042,12.8905
C2,DISCOVERY_2019_2021,2019-04-06 13:00:00+00:00,3,BTC-USDT,1,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.005633973465802411,0.18612380556710845,4980.0,4977.1068599685195,4949.5
C2,DISCOVERY_2019_2021,2019-04-07 00:00:00+00:00,1,NEO-USDT,5,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.09259243916786097,1.4968606111343628,13.1877,13.15989028353402,12.8516
C2,DISCOVERY_2019_2021,2019-04-07 00:00:00+00:00,2,BTC-USDT,1,0.25,0.75,0.5,0.02579361049617157,0.6206475259621165,5050.7,5033.4353494587995,4935.3
C2,DISCOVERY_2019_2021,2019-04-07 02:00:00+00:00,1,ETH-USDT,3,0.4166666666666667,0.9166666666666666,0.6666666666666666,0.028333021981443274,0.18083961248654132,165.14,164.9353643320875,162.65
C2,DISCOVERY_2019_2021,2019-04-07 03:00:00+00:00,1,XRP-USDT,6,0.5833333333333334,0.9166666666666666,0.75,0.06156825918535036,2.1523087525844358,0.36174,0.35535046141897864,0.34697
C2,DISCOVERY_2019_2021,2019-04-07 03:00:00+00:00,2,NEO-USDT,5,0.75,0.5833333333333334,0.6666666666666667,0.06792700092219572,1.3036081267396793,13.2015,13.13974880510454,12.8516
C2,DISCOVERY_2019_2021,2019-04-07 09:00:00+00:00,1,NEO-USDT,5,0.25,0.4166666666666667,0.33333333333333337,0.02009418665094298,0.28152887691530754,13.1483,13.142171857966444,12.8516
C2,DISCOVERY_2019_2021,2019-04-07 18:00:00+00:00,1,ETH-USDT,3,0.5833333333333334,0.4166666666666667,0.5,0.08366870050629616,0.5215168299957297,166.95,166.6378351506151,164.81
C2,DISCOVERY_2019_2021,2019-04-07 18:00:00+00:00,2,XRP-USDT,6,0.75,0.08333333333333333,0.4166666666666667,0.09877338239803746,0.2848052283085374,0.35831,0.35788472913419217,0.35157
C2,DISCOVERY_2019_2021,2019-04-07 21:00:00+00:00,1,LTC-USDT,4,0.9166666666666666,0.5833333333333334,0.75,0.11699996357410858,0.28110182885527607,91.995,91.99158850403131,88.801
C2,DISCOVERY_2019_2021,2019-04-07 21:00:00+00:00,2,XRP-USDT,6,0.5833333333333334,0.75,0.6666666666666667,0.09003001000333444,0.7957333333333357,0.35959,0.35789076988004587,0.35157
C2,DISCOVERY_2019_2021,2019-04-07 23:00:00+00:00,1,XRP-USDT,6,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.09952246251178631,1.1794871794871726,0.36149,0.35803733962647083,0.35157
C2,DISCOVERY_2019_2021,2019-04-08 01:00:00+00:00,1,NEO-USDT,6,0.25,0.75,0.5,0.014387326220497876,2.8226361110346914,13.1775,12.961336031326645,12.5728
C2,DISCOVERY_2019_2021,2019-04-08 01:00:00+00:00,2,LTC-USDT,5,0.5833333333333334,0.25,0.4166666666666667,0.08231087998699915,1.1754986427475478,93.24,92.02965196430497,88.801
C2,DISCOVERY_2019_2021,2019-04-08 06:00:00+00:00,1,NEO-USDT,6,0.4166666666666667,0.75,0.5833333333333334,0.00819277856222933,0.1911158015926259,12.995,12.972194966617808,12.7021
C2,DISCOVERY_2019_2021,2019-04-08 10:00:00+00:00,1,BTC-USDT,2,0.75,0.75,0.75,0.05098348393878749,0.7037350008450198,5198.9,5174.885233778109,5126.5
C2,DISCOVERY_2019_2021,2019-04-08 13:00:00+00:00,1,ETH-USDT,3,0.9166666666666666,0.5833333333333334,0.75,0.06448677505459832,1.299136868064113,175.47,175.28084939046556,171.01
C2,DISCOVERY_2019_2021,2019-04-08 15:00:00+00:00,1,BTC-USDT,2,0.75,0.9166666666666666,0.8333333333333333,0.04432345230893331,1.392377175589337,5178.8,5154.727337598066,5039.9
C2,DISCOVERY_2019_2021,2019-04-08 15:00:00+00:00,2,ETH-USDT,3,0.9166666666666666,0.5833333333333334,0.75,0.09291980724082527,0.9783834586466151,176.9,175.27415892409005,171.01
C2,DISCOVERY_2019_2021,2019-04-08 19:00:00+00:00,1,BTC-USDT,2,0.75,0.5833333333333334,0.6666666666666667,0.03631184046864333,0.21024258760109119,5165.6,5158.096009934799,5039.9
C2,DISCOVERY_2019_2021,2019-04-08 21:00:00+00:00,1,BTC-USDT,2,0.75,0.9166666666666666,0.8333333333333333,0.046437262433883575,0.8478407304842411,5203.2,5161.550062808815,5039.9
C2,DISCOVERY_2019_2021,2019-04-08 23:00:00+00:00,1,LTC-USDT,5,0.5833333333333334,0.9166666666666666,0.75,0.004446460980036315,0.1312284440456546,88.552,88.52047286445752,83.696
C2,DISCOVERY_2019_2021,2019-04-09 03:00:00+00:00,1,BTC-USDT,2,0.75,0.4166666666666667,0.5833333333333334,0.038453060815549556,0.10768591607809827,5182.4,5177.75011103338,5135.9
C2,DISCOVERY_2019_2021,2019-04-09 11:00:00+00:00,1,ETH-USDT,3,0.9166666666666666,0.75,0.8333333333333333,0.08602283245911746,0.5352643012309991,175.99,175.78936614186978,171.99
C2,DISCOVERY_2019_2021,2019-04-09 11:00:00+00:00,2,LTC-USDT,5,0.5833333333333334,0.9166666666666666,0.75,0.00448905361541474,1.3862506326852644,87.268,87.00064293679654,82.865
C2,DISCOVERY_2019_2021,2019-04-09 17:00:00+00:00,1,BTC-USDT,2,0.75,0.5833333333333334,0.6666666666666667,0.005523572428815848,0.40487123178278217,5170.0,5158.189804902678,5080.9
C2,DISCOVERY_2019_2021,2019-04-09 19:00:00+00:00,1,ETH-USDT,3,0.9166666666666666,0.5833333333333334,0.75,0.04549509366636939,0.2426693629929219,175.8,175.72958240808242,173.02
C2,DISCOVERY_2019_2021,2019-04-09 21:00:00+00:00,1,BTC-USDT,2,0.75,0.08333333333333333,0.4166666666666667,0.019024688677941937,0.15135589657347087,5163.5,5159.279131632052,5090.8
C2,DISCOVERY_2019_2021,2019-04-10 01:00:00+00:00,1,ETH-USDT,3,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.0679652891558955,0.8368121442125226,175.99,175.524011769771,173.7
C2,DISCOVERY_2019_2021,2019-04-10 02:00:00+00:00,1,BTC-USDT,2,0.75,0.4166666666666667,0.5833333333333334,0.02602989572181924,0.8043647700701567,5175.5,5158.096648512106,5120.0
C2,DISCOVERY_2019_2021,2019-04-10 02:00:00+00:00,2,XRP-USDT,4,0.5833333333333334,0.25,0.4166666666666667,0.0017362593572993745,0.6983311938382537,0.35194,0.3499633955020938,0.34587
C2,DISCOVERY_2019_2021,2019-04-14 23:00:00+00:00,1,XRP-USDT,4,0.08333333333333333,0.5833333333333334,0.33333333333333337,0.003277182235834397,2.506437768240352,0.32757,0.3242042458659831,0.32307
C2,DISCOVERY_2019_2021,2019-04-15 13:00:00+00:00,1,BTC-USDT,2,0.75,0.5833333333333334,0.6666666666666667,0.014500505140547792,0.7457994579945684,5121.3,5110.38283448576,5088.2
C2,DISCOVERY_2019_2021,2019-04-15 15:00:00+00:00,1,LTC-USDT,5,0.75,0.9166666666666666,0.8333333333333333,0.025969922911664334,0.7769215876089046,81.185,80.90249360284841,79.462
C2,DISCOVERY_2019_2021,2019-04-15 16:00:00+00:00,1,KCS-USDT,1,0.9166666666666666,0.75,0.8333333333333333,0.11301300626726873,0.5797242893741665,1.15612,1.155491550521343,1.11701
C2,DISCOVERY_2019_2021,2019-04-15 16:00:00+00:00,2,ETH-USDT,3,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.013956050682499832,0.49545136459062444,165.65,165.5018466863201,163.88
C2,DISCOVERY_2019_2021,2019-04-16 05:00:00+00:00,1,KCS-USDT,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.12775839767961417,1.0894135567403016,1.1509,1.1390765757531605,1.115
C2,DISCOVERY_2019_2021,2019-04-16 08:00:00+00:00,1,BTC-USDT,2,0.75,0.5833333333333334,0.6666666666666667,0.0015019466018457717,0.2893150684931563,5067.7,5064.985623619662,4950.1
C2,DISCOVERY_2019_2021,2019-04-16 09:00:00+00:00,1,LTC-USDT,5,0.75,0.75,0.75,0.005176297871263502,0.8304788535477072,79.423,78.91871632768192,77.201
C2,DISCOVERY_2019_2021,2019-04-16 10:00:00+00:00,1,BTC-USDT,2,0.5833333333333334,0.9166666666666666,0.75,0.0059077752666429895,0.32764505119453885,5074.0,5065.634231831683,5016.3
C2,DISCOVERY_2019_2021,2019-04-16 16:00:00+00:00,1,BTC-USDT,2,0.5833333333333334,0.75,0.6666666666666667,0.0033662699748520097,0.5925925925926087,5067.1,5058.052362816044,5004.7
C2,DISCOVERY_2019_2021,2019-04-16 16:00:00+00:00,2,LTC-USDT,5,0.75,0.5833333333333334,0.6666666666666667,0.013645374732885296,0.28180554539468744,78.742,78.7056362017656,77.033
C2,DISCOVERY_2019_2021,2019-04-16 16:00:00+00:00,3,ETH-USDT,3,0.4166666666666667,0.9166666666666666,0.6666666666666666,0.0019628289271913513,0.9710009354536915,163.35,162.2022530386449,160.22
C2,DISCOVERY_2019_2021,2019-04-16 18:00:00+00:00,1,NEO-USDT,6,0.25,0.75,0.5,0.0011828397252171552,3.0221763795771115,11.0035,10.781377603131112,10.5682
C2,DISCOVERY_2019_2021,2019-04-17 08:00:00+00:00,1,LTC-USDT,5,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.03501657243127321,0.48563814036128017,79.629,79.62668697642846,79.219
C2,DISCOVERY_2019_2021,2019-04-17 09:00:00+00:00,1,NEO-USDT,6,0.25,0.75,0.5,0.0011423622946742373,0.2805209148221563,10.8671,10.846274110440575,10.7358
C2,DISCOVERY_2019_2021,2019-04-17 12:00:00+00:00,1,LTC-USDT,5,0.75,0.75,0.75,0.023270086431749437,0.7104781281790356,80.032,79.56390555691704,78.5
C2,DISCOVERY_2019_2021,2019-04-17 14:00:00+00:00,1,XRP-USDT,4,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.028657896362176638,5.087811271297509,0.3331,0.322065372140178,0.31923
C2,DISCOVERY_2019_2021,2019-04-17 14:00:00+00:00,2,ETH-USDT,3,0.4166666666666667,0.25,0.33333333333333337,0.00879872907246737,0.33426183844010265,165.1,164.70175399320982,163.88
C2,DISCOVERY_2019_2021,2019-04-17 21:00:00+00:00,1,LTC-USDT,5,0.4166666666666667,0.5833333333333334,0.5,0.013925296983491764,0.16767838735539997,79.292,79.25372583219757,77.631
C2,DISCOVERY_2019_2021,2019-04-18 13:00:00+00:00,1,BTC-USDT,2,0.4166666666666667,0.5833333333333334,0.5,0.021478921367621417,0.6448742084545513,5231.3,5217.44997643348,5200.9
C2,DISCOVERY_2019_2021,2019-04-18 17:00:00+00:00,1,XRP-USDT,4,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.04276092195513814,0.9736632083000815,0.3375,0.3351662839723273,0.3332
C2,DISCOVERY_2019_2021,2019-04-19 07:00:00+00:00,1,ETH-USDT,3,0.9166666666666666,0.75,0.8333333333333333,0.06358417186246057,0.8648025367541079,172.29,171.34479589851225,168.85
C2,DISCOVERY_2019_2021,2019-04-19 07:00:00+00:00,2,LTC-USDT,5,0.5833333333333334,0.9166666666666666,0.75,0.04313334101058164,1.2573362114229025,81.524,80.92783005640113,79.725
C2,DISCOVERY_2019_2021,2019-04-19 08:00:00+00:00,1,BTC-USDT,2,0.25,0.75,0.5,0.03228288967381654,0.19659735349715723,5231.3,5229.564321111243,5183.0
C2,DISCOVERY_2019_2021,2019-04-19 12:00:00+00:00,1,LTC-USDT,5,0.5833333333333334,0.9166666666666666,0.75,0.040446767453450994,0.9541918755401794,81.416,81.05380961143882,79.725
C2,DISCOVERY_2019_2021,2019-04-19 14:00:00+00:00,1,ETH-USDT,3,0.9166666666666666,0.5833333333333334,0.75,0.06778819293562588,0.22049956933677367,172.01,171.8057803832944,168.85
C2,DISCOVERY_2019_2021,2019-04-19 14:00:00+00:00,2,BTC-USDT,2,0.25,0.75,0.5,0.04099566583164327,0.4251968503937071,5236.0,5231.81940209248,5183.0
C2,DISCOVERY_2019_2021,2019-04-19 19:00:00+00:00,1,ETH-USDT,3,0.9166666666666666,0.4166666666666667,0.6666666666666666,0.047697368421052655,0.2842392954752608,171.99,171.81914521493042,170.95
C2,DISCOVERY_2019_2021,2019-04-19 23:00:00+00:00,1,ETH-USDT,3,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.04631655725747619,0.27962716378161895,172.14,171.85261142039386,171.03
C2,DISCOVERY_2019_2021,2019-04-20 02:00:00+00:00,1,NEO-USDT,6,0.25,0.75,0.5,0.019976530810241533,0.8120374135827743,11.0389,11.02123580494529,10.9257
C2,DISCOVERY_2019_2021,2019-04-20 05:00:00+00:00,1,KCS-USDT,1,0.75,0.08333333333333333,0.4166666666666667,0.03354999999999997,0.571969973034015,1.24026,1.239768330065902,1.23001
C2,DISCOVERY_2019_2021,2019-04-20 05:00:00+00:00,2,NEO-USDT,6,0.08333333333333333,0.4166666666666667,0.25,0.010948603915455601,0.685458278887433,11.0249,11.019361218481238,10.9257
C2,DISCOVERY_2019_2021,2019-04-20 06:00:00+00:00,1,XRP-USDT,4,0.4166666666666667,0.5833333333333334,0.5,0.029119274038162724,0.5147219193020555,0.33115,0.3306801882934818,0.32908
C2,DISCOVERY_2019_2021,2019-04-21 00:00:00+00:00,1,ETH-USDT,3,0.9166666666666666,0.75,0.8333333333333333,0.04341534008683068,1.140229885057455,173.04,172.56909303662906,169.93
C2,DISCOVERY_2019_2021,2019-04-21 00:00:00+00:00,2,LTC-USDT,5,0.5833333333333334,0.9166666666666666,0.75,0.035353343224153955,1.395697432338644,81.649,81.02806986873664,79.111
C2,DISCOVERY_2019_2021,2019-04-21 00:00:00+00:00,3,BTC-USDT,2,0.4166666666666667,0.5833333333333334,0.5,0.017808377245278617,0.8580715059587994,5292.4,5280.01005322085,5235.5
C2,DISCOVERY_2019_2021,2019-04-21 03:00:00+00:00,1,ETH-USDT,3,0.75,0.75,0.75,0.009944428195378885,0.1933924254633528,172.65,172.58582111850663,169.93
C2,DISCOVERY_2019_2021,2019-04-21 04:00:00+00:00,1,LTC-USDT,5,0.75,0.9166666666666666,0.8333333333333333,0.006158612143742248,0.590428925912811,81.197,81.05334935075106,79.111
C2,DISCOVERY_2019_2021,2019-04-21 07:00:00+00:00,1,BTC-USDT,2,0.9166666666666666,0.75,0.8333333333333333,0.006929373691223928,0.7135395741261223,5289.4,5286.0931343431075,5235.5
C2,DISCOVERY_2019_2021,2019-04-22 07:00:00+00:00,1,BTC-USDT,2,0.9166666666666666,0.4166666666666667,0.6666666666666666,0.004075696982453358,0.4404529480671431,5247.4,5239.845817561925,5193.2
C2,DISCOVERY_2019_2021,2019-04-25 02:00:00+00:00,1,BTC-USDT,2,0.9166666666666666,0.5833333333333334,0.75,0.037817695394610995,0.17987152034260825,5430.9,5429.269546721192,5346.0
C2,DISCOVERY_2019_2021,2019-04-25 04:00:00+00:00,1,KCS-USDT,1,0.75,0.9166666666666666,0.8333333333333333,0.0025704526046113063,0.7507145125436738,1.17401,1.17395670388106,1.16502
C2,DISCOVERY_2019_2021,2019-04-25 07:00:00+00:00,1,KCS-USDT,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.05035207379534712,6.1926111067718415,1.23659,1.178346296071735,1.16502
C2,DISCOVERY_2019_2021,2019-04-25 11:00:00+00:00,1,KCS-USDT,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.04176469592593213,2.600872574093559,1.23097,1.1946857496038672,1.16502
C2,DISCOVERY_2019_2021,2019-04-25 11:00:00+00:00,2,BTC-USDT,2,0.75,0.5833333333333334,0.6666666666666667,0.029069987508989703,1.1517921578061001,5437.4,5416.226492829423,5354.2
C2,DISCOVERY_2019_2021,2019-04-25 16:00:00+00:00,1,BTC-USDT,2,0.75,0.5833333333333334,0.6666666666666667,0.028550859178144483,0.4707728520988624,5429.0,5420.32031309181,5354.2
C2,DISCOVERY_2019_2021,2019-04-26 03:00:00+00:00,1,BTC-USDT,2,0.75,0.75,0.75,0.0028086230307087234,1.4739829706717038,5391.4,5384.115811921994,5137.5
C2,DISCOVERY_2019_2021,2019-04-27 06:00:00+00:00,1,LTC-USDT,4,0.9166666666666666,0.4166666666666667,0.6666666666666666,0.003276003276003303,0.5261111483542232,73.5,73.26446554370567,72.529
C2,DISCOVERY_2019_2021,2019-04-27 18:00:00+00:00,1,XRP-USDT,5,0.75,0.75,0.75,0.026315789473684292,1.8937572702597942,0.30108,0.29939792214540284,0.29588
C2,DISCOVERY_2019_2021,2019-04-27 18:00:00+00:00,2,LTC-USDT,4,0.9166666666666666,0.25,0.5833333333333333,0.03140719448788931,0.30468380381643456,73.2,73.06013021050569,72.15
C2,DISCOVERY_2019_2021,2019-04-27 18:00:00+00:00,3,KCS-USDT,1,0.4166666666666667,0.08333333333333333,0.25,0.007452510612752317,0.2810908208877599,1.17474,1.173389048969633,1.151
C2,DISCOVERY_2019_2021,2019-04-28 01:00:00+00:00,1,XRP-USDT,5,0.75,0.75,0.75,0.0012678499933271858,0.6260012322858848,0.3001,0.29945814440970364,0.29588
C2,DISCOVERY_2019_2021,2019-04-28 01:00:00+00:00,2,KCS-USDT,1,0.9166666666666666,0.25,0.5833333333333333,0.00405124742523566,0.2681339327652193,1.17475,1.1736169003487618,1.153
C2,DISCOVERY_2019_2021,2019-04-28 04:00:00+00:00,1,XRP-USDT,5,0.9166666666666666,0.5833333333333334,0.75,0.005769875880577091,0.3380281690140805,0.29982,0.29949574547410335,0.29701
C2,DISCOVERY_2019_2021,2019-04-28 23:00:00+00:00,1,XRP-USDT,5,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.026631067296501776,1.8442993470617788,0.29992,0.2990929443489088,0.29623
C2,DISCOVERY_2019_2021,2019-04-28 23:00:00+00:00,2,BTC-USDT,2,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.01815254269777089,0.6057095573024545,5311.6,5308.062828606065,5271.9
C2,DISCOVERY_2019_2021,2019-04-29 05:00:00+00:00,1,ETH-USDT,3,0.9166666666666666,0.5833333333333334,0.75,0.012229299363057278,0.46601941747570924,158.92,158.60970207501452,157.13
C2,DISCOVERY_2019_2021,2019-04-29 05:00:00+00:00,2,XRP-USDT,5,0.75,0.4166666666666667,0.5833333333333334,0.010344362827683806,0.450555261766253,0.29985,0.2994139301301381,0.29623
C2,DISCOVERY_2019_2021,2019-04-29 07:00:00+00:00,1,KCS-USDT,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.031420048655944166,3.8492012779552853,1.19982,1.16681417814136,1.1503
C2,DISCOVERY_2019_2021,2019-04-29 10:00:00+00:00,1,NEO-USDT,6,0.75,0.9166666666666666,0.8333333333333333,0.049008804681565765,4.286128564523934,9.8054,9.463731978580482,9.2837
C2,DISCOVERY_2019_2021,2019-04-29 15:00:00+00:00,1,KCS-USDT,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.009980465584454423,1.1549583343225474,1.18399,1.1835219561576409,1.15522
C2,DISCOVERY_2019_2021,2019-04-29 17:00:00+00:00,1,KCS-USDT,1,0.9166666666666666,0.5833333333333334,0.75,0.03646362759663235,0.6721224920802488,1.19298,1.1840377836918272,1.15522
C2,DISCOVERY_2019_2021,2019-04-30 02:00:00+00:00,1,NEO-USDT,6,0.75,0.25,0.5,0.002450304431762751,0.06432276657060279,9.4505,9.447249062878228,9.2837
C2,DISCOVERY_2019_2021,2019-04-30 20:00:00+00:00,1,KCS-USDT,1,0.75,0.9166666666666666,0.8333333333333333,0.0028602560610189176,0.5590932062666899,1.17808,1.1769570438618615,1.15
C2,DISCOVERY_2019_2021,2019-05-01 10:00:00+00:00,1,LTC-USDT,4,0.9166666666666666,0.75,0.8333333333333333,0.017327042712204088,0.5295239958906042,73.098,72.68983694330426,72.366
C2,DISCOVERY_2019_2021,2019-05-01 11:00:00+00:00,1,NEO-USDT,6,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.013530522341095086,0.8688345323741085,9.663,9.612977955930823,9.5574
C2,DISCOVERY_2019_2021,2019-05-01 15:00:00+00:00,1,LTC-USDT,4,0.9166666666666666,0.5833333333333334,0.75,0.039249292998543295,0.5329445410194594,72.762,72.70099260448542,71.964
C2,DISCOVERY_2019_2021,2019-05-01 16:00:00+00:00,1,KCS-USDT,1,0.25,0.9166666666666666,0.5833333333333333,0.004397950469684053,0.5919079505800318,1.17615,1.1723058812817326,1.16044
C2,DISCOVERY_2019_2021,2019-05-01 17:00:00+00:00,1,NEO-USDT,6,0.75,0.9166666666666666,0.8333333333333333,0.022555198375771912,1.4589377434102686,9.6701,9.597647459743426,9.4566
