decision_id,control_position_id,universe_id,period_id,pair,signal_time,entry_time,decision_time,completed_information_time,landmark_age_hours,risk_set_class,resolved_target,right_censored_target,atr24_at_signal,entry_price,data_quality_class,expected_hourly_bar_count,observed_hourly_bar_count,completed_mark,completed_high_water,high_water_gain_atr,pullback_from_high_water_atr,current_mark_entry_distance_atr,profit_trail_arm_distance_atr,trail_armed_state,profit_trail_floor_distance_atr_when_armed
C2:000001|024h,C2:000001,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 19:00:00+00:00,2022-01-02 19:00:00+00:00,2022-01-02 18:00:00+00:00,24,RESOLVED_CONTROL_OUTCOME,True,False,2.0215,113.531,RECONSTRUCTED_VALID,24,24,115.187,117.5,1.9633935196636132,1.144199851595351,0.819193668068262,4.036606480336389,False,
D2:000001|024h,D2:000001,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 19:00:00+00:00,2022-01-02 19:00:00+00:00,2022-01-02 18:00:00+00:00,24,RESOLVED_CONTROL_OUTCOME,True,False,2.0215,113.531,RECONSTRUCTED_VALID,24,24,115.187,117.5,1.9633935196636132,1.144199851595351,0.819193668068262,4.036606480336389,False,
E2:000001|024h,E2:000001,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 19:00:00+00:00,2022-01-02 19:00:00+00:00,2022-01-02 18:00:00+00:00,24,RESOLVED_CONTROL_OUTCOME,True,False,2.0215,113.531,RECONSTRUCTED_VALID,24,24,115.187,117.5,1.9633935196636132,1.144199851595351,0.819193668068262,4.036606480336389,False,
C2:000002|024h,C2:000002,C2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 17:00:00+00:00,2022-01-02 18:00:00+00:00,2022-01-03 18:00:00+00:00,2022-01-03 17:00:00+00:00,24,RESOLVED_CONTROL_OUTCOME,True,False,24.1875,3839.21,RECONSTRUCTED_VALID,24,24,3748.67,3857.69,0.7640310077519388,4.507286821705425,-3.743255813953487,5.235968992248061,False,
D2:000002|024h,D2:000002,D2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 17:00:00+00:00,2022-01-02 18:00:00+00:00,2022-01-03 18:00:00+00:00,2022-01-03 17:00:00+00:00,24,RESOLVED_CONTROL_OUTCOME,True,False,24.1875,3839.21,RECONSTRUCTED_VALID,24,24,3748.67,3857.69,0.7640310077519388,4.507286821705425,-3.743255813953487,5.235968992248061,False,
E2:000002|024h,E2:000002,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 17:00:00+00:00,2022-01-02 18:00:00+00:00,2022-01-03 18:00:00+00:00,2022-01-03 17:00:00+00:00,24,RESOLVED_CONTROL_OUTCOME,True,False,24.1875,3839.21,RECONSTRUCTED_VALID,24,24,3748.67,3857.69,0.7640310077519388,4.507286821705425,-3.743255813953487,5.235968992248061,False,
C2:000001|048h,C2:000001,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 19:00:00+00:00,2022-01-03 19:00:00+00:00,2022-01-03 18:00:00+00:00,48,RESOLVED_CONTROL_OUTCOME,True,False,2.0215,113.531,RECONSTRUCTED_VALID,48,48,109.895,117.5,1.9633935196636132,3.7620578778135068,-1.7986643581498936,4.036606480336389,False,
D2:000001|048h,D2:000001,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 19:00:00+00:00,2022-01-03 19:00:00+00:00,2022-01-03 18:00:00+00:00,48,RESOLVED_CONTROL_OUTCOME,True,False,2.0215,113.531,RECONSTRUCTED_VALID,48,48,109.895,117.5,1.9633935196636132,3.7620578778135068,-1.7986643581498936,4.036606480336389,False,
E2:000001|048h,E2:000001,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 19:00:00+00:00,2022-01-03 19:00:00+00:00,2022-01-03 18:00:00+00:00,48,RESOLVED_CONTROL_OUTCOME,True,False,2.0215,113.531,RECONSTRUCTED_VALID,48,48,109.895,117.5,1.9633935196636132,3.7620578778135068,-1.7986643581498936,4.036606480336389,False,
C2:000002|048h,C2:000002,C2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 17:00:00+00:00,2022-01-02 18:00:00+00:00,2022-01-04 18:00:00+00:00,2022-01-04 17:00:00+00:00,48,RESOLVED_CONTROL_OUTCOME,True,False,24.1875,3839.21,RECONSTRUCTED_VALID,48,48,3851.68,3894.35,2.279689922480615,1.7641343669250675,0.5155555555555473,3.720310077519385,False,
D2:000002|048h,D2:000002,D2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 17:00:00+00:00,2022-01-02 18:00:00+00:00,2022-01-04 18:00:00+00:00,2022-01-04 17:00:00+00:00,48,RESOLVED_CONTROL_OUTCOME,True,False,24.1875,3839.21,RECONSTRUCTED_VALID,48,48,3851.68,3894.35,2.279689922480615,1.7641343669250675,0.5155555555555473,3.720310077519385,False,
E2:000002|048h,E2:000002,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 17:00:00+00:00,2022-01-02 18:00:00+00:00,2022-01-04 18:00:00+00:00,2022-01-04 17:00:00+00:00,48,RESOLVED_CONTROL_OUTCOME,True,False,24.1875,3839.21,RECONSTRUCTED_VALID,48,48,3851.68,3894.35,2.279689922480615,1.7641343669250675,0.5155555555555473,3.720310077519385,False,
C2:000003|024h,C2:000003,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 21:00:00+00:00,2022-02-10 21:00:00+00:00,2022-02-10 20:00:00+00:00,24,RESOLVED_CONTROL_OUTCOME,True,False,36.33166666666671,3246.99,RECONSTRUCTED_VALID,24,24,3121.38,3284.0,1.0186705812193266,4.475985136932878,-3.4573145557135514,4.981329418780672,False,
D2:000003|024h,D2:000003,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 21:00:00+00:00,2022-02-10 21:00:00+00:00,2022-02-10 20:00:00+00:00,24,RESOLVED_CONTROL_OUTCOME,True,False,36.33166666666671,3246.99,RECONSTRUCTED_VALID,24,24,3121.38,3284.0,1.0186705812193266,4.475985136932878,-3.4573145557135514,4.981329418780672,False,
E2:000003|024h,E2:000003,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 21:00:00+00:00,2022-02-10 21:00:00+00:00,2022-02-10 20:00:00+00:00,24,RESOLVED_CONTROL_OUTCOME,True,False,36.33166666666671,3246.99,RECONSTRUCTED_VALID,24,24,3121.38,3284.0,1.0186705812193266,4.475985136932878,-3.4573145557135514,4.981329418780672,False,
C2:000003|048h,C2:000003,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 21:00:00+00:00,2022-02-11 21:00:00+00:00,2022-02-11 20:00:00+00:00,48,RESOLVED_CONTROL_OUTCOME,True,False,36.33166666666671,3246.99,RECONSTRUCTED_VALID,48,48,2991.59,3284.0,1.0186705812193266,8.048350841781719,-7.029680260562392,4.981329418780672,False,
D2:000003|048h,D2:000003,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 21:00:00+00:00,2022-02-11 21:00:00+00:00,2022-02-11 20:00:00+00:00,48,RESOLVED_CONTROL_OUTCOME,True,False,36.33166666666671,3246.99,RECONSTRUCTED_VALID,48,48,2991.59,3284.0,1.0186705812193266,8.048350841781719,-7.029680260562392,4.981329418780672,False,
E2:000003|048h,E2:000003,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 21:00:00+00:00,2022-02-11 21:00:00+00:00,2022-02-11 20:00:00+00:00,48,RESOLVED_CONTROL_OUTCOME,True,False,36.33166666666671,3246.99,RECONSTRUCTED_VALID,48,48,2991.59,3284.0,1.0186705812193266,8.048350841781719,-7.029680260562392,4.981329418780672,False,
C2:000004|024h,C2:000004,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 00:00:00+00:00,2022-02-16 00:00:00+00:00,2022-02-15 23:00:00+00:00,24,RESOLVED_CONTROL_OUTCOME,True,False,0.4511666666666666,27.1108,RECONSTRUCTED_VALID,24,24,28.5662,28.9953,4.176948651643885,0.9510897672700448,3.22585888437384,1.8230513483561175,False,
D2:000004|024h,D2:000004,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 00:00:00+00:00,2022-02-16 00:00:00+00:00,2022-02-15 23:00:00+00:00,24,RESOLVED_CONTROL_OUTCOME,True,False,0.4511666666666666,27.1108,RECONSTRUCTED_VALID,24,24,28.5662,28.9953,4.176948651643885,0.9510897672700448,3.22585888437384,1.8230513483561175,False,
E2:000004|024h,E2:000004,E2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 00:00:00+00:00,2022-02-16 00:00:00+00:00,2022-02-15 23:00:00+00:00,24,RESOLVED_CONTROL_OUTCOME,True,False,0.4511666666666666,27.1108,RECONSTRUCTED_VALID,24,24,28.5662,28.9953,4.176948651643885,0.9510897672700448,3.22585888437384,1.8230513483561175,False,
C2:000005|024h,C2:000005,C2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-16 03:00:00+00:00,2022-02-16 02:00:00+00:00,24,RESOLVED_CONTROL_OUTCOME,True,False,342.4375000000003,43461.0,RECONSTRUCTED_VALID,24,24,43986.1,44800.8,3.912538784449722,2.3791202774228983,1.5334185070268243,2.0874612155502725,False,
