score_bin,candidate_count,accepted_count,mean_forward_20_bar_return
LT_50,2653,0,0.03190930495315175
50_60,381,0,0.06508681912747451
60_70,176,0,0.0664048175068251
70_80,52,10,0.10330988667762928
80_90,9,5,0.09408165666715532
90_100,1,1,0.21667414202115065
