day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count
2024-03-01 00:00:00.000 UTC,1186711,417905,273309,509911,6.189603024217133e+21,7165,577864
2024-03-02 00:00:00.000 UTC,1192752,416869,272340,506460,5.577087224355649e+21,7148,582731
2024-03-03 00:00:00.000 UTC,1165031,415468,260001,504945,5.848535971722091e+21,7160,580891
2024-03-04 00:00:00.000 UTC,1246342,411117,292576,515708,9.075585806289719e+21,7167,604251
2024-03-05 00:00:00.000 UTC,1283535,424618,309387,537280,1.0571069553277355e+22,7164,615760
2024-03-06 00:00:00.000 UTC,1197925,398528,281067,501661,8.830864802212375e+21,7163,599533
2024-03-07 00:00:00.000 UTC,1207237,418004,282809,514617,7.884875650433685e+21,7160,604923
2024-03-08 00:00:00.000 UTC,1192756,411990,275128,509275,6.941302586524843e+21,7088,599837
2024-03-09 00:00:00.000 UTC,1142216,397464,256279,487906,6.268564711653674e+21,7160,570354
2024-03-10 00:00:00.000 UTC,1135841,375545,253525,463882,6.724078229485874e+21,7152,560756
2024-03-11 00:00:00.000 UTC,1224634,428538,282022,531886,7.641775250537657e+21,7152,608238
2024-03-12 00:00:00.000 UTC,1215219,418326,279787,514031,6.905981200987194e+21,7153,589300
2024-03-13 00:00:00.000 UTC,1257191,443004,298924,540993,6.714888589025489e+21,7117,587991
2024-03-14 00:00:00.000 UTC,1280341,456503,302752,554128,6.0312751656727e+21,7089,606184
2024-03-15 00:00:00.000 UTC,1294165,490945,301689,589745,4.975577108286713e+21,7123,634848
2024-03-16 00:00:00.000 UTC,1257394,495619,287480,589672,4.0221008909272246e+21,7102,618067
2024-03-17 00:00:00.000 UTC,1185720,454141,265368,544397,3.4543371786002435e+21,7113,582422
2024-03-18 00:00:00.000 UTC,1262748,472191,281929,566177,4.189131884123451e+21,7113,577413
2024-03-19 00:00:00.000 UTC,1357176,500485,305776,591759,4.735064113303805e+21,7119,606722
2024-03-20 00:00:00.000 UTC,1354582,532961,289813,622963,4.266151780599869e+21,7126,640656
2024-03-21 00:00:00.000 UTC,1313688,506587,278762,599045,3.6309975183023423e+21,7116,641186
2024-03-22 00:00:00.000 UTC,1306449,530404,270059,617036,3.036381129090325e+21,7134,641333
2024-03-23 00:00:00.000 UTC,1281440,531775,280559,619838,2.2968325443695949e+21,7120,619960
2024-03-24 00:00:00.000 UTC,1215076,488146,256066,572951,2.2648932415447242e+21,7105,609682
2024-03-25 00:00:00.000 UTC,1262350,484450,272687,575342,3.1370456935590826e+21,7090,632374
2024-03-26 00:00:00.000 UTC,1298084,447648,292446,546484,3.686030370639917e+21,7097,623229
2024-03-27 00:00:00.000 UTC,1252792,426182,282012,518220,4.0566764529149637e+21,6921,611267
2024-03-28 00:00:00.000 UTC,1263287,444468,282386,536494,3.96839257836682e+21,7028,626854
2024-03-29 00:00:00.000 UTC,1286510,480720,277264,571088,3.146527115311788e+21,7122,647716
2024-03-30 00:00:00.000 UTC,1222545,466787,270929,555003,2.664591038009518e+21,7109,613542
2024-03-31 00:00:00.000 UTC,1228169,464612,265809,549785,2.5435746999985216e+21,7106,628982
