day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count
2023-03-01 00:00:00.000 UTC,1052609,351802,206824,430444,3.645748422930638e+21,7118,456571
2023-03-02 00:00:00.000 UTC,1060869,381381,198111,453900,3.3277371176891864e+21,7099,493437
2023-03-03 00:00:00.000 UTC,1061611,362058,201556,435286,3.604023324182317e+21,7099,493003
2023-03-04 00:00:00.000 UTC,940041,316207,172105,377170,2.7328116856182397e+21,7108,454859
2023-03-05 00:00:00.000 UTC,906013,299316,170777,361349,3.0038913191828306e+21,7120,447943
2023-03-06 00:00:00.000 UTC,998939,329505,188730,397416,3.866076681002098e+21,7112,462505
2023-03-07 00:00:00.000 UTC,1001824,327623,188553,393203,3.7986194180240803e+21,7116,458765
2023-03-08 00:00:00.000 UTC,978537,321992,184935,390077,3.777799253391739e+21,7105,445876
2023-03-09 00:00:00.000 UTC,1011766,344053,198638,413586,4.139338998872659e+21,7113,470708
2023-03-10 00:00:00.000 UTC,1036488,340681,200901,415704,3.8164056647205624e+21,7082,433406
2023-03-11 00:00:00.000 UTC,996039,306044,195991,375019,1.0507480361095154e+22,7114,368480
2023-03-12 00:00:00.000 UTC,945068,324929,176923,391593,3.337003018881293e+21,7109,419259
2023-03-13 00:00:00.000 UTC,1145153,455820,208792,529511,3.9006669741457644e+21,7125,549392
2023-03-14 00:00:00.000 UTC,1077325,381069,211768,456907,3.7028404813246906e+21,7118,480966
2023-03-15 00:00:00.000 UTC,1045775,375835,199239,446170,3.3562634568192287e+21,7101,487185
2023-03-16 00:00:00.000 UTC,1015437,343676,191723,412601,3.028173084322281e+21,7119,433971
2023-03-17 00:00:00.000 UTC,1039370,370541,210284,444550,3.0236391632706024e+21,7116,477772
2023-03-18 00:00:00.000 UTC,998778,354113,197478,422651,2.2021593716853687e+21,7121,464961
2023-03-19 00:00:00.000 UTC,960934,327857,190563,400123,2.253120587744315e+21,7114,458466
2023-03-20 00:00:00.000 UTC,1094274,392408,226712,469290,2.629328827417846e+21,7132,520957
2023-03-21 00:00:00.000 UTC,1055304,375447,216427,455086,2.3531868062634593e+21,7115,498267
2023-03-22 00:00:00.000 UTC,1048571,373266,217334,455211,2.463669255144818e+21,7125,507582
2023-03-23 00:00:00.000 UTC,1054724,374225,233685,461335,2.719549600001361e+21,7104,518510
2023-03-24 00:00:00.000 UTC,1059282,362312,234436,445540,2.7516391367333883e+21,7121,547142
2023-03-25 00:00:00.000 UTC,1029583,355029,222881,432209,2.0818519454694433e+21,7122,551244
2023-03-26 00:00:00.000 UTC,984818,331759,208338,406762,2.217320091908637e+21,7122,529093
2023-03-27 00:00:00.000 UTC,1073245,353619,233597,445595,3.2744130435879147e+21,7115,543332
2023-03-28 00:00:00.000 UTC,1114886,407540,228488,493134,3.3243406336368873e+21,7111,540121
2023-03-29 00:00:00.000 UTC,1133679,426816,220486,514236,3.5457466770583013e+21,7113,550031
2023-03-30 00:00:00.000 UTC,1152454,430725,232063,512738,3.808506841974165e+21,7118,580380
2023-03-31 00:00:00.000 UTC,1117540,403142,243475,481199,3.1990271989144706e+21,7124,572037
