day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count
2024-03-01 00:00:00.000 UTC,281566,52636,26903,61824,1.3549711285756648e+21,42464,70557
2024-03-02 00:00:00.000 UTC,284439,54441,26955,63752,1.3882243501534837e+21,42219,75395
2024-03-03 00:00:00.000 UTC,270093,52339,26107,61312,1.3875764038246376e+21,42323,71463
2024-03-04 00:00:00.000 UTC,338096,61169,31752,71184,1.7595814388462162e+21,42845,87675
2024-03-05 00:00:00.000 UTC,378269,67272,36537,78263,2.873085962886692e+21,43621,97091
2024-03-06 00:00:00.000 UTC,317835,58097,30271,68491,1.617361575865893e+21,42600,83165
2024-03-07 00:00:00.000 UTC,327506,58856,33273,73404,1.6040038814309095e+21,41914,85667
2024-03-08 00:00:00.000 UTC,339438,62588,30269,73788,1.7770007406791277e+21,41883,89540
2024-03-09 00:00:00.000 UTC,366834,70085,35573,82546,1.770936559513942e+21,41668,103293
2024-03-10 00:00:00.000 UTC,352046,62785,34862,77803,1.814370086121973e+21,41928,99650
2024-03-11 00:00:00.000 UTC,430049,73430,36376,86953,2.344700321116359e+21,43019,117716
2024-03-12 00:00:00.000 UTC,532685,77957,41214,92886,3.8493988699772074e+21,43538,148639
2024-03-13 00:00:00.000 UTC,436168,79178,41411,93934,2.3443680709372425e+21,41191,134054
2024-03-14 00:00:00.000 UTC,487908,84943,45110,99870,2.5765561829061605e+21,41092,138340
2024-03-15 00:00:00.000 UTC,551256,81664,42995,94943,3.473468736557539e+21,43401,146762
2024-03-16 00:00:00.000 UTC,443095,74045,34045,84929,2.368827534878569e+21,42680,124499
2024-03-17 00:00:00.000 UTC,408467,72431,37935,84980,2.1485838824027256e+21,42692,124175
2024-03-18 00:00:00.000 UTC,430095,70187,35996,85514,2.56246166454269e+21,42896,113690
2024-03-19 00:00:00.000 UTC,447916,69918,33060,81457,2.3467722930978056e+21,43187,112560
2024-03-20 00:00:00.000 UTC,363697,59899,29357,70911,2.0011875562166697e+21,42572,93280
2024-03-21 00:00:00.000 UTC,330194,57597,28573,68513,1.6266532326098605e+21,42124,90890
2024-03-22 00:00:00.000 UTC,330650,56357,27113,65915,1.7112886421769174e+21,42014,87932
2024-03-23 00:00:00.000 UTC,283067,53042,26134,62177,1.281983411228472e+21,41837,83416
2024-03-24 00:00:00.000 UTC,291768,55212,28682,65441,1.5225408112552017e+21,41840,87641
2024-03-25 00:00:00.000 UTC,332420,62455,33186,74046,1.6627628166821003e+21,41785,97128
2024-03-26 00:00:00.000 UTC,351189,71488,44964,87656,1.6700274580416013e+21,41821,110750
2024-03-27 00:00:00.000 UTC,341151,72416,44579,87291,1.568928194466891e+21,41864,109124
2024-03-28 00:00:00.000 UTC,348732,72614,40838,85578,1.7120662339558137e+21,41917,105350
2024-03-29 00:00:00.000 UTC,319481,67037,34912,77770,1.399206766546047e+21,41939,89267
2024-03-30 00:00:00.000 UTC,268130,61640,29024,71142,1.1547651247843105e+21,41703,77528
2024-03-31 00:00:00.000 UTC,251644,58471,27209,67409,1.0740944187476804e+21,41592,73218
