day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count
2023-03-01 00:00:00.000 UTC,381932,,,,25.83815714000025,170,1110379
2023-03-02 00:00:00.000 UTC,330047,,,,23.938510730000196,144,988834
2023-03-03 00:00:00.000 UTC,355273,,,,27.890114070000173,168,1085039
2023-03-04 00:00:00.000 UTC,306300,,,,20.186608340000006,152,913495
2023-03-05 00:00:00.000 UTC,286638,,,,17.510876130000153,155,847142
2023-03-06 00:00:00.000 UTC,316016,,,,24.02745286000024,132,903781
2023-03-07 00:00:00.000 UTC,362082,,,,25.641506740000153,165,1028911
2023-03-08 00:00:00.000 UTC,292493,,,,26.255558469999862,133,878157
2023-03-09 00:00:00.000 UTC,336854,,,,44.79625680999972,135,978836
2023-03-10 00:00:00.000 UTC,329334,,,,43.944551430001745,136,1018854
2023-03-11 00:00:00.000 UTC,319707,,,,27.25742453999992,165,958206
2023-03-12 00:00:00.000 UTC,265555,,,,21.365447760000258,161,808240
2023-03-13 00:00:00.000 UTC,333107,,,,26.12698464000009,157,970516
2023-03-14 00:00:00.000 UTC,327892,,,,37.16891206000008,146,972423
2023-03-15 00:00:00.000 UTC,345059,,,,33.65361796000031,147,1006401
2023-03-16 00:00:00.000 UTC,295049,,,,33.401286670000424,134,920066
2023-03-17 00:00:00.000 UTC,338823,,,,42.511311280000236,147,1025634
2023-03-18 00:00:00.000 UTC,296890,,,,34.92705100000017,162,908822
2023-03-19 00:00:00.000 UTC,269131,,,,28.55572972999991,148,825624
2023-03-20 00:00:00.000 UTC,341288,,,,29.66222798000013,154,983434
2023-03-21 00:00:00.000 UTC,327932,,,,28.886597120000356,145,950530
2023-03-22 00:00:00.000 UTC,297575,,,,35.351430019999995,159,911191
2023-03-23 00:00:00.000 UTC,295245,,,,39.11112149000018,183,901366
2023-03-24 00:00:00.000 UTC,292095,,,,44.32438010000007,162,912609
2023-03-25 00:00:00.000 UTC,290197,,,,30.595836490000423,145,873372
2023-03-26 00:00:00.000 UTC,261243,,,,21.867617580000392,144,780963
2023-03-27 00:00:00.000 UTC,296557,,,,23.15655466000016,148,885231
2023-03-28 00:00:00.000 UTC,316281,,,,28.014968730000184,134,911313
2023-03-29 00:00:00.000 UTC,334637,,,,27.534690560000154,147,965452
2023-03-30 00:00:00.000 UTC,326347,,,,27.52450894000053,155,967941
2023-03-31 00:00:00.000 UTC,308386,,,,32.546841099999924,141,986636
