day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count
2023-03-01 00:00:00.000 UTC,69453,,,,22278370837,4270,
2023-03-02 00:00:00.000 UTC,71291,,,,24301104024,4185,
2023-03-03 00:00:00.000 UTC,60695,,,,19154948531,4173,
2023-03-04 00:00:00.000 UTC,53274,,,,17222825269,4202,
2023-03-05 00:00:00.000 UTC,49350,,,,16320652001,4223,
2023-03-06 00:00:00.000 UTC,52267,,,,17555586265,4173,
2023-03-07 00:00:00.000 UTC,62768,,,,20672486817,4284,
2023-03-08 00:00:00.000 UTC,51055,,,,16456097644,4144,
2023-03-09 00:00:00.000 UTC,53608,,,,17070123046,4270,
2023-03-10 00:00:00.000 UTC,54922,,,,19061750888,4323,
2023-03-11 00:00:00.000 UTC,54762,,,,18220409849,4177,
2023-03-12 00:00:00.000 UTC,63729,,,,19957253866,4256,
2023-03-13 00:00:00.000 UTC,58467,,,,19465370527,4151,
2023-03-14 00:00:00.000 UTC,56531,,,,18726479108,4192,
2023-03-15 00:00:00.000 UTC,58107,,,,19124234610,4234,
2023-03-16 00:00:00.000 UTC,78119,,,,25139845700,4172,
2023-03-17 00:00:00.000 UTC,75898,,,,24460822350,4228,
2023-03-18 00:00:00.000 UTC,56727,,,,18138973168,4141,
2023-03-19 00:00:00.000 UTC,59148,,,,19219667526,4307,
2023-03-20 00:00:00.000 UTC,64998,,,,20787802128,4178,
2023-03-21 00:00:00.000 UTC,72192,,,,23097171009,4202,
2023-03-22 00:00:00.000 UTC,80614,,,,26583374903,4113,
2023-03-23 00:00:00.000 UTC,69251,,,,22644377471,4223,
2023-03-24 00:00:00.000 UTC,51594,,,,16425874270,4200,
2023-03-25 00:00:00.000 UTC,46560,,,,15072997883,4103,
2023-03-26 00:00:00.000 UTC,51603,,,,16826257347,4248,
2023-03-27 00:00:00.000 UTC,54936,,,,17979169104,4184,
2023-03-28 00:00:00.000 UTC,48536,,,,15343145373,4156,
2023-03-29 00:00:00.000 UTC,49239,,,,15834829978,4273,
2023-03-30 00:00:00.000 UTC,44371,,,,14411046240,4300,
2023-03-31 00:00:00.000 UTC,65744,,,,20808408651,4199,
