day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count
2023-03-01 00:00:00.000 UTC,22847,4484,,,159.51470584869824,14383,7472
2023-03-02 00:00:00.000 UTC,22475,4097,,,152.19582135619765,14391,7085
2023-03-03 00:00:00.000 UTC,23524,4426,,,307.54599871167244,14390,8760
2023-03-04 00:00:00.000 UTC,21873,3724,,,204.54503988349336,14388,6976
2023-03-05 00:00:00.000 UTC,23490,5150,,,169.27070014849204,14393,8945
2023-03-06 00:00:00.000 UTC,22635,4374,,,155.11013227669727,14394,7390
2023-03-07 00:00:00.000 UTC,21850,3685,,,264.6197366493941,14394,6711
2023-03-08 00:00:00.000 UTC,22503,3871,,,152.42991128839435,14362,7334
2023-03-09 00:00:00.000 UTC,24122,4540,,,236.44460900089,14313,9212
2023-03-10 00:00:00.000 UTC,25012,4884,,,200.840957903992,14216,11045
2023-03-11 00:00:00.000 UTC,24456,4633,,,195.8547107543936,13939,10480
2023-03-12 00:00:00.000 UTC,18445,4357,,,169.27330535999306,9270,8523
2023-03-13 00:00:00.000 UTC,24473,5001,,,186.44012108709188,14315,9579
2023-03-14 00:00:00.000 UTC,25323,5477,,,195.3080681755884,14320,9645
2023-03-15 00:00:00.000 UTC,33550,15028,,,325.26005421513713,14302,18628
2023-03-16 00:00:00.000 UTC,22237,4004,,,145.95743506339272,14368,6668
2023-03-17 00:00:00.000 UTC,23540,4912,,,171.0447101166907,14358,8629
2023-03-18 00:00:00.000 UTC,22933,4733,,,157.88574248619096,14316,8052
2023-03-19 00:00:00.000 UTC,22202,4342,,,147.10971587209238,14284,7250
2023-03-20 00:00:00.000 UTC,23178,4673,,,163.17189860319178,14382,8009
2023-03-21 00:00:00.000 UTC,22385,4193,,,150.55430411409327,14366,7316
2023-03-22 00:00:00.000 UTC,22683,4294,,,154.11179227439115,14384,7569
2023-03-23 00:00:00.000 UTC,22615,4182,,,148.75940183219316,14389,7363
2023-03-24 00:00:00.000 UTC,22025,3898,,,142.38120656329303,14394,7292
2023-03-25 00:00:00.000 UTC,20820,3343,,,123.79263151539377,14384,5729
2023-03-26 00:00:00.000 UTC,21287,3662,,,131.55570264269357,14365,6384
2023-03-27 00:00:00.000 UTC,22622,4255,,,152.70273796219374,14389,8279
2023-03-28 00:00:00.000 UTC,22052,4080,,,146.33502459819329,14386,8087
2023-03-29 00:00:00.000 UTC,22810,4595,,,158.22799967319182,14390,8517
2023-03-30 00:00:00.000 UTC,22248,4208,,,146.77461681139275,14386,7798
2023-03-31 00:00:00.000 UTC,23041,4493,,,151.98851983069258,14388,8044
