day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count
2024-03-01 00:00:00.000 UTC,80741,,,,26461534590,4251,
2024-03-02 00:00:00.000 UTC,80833,,,,26515496002,4288,
2024-03-03 00:00:00.000 UTC,64524,,,,21379386904,4311,
2024-03-04 00:00:00.000 UTC,89468,,,,29633840264,4194,
2024-03-05 00:00:00.000 UTC,89267,,,,29919705640,4268,
2024-03-06 00:00:00.000 UTC,81142,,,,27588062095,4170,
2024-03-07 00:00:00.000 UTC,80723,,,,29256243472,4298,
2024-03-08 00:00:00.000 UTC,82863,,,,28469490891,4216,
2024-03-09 00:00:00.000 UTC,73562,,,,26261014555,4273,
2024-03-10 00:00:00.000 UTC,68601,,,,23717248925,4315,
2024-03-11 00:00:00.000 UTC,95736,,,,31107580035,4131,
2024-03-12 00:00:00.000 UTC,74956,,,,24265510684,4144,
2024-03-13 00:00:00.000 UTC,63825,,,,20955760368,4255,
2024-03-14 00:00:00.000 UTC,69459,,,,24274278083,4136,0
2024-03-15 00:00:00.000 UTC,66961,,,,22600373875,4258,0
2024-03-16 00:00:00.000 UTC,64805,,,,21841382522,4305,
2024-03-17 00:00:00.000 UTC,54605,,,,18440088731,4175,
2024-03-18 00:00:00.000 UTC,65112,,,,21830529878,4280,
2024-03-19 00:00:00.000 UTC,64585,,,,22323188717,4145,
2024-03-20 00:00:00.000 UTC,65484,,,,22627294684,4089,
2024-03-21 00:00:00.000 UTC,57636,,,,19970011985,4124,0
2024-03-22 00:00:00.000 UTC,48677,,,,16332172065,4144,
2024-03-23 00:00:00.000 UTC,43691,,,,14572599150,4155,
2024-03-24 00:00:00.000 UTC,41868,,,,13766240580,4265,
2024-03-25 00:00:00.000 UTC,51926,,,,17219090910,4236,0
2024-03-26 00:00:00.000 UTC,61071,,,,20227079262,4223,
2024-03-27 00:00:00.000 UTC,56307,,,,19481714939,4208,
2024-03-28 00:00:00.000 UTC,65815,,,,22780654893,4368,
2024-03-29 00:00:00.000 UTC,52632,,,,17964812982,4202,
2024-03-30 00:00:00.000 UTC,50433,,,,17468913017,4211,
2024-03-31 00:00:00.000 UTC,57117,,,,18994326923,4201,
