day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count
2022-03-01 00:00:00.000 UTC,26465,5141,,,66421.34941910468,14398,12269
2022-03-02 00:00:00.000 UTC,26437,5625,,,65985.71787267443,14397,12494
2022-03-03 00:00:00.000 UTC,25516,5117,,,68840.68247910937,14374,11734
2022-03-04 00:00:00.000 UTC,24398,4256,,,69013.75297804901,14397,10241
2022-03-05 00:00:00.000 UTC,23578,3937,,,68921.52762218218,14391,9366
2022-03-06 00:00:00.000 UTC,23196,4012,,,68586.11650219753,14368,8798
2022-03-07 00:00:00.000 UTC,23679,4220,,,453974.3940881825,14361,9403
2022-03-08 00:00:00.000 UTC,24041,4465,,,68401.08693431829,14340,9671
2022-03-09 00:00:00.000 UTC,25487,5288,,,68193.75771916057,14379,11057
2022-03-10 00:00:00.000 UTC,24505,4966,,,67547.51064672068,14399,8660
2022-03-11 00:00:00.000 UTC,23965,4475,,,67345.10029460717,14397,9129
2022-03-12 00:00:00.000 UTC,23722,4582,,,70071.50342722396,14383,19345
2022-03-13 00:00:00.000 UTC,22838,3792,,,69895.38580856928,14381,8725
2022-03-14 00:00:00.000 UTC,25273,5218,,,69725.77502493378,14397,14892
2022-03-15 00:00:00.000 UTC,24397,4840,,,69895.29286200585,14400,9254
2022-03-16 00:00:00.000 UTC,24458,4700,,,70008.27484310092,14397,9596
2022-03-17 00:00:00.000 UTC,23822,4493,,,70503.4479020876,14399,8814
2022-03-18 00:00:00.000 UTC,23559,4364,,,70388.95916565845,14399,8722
2022-03-19 00:00:00.000 UTC,23300,3958,,,70405.57738084283,14399,8251
2022-03-20 00:00:00.000 UTC,22776,3563,,,71445.11673903308,14399,7684
2022-03-21 00:00:00.000 UTC,22331,3675,,,71494.67085453706,14399,7211
2022-03-22 00:00:00.000 UTC,24079,4700,,,71657.30937065449,14386,8892
2022-03-23 00:00:00.000 UTC,23542,4317,,,71692.9113750586,14103,8472
2022-03-24 00:00:00.000 UTC,23781,4566,,,71619.22701478965,14074,8901
2022-03-25 00:00:00.000 UTC,23432,4288,,,71560.7686266041,14392,8320
2022-03-26 00:00:00.000 UTC,22092,3742,,,72007.68264427608,14296,6905
2022-03-27 00:00:00.000 UTC,22996,4142,,,71470.7305364099,14385,7721
2022-03-28 00:00:00.000 UTC,25932,5612,,,71141.92199695531,14398,10512
2022-03-29 00:00:00.000 UTC,24602,4994,,,71177.81273307947,14400,9325
2022-03-30 00:00:00.000 UTC,24018,4683,,,72825.96646488836,14376,8785
2022-03-31 00:00:00.000 UTC,24623,4770,,,72880.48198716683,14393,9518
