architecture_id,variant_id,top_1_trade_profit_share,top_3_trade_profit_share,top_5_trade_profit_share,top_10_trade_profit_share,positive_trade_hhi,top_asset_profit_share,top_asset,top_year_profit_share,top_year,net_return_without_top_3,top_engine_profit_share,top_engine
COMPOSITE_ALPHA_V2,BASELINE_V2,0.055757906350134695,0.11198954130627406,0.1617944073233346,0.2712343131091531,0.014826315817832095,0.3710803705064284,ETH/USDT,0.2699977139123469,2021,0.5633484552167739,0.6986510648842382,TREND_CONTINUATION_CORE_V2
COMPOSITE_ALPHA_V2,PER_TRADE_NOTIONAL_25,0.04658005876503785,0.11579164622718684,0.16387591662380735,0.26259250895342384,0.014201538038713405,0.3716689695319875,ETH/USDT,0.29283478611184527,2021,0.26477480431041595,0.7054045575472759,TREND_CONTINUATION_CORE_V2
COMPOSITE_ALPHA_V2,PER_TRADE_NOTIONAL_20,0.04606739517165281,0.11451723475127527,0.16367406455215458,0.26279376634434265,0.01421405574639243,0.3680759511979633,ETH/USDT,0.29336785526040915,2021,0.21627585750128306,0.7111498105586643,TREND_CONTINUATION_CORE_V2
COMPOSITE_ALPHA_V2,PORTFOLIO_NOTIONAL_90,0.06374889914137448,0.12499810538437298,0.18030408933698405,0.28714772019531565,0.01619762026589926,0.40582815337818995,ETH/USDT,0.3011715147891762,2021,0.2975797271594198,0.8530304419155694,TREND_CONTINUATION_CORE_V2
COMPOSITE_ALPHA_V2,PORTFOLIO_NOTIONAL_80,0.06691304422892927,0.1274587882010576,0.18550985732051922,0.2921408860895067,0.016648163878238635,0.3999429632013143,ETH/USDT,0.3012532412908201,2021,0.2636319185169646,0.9069473037313726,TREND_CONTINUATION_CORE_V2
COMPOSITE_ALPHA_V2,STRONG_BULL_HOLD_72,0.048441713515420155,0.12750393178372774,0.19697187606058317,0.33096009047996666,0.01797070287571064,0.3699704002084547,ETH/USDT,0.2579752753532051,2020,0.5154481543606686,0.6823240536169408,TREND_CONTINUATION_CORE_V2
COMPOSITE_ALPHA_V2,STRONG_BULL_HOLD_96,0.07076276058413516,0.16179493549626373,0.22163989884754046,0.3463102194570091,0.020750372251580194,0.3770845010720512,ETH/USDT,0.2677119839932883,2020,0.560590388846465,0.6523778788806595,TREND_CONTINUATION_CORE_V2
COMPOSITE_ALPHA_V2,PORTFOLIO_80_SB72,0.05968628901446965,0.15139240238199908,0.22799120961518177,0.3610346820071244,0.020488824754614245,0.4028559161043214,ETH/USDT,0.29807564328250546,2020,0.14898412726245516,0.939028248939369,TREND_CONTINUATION_CORE_V2
COMPOSITE_ALPHA_V2,OPEN_RISK_300_PORTFOLIO_80,0.06691304422892927,0.1274587882010576,0.18550985732051922,0.2921408860895067,0.016648163878238635,0.3999429632013143,ETH/USDT,0.3012532412908201,2021,0.2636319185169646,0.9069473037313726,TREND_CONTINUATION_CORE_V2
COMPOSITE_ALPHA_V2,EVIDENCE_CAPITAL_BULL_COMPOSITE,0.05250749461906124,0.13381643693089376,0.2036036028281222,0.3324226646325451,0.0180368718779271,0.3717835731668528,ETH/USDT,0.28044357141264575,2021,0.2322749269376884,0.6697936164216904,TREND_CONTINUATION_CORE_V2
