architecture_id,variant_id,cost_multiplier,net_return,monthly_geometric_return,maximum_drawdown,profit_factor,total_fees,minimum_cash,minimum_equity,capital_feasible
COMPOSITE_ALPHA_V2,BASELINE_V2,1.0,0.916365563453498,0.009072777790036568,0.1130412238926507,1.409847927442455,51297.12691843805,3359.8551604996246,95178.94982197955,True
COMPOSITE_ALPHA_V2,BASELINE_V2,1.5,0.6598799288613169,0.00706147250554201,0.154624179130606,1.2759684275605578,76945.69037765707,2369.485753640365,94429.99096855147,True
COMPOSITE_ALPHA_V2,BASELINE_V2,2.0,0.4033942942691071,0.0047169641298836495,0.2054882253196565,1.157795651363098,102594.2538368761,-7208.671002163035,93681.03211512335,False
COMPOSITE_ALPHA_V2,BASELINE_V2,3.0,-0.10957697491527763,-0.0016102903183354833,0.35105965453693455,0.9623671939279576,153891.38075531414,-49929.27025158497,89042.30250847223,False
COMPOSITE_ALPHA_V2,PER_TRADE_NOTIONAL_25,1.0,0.48345327269742033,0.005491274856882944,0.08998968164213472,1.344070840825143,29729.54562133042,43393.11849492503,97058.66165654233,True
COMPOSITE_ALPHA_V2,PER_TRADE_NOTIONAL_25,1.5,0.3348055445907687,0.004018123841121435,0.11893598984100373,1.2240182923248344,44594.318431995634,32496.249725798058,96609.6640843028,True
COMPOSITE_ALPHA_V2,PER_TRADE_NOTIONAL_25,2.0,0.1861578164841171,0.0023734185101915717,0.15264482514200695,1.1171410537319915,59459.09124266084,21599.380956670997,96160.66651206327,True
COMPOSITE_ALPHA_V2,PER_TRADE_NOTIONAL_25,3.0,-0.11113763972918911,-0.0016346104333887501,0.23997740165475234,0.9380001214076303,89188.63686399127,-194.35658158344813,88886.23602708109,False
COMPOSITE_ALPHA_V2,PER_TRADE_NOTIONAL_20,1.0,0.39121863221088304,0.004595402137184346,0.07728162643699255,1.3442504994094702,23913.047357207353,55076.41572605411,97646.92932523385,True
COMPOSITE_ALPHA_V2,PER_TRADE_NOTIONAL_20,1.5,0.2716533954248437,0.00334262540416419,0.10140520882646653,1.2248106773630723,35869.57103581103,46313.36009345052,97287.73126744224,True
COMPOSITE_ALPHA_V2,PER_TRADE_NOTIONAL_20,2.0,0.15208815863880742,0.0019678570653522964,0.1289061313476776,1.1184080306095756,47826.09471441471,37550.30446084717,96928.53320965063,True
COMPOSITE_ALPHA_V2,PER_TRADE_NOTIONAL_20,3.0,-0.08704231493326542,-0.001263738378184831,0.19733883796061658,0.9398832869865783,71739.14207162206,20024.193195640462,91295.76850667346,True
