pair,resolution,boundary_status,first_valid_open,last_valid_open,discovery_channels
SEI-USDT,,EXACT_FULL_HISTORY,2023-08-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SEIDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SEIUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SEK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SENSO-USDT,,EXACT_FULL_HISTORY,2020-03-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
SENT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SERAPH-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SERO-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
SFI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SFP-USDT,,EXACT_FULL_HISTORY,2021-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SFUND-USDT,,EXACT_FULL_HISTORY,2021-06-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SGC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SGD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SHA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SHARE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SHELL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SHFT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SHIB-USDT,,EXACT_FULL_HISTORY,2021-05-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SHIB2L-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SHIB2S-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SHILL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SHL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SHM-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SHR-USDT,,EXACT_FULL_HISTORY,2020-11-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SHRAP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SHX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SIDUS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SIENNA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SIGHT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SIGN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SILLY-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SIMP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SIN-USDT,,EXACT_FULL_HISTORY,2022-05-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SIREN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SKATE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SKEY-USDT,,EXACT_FULL_HISTORY,2021-03-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SKL-USDT,,EXACT_FULL_HISTORY,2021-09-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SKR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SKU-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SKY-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
SLAY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SLC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SLCL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SLERF-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SLF-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SLIM-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SLING-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SLN-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SLP-USDT,,EXACT_FULL_HISTORY,2021-08-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SMH-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SMILE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SMOLE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SMT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SN3-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SNAI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SNAKES-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SNC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SNEK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SNM-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SNOV-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SNS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SNT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SNTR-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
SNTVT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SNX-USDT,,EXACT_FULL_HISTORY,2018-05-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
SOCIAL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SOL-USDT,,EXACT_FULL_HISTORY,2021-08-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
SOL3L-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SOL3S-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SOLR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SOLS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SOLV-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SOLVE-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
SOMI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SON-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SONIC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SOON-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SOPH-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SOS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SOUL-USDT,,EXACT_FULL_HISTORY,2021-07-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
SOV-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SPA-USDT,,EXACT_FULL_HISTORY,2022-04-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SPACE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SPC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SPELL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SPF-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SPHRI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SPHTX-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SPI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SPK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SPND-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
SPOT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SPRINT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SPRK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SPX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SPYX-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SQD-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SQR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SQUAD-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SRBP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SRBS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SRD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SRK-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SRM-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SRN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SSV-USDT,,EXACT_FULL_HISTORY,2023-02-16T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
STABLE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
STAGE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
STAMP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
STAR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
STARLY-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
STAY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
STBL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
STC-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
STEEM-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
STEPWATCH-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
STG-USDT,,EXACT_FULL_HISTORY,2022-03-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
STK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
STMX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
STND-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
STNK-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
STO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
STON-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
STORE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
STORJ-USDT,,EXACT_FULL_HISTORY,2021-09-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
STORJDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
STORJUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
STQ-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
STRAX-USDT,,EXACT_FULL_HISTORY,2023-04-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
STREAM-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
STRIKE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
STRK-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
STRONG-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
STX-USDT,,EXACT_FULL_HISTORY,2020-05-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
STXDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
STXUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
STX_OLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SUB-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SUI-USDT,,EXACT_FULL_HISTORY,2023-05-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
SUI3L-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SUI3S-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SUIA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SUIP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SUIRWAPIN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SUKU-USDT,,EXACT_FULL_HISTORY,2020-08-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
SUN-USDT,,EXACT_FULL_HISTORY,2021-07-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SUNDOG-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SUPER-USDT,,EXACT_FULL_HISTORY,2021-10-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SUPRA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SURV-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SUSD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SUSHI-USDT,,EXACT_FULL_HISTORY,2021-01-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SUSHI3L-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SUSHI3S-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SUT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SUTER-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
SWAP-USDT,,NOT_CONFIRMED,,,announcement_listing
SWARMS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SWASH-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SWEAT-USDT,,EXACT_FULL_HISTORY,2022-09-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SWELL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SWFTC-USDT,,EXACT_FULL_HISTORY,2022-04-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SWINGBY-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SWP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SWTCH-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SXP-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
SXPDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SXPUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SXT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SYLO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SYN-USDT,,EXACT_FULL_HISTORY,2023-02-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SYND-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SYNR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SYNT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SYNTH-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SYRUP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SYS-USDT,,EXACT_FULL_HISTORY,2022-04-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SZL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
T-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TAC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TADA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TAG-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TAI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TAIKO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TALE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TAO-USDT,,EXACT_FULL_HISTORY,2023-12-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
TAOCAT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TAP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TARA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TAUM-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TCP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TEA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TEAFI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TEAM-USDT,,NOT_CONFIRMED,,,announcement_listing
TEL-USDT,,EXACT_FULL_HISTORY,2018-01-29T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
TEM-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TEN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TENET-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TEVA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TFD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TFL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TFUEL-USDT,,EXACT_FULL_HISTORY,2022-03-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
TGT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
THB-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
THETA-USDT,,EXACT_FULL_HISTORY,2021-02-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
THINK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
THQ-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TIA-USDT,,EXACT_FULL_HISTORY,2023-10-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
TIADOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TIAUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TIDAL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TIME-USDT,,EXACT_FULL_HISTORY,2021-12-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
TIO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TITAN-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TKO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TKY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TLM-USDT,,EXACT_FULL_HISTORY,2021-09-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
TLOS-USDT,,EXACT_FULL_HISTORY,2021-05-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
TMT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TNC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TNC2-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TND-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TNSR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TOG-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TOKEN-USDT,,EXACT_FULL_HISTORY,2023-11-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
TOKO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TOMI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TOMO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TON-USDT,,NOT_CONFIRMED,,,announcement_listing
TONE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TORN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TOSHI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TOWER-USDT,,EXACT_FULL_HISTORY,2021-04-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
TOWNS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TRAC-USDT,,EXACT_FULL_HISTORY,2023-02-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
TRADE-USDT,,EXACT_FULL_HISTORY,2021-11-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
TRB-USDT,,EXACT_FULL_HISTORY,2021-09-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
TRBDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TRBUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TREAT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TREE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TRIA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TRIAS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TRIBE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TRIBL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TRISIG-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TRN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TROLL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TRTL-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
TRU-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TRUF-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TRUMP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TRUST-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TRUTH-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TRVL-USDT,,EXACT_FULL_HISTORY,2021-12-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
TRX-USDT,,EXACT_FULL_HISTORY,2018-09-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
TRY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TSLAX-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TST-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TSTBSC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TSUGT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TT-USDT,,EXACT_FULL_HISTORY,2022-09-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
TTD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TUNE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TURBO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TURBOS-USDT,,EXACT_FULL_HISTORY,2023-05-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
TURT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TURTLE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TUSD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TUT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TVK-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TWD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
TWT-USDT,,EXACT_FULL_HISTORY,2021-11-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
TXA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
TZS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
U-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
U2U-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
UAH-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
UAI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
UB-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
UBX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
UBXT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
UDOO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
UDS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
UFO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
UKG-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ULTI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
ULTIMA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
UMA-USDT,,EXACT_FULL_HISTORY,2020-09-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
UMB-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
UMXM-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
UNA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
UNB-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
UNFI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
UNFIDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
UNFIUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
UNI-USDT,,EXACT_FULL_HISTORY,2020-09-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
UNI3L-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
UNI3S-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
UNIC-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
