score_bin,candidate_count,accepted_count,mean_forward_20_bar_return
LT_50,2870,0,0.019684632534397544
50_60,378,0,0.021038586348755113
60_70,193,11,0.1124492172983423
70_80,53,12,0.13249367844788953
80_90,12,4,0.22562438584858632
90_100,2,1,0.061584794044878766
