direction,training_period,evaluation_period,universe_id,landmark_age_hours,model_fit_pass,rank,row_count,unique_position_count,unique_pair_count,unique_signal_day_count,support_pass,evaluation_row_count,evaluation_unique_position_count,evaluation_unique_pair_count,evaluation_unique_signal_day_count,evaluation_support_pass,spearman_predicted_vs_actual,predicted_bottom_half_actual_mean_rcv,predicted_top_half_actual_mean_rcv,spearman_gt_zero,top_half_mean_gt_bottom_half_mean,all_lopo_continuous_pass,continuous_gate_pass
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,120,True,3,21,21,7,12,True,59,59,11,41,True,0.35642330749676804,-0.0034842292107671964,0.0367442709972562,True,True,True,True
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,144,True,3,21,21,7,12,True,60,60,11,41,True,0.24203930437364618,0.0026587100281328328,0.020305672328565075,True,True,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,24,True,3,45,45,8,22,True,126,126,14,71,True,0.06722454656730041,0.02731372094907516,0.021596480816532187,True,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,48,True,3,45,45,8,22,True,126,126,14,71,True,-0.051030448621084905,0.028563463504861105,0.014323826773151306,False,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,72,True,3,21,21,7,12,True,60,60,11,39,True,-0.20401755573211325,0.03945250342332334,-0.004803676658067679,False,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,96,True,3,21,21,7,12,True,60,60,11,39,True,0.10730476010284568,0.019091717886105204,0.01540943647621652,True,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,120,True,3,21,21,7,12,True,59,59,11,39,True,0.3780212317749494,-0.011400435654112414,0.02022780474836731,True,True,True,True
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,144,True,3,21,21,7,12,True,60,60,11,39,True,0.2621629540638226,-0.002307928423490473,0.011135129141028566,True,True,True,True
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,24,True,3,124,124,12,69,True,45,45,8,22,True,0.0037577886001626732,-0.017606268084539068,-0.02680876923775893,True,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,48,True,3,124,124,12,69,True,45,45,8,22,True,-0.13224778827940917,-0.01893518465073357,-0.02522107200158895,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,72,True,3,60,60,10,38,True,21,21,7,12,True,-0.041029156981124956,-0.02260842593038373,-0.026875694063132446,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,96,True,3,60,60,10,38,True,21,21,7,12,True,0.18430557818505336,-0.02062224806135201,0.014923541970666976,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,120,True,3,59,59,10,38,True,21,21,7,12,True,0.32953576876903534,-0.007547285927442922,0.015215605970900846,True,True,True,True
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,144,True,3,60,60,10,38,True,21,21,7,12,True,0.3822875420304817,-0.03292431083812197,0.007483920014608292,True,True,True,True
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,24,True,3,127,127,12,69,True,45,45,8,22,True,-0.15182784466973048,-0.01236725060802994,-0.031820003345724185,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,48,True,3,127,127,12,69,True,45,45,8,22,True,-0.11510699817340399,-0.01893518465073357,-0.025221072001588952,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,72,True,3,60,60,11,41,True,21,21,7,12,True,-0.177199637131997,-0.013062582800816052,-0.03555373327183034,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,96,True,3,60,60,11,41,True,21,21,7,12,True,0.1569528068643034,-0.00984573934950648,0.005126715868989218,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,120,True,3,59,59,11,41,True,21,21,7,12,True,0.3217206912488211,-0.007547285927442922,0.015215605970900846,True,True,True,True
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,144,True,3,60,60,11,41,True,21,21,7,12,True,0.34842220610955316,-0.02441072993044662,-0.00025569899236929953,True,True,True,True
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,24,True,3,126,126,14,71,True,45,45,8,22,True,-0.1664634423756272,-0.007338288289396985,-0.036630315128764405,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,48,True,3,126,126,14,71,True,45,45,8,22,True,-0.15558563326989314,-0.01893518465073357,-0.025221072001588952,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,72,True,3,60,60,11,39,True,21,21,7,12,True,-0.39479036802202266,-0.002466490456147284,-0.04518654449425649,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,96,True,3,60,60,11,39,True,21,21,7,12,True,0.1895156298651962,-0.00984573934950648,0.005126715868989223,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,120,True,3,59,59,11,39,True,21,21,7,12,True,0.37121618221017816,-0.014638681680640309,0.021662329382898474,True,True,True,True
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,144,True,3,60,60,11,39,True,21,21,7,12,True,0.3275819993889818,-0.02441072993044662,-0.0002556989923693002,True,True,True,True
