direction,training_period,evaluation_period,universe_id,landmark_age_hours,model_fit_pass,rank,row_count,unique_position_count,unique_pair_count,unique_signal_day_count,support_pass,evaluation_row_count,evaluation_unique_position_count,evaluation_unique_pair_count,evaluation_unique_signal_day_count,evaluation_support_pass,spearman_predicted_vs_actual,predicted_bottom_half_actual_mean_rcv,predicted_top_half_actual_mean_rcv,spearman_gt_zero,top_half_mean_gt_bottom_half_mean,all_lopo_continuous_pass,continuous_gate_pass
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,24,True,3,45,45,8,22,True,124,124,12,69,True,0.05926907480370409,0.023159193213595698,0.015972132097185475,True,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,48,True,3,45,45,8,22,True,124,124,12,69,True,-0.07094837052119461,0.022527149929049608,0.014144513412672905,False,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,72,True,3,21,21,7,12,True,60,60,10,38,True,-0.005978035644186768,0.007042006309171456,0.003466560325660908,False,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,96,True,3,21,21,7,12,True,60,60,10,38,True,0.2143969781681988,0.008947242954639993,0.005486901694657416,True,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,120,True,3,21,21,7,12,True,59,59,10,38,True,0.33291910528811786,-0.012612730178637644,0.00869118933247531,True,True,True,True
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,144,True,3,21,21,7,12,True,60,60,10,38,True,0.18587197833512686,-0.004146248428410311,0.007684682415169936,True,True,True,True
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,24,True,3,45,45,8,22,True,127,127,12,69,True,0.010690048688400752,0.03534714703229043,0.02014025528198439,True,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,48,True,3,45,45,8,22,True,127,127,12,69,True,-0.06770470211524901,0.033199631666084244,0.018839979538243963,False,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,72,True,3,21,21,7,12,True,60,60,11,41,True,-0.24055054404391438,0.06502901806423209,-6.23508066116193e-05,False,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,96,True,3,21,21,7,12,True,60,60,11,41,True,0.09509382341555862,0.020959261775295685,0.03971090228884728,True,True,False,False
