policy_id,portfolio_id,universe_id,cost_multiplier,timestamp,equity,cash,gross_exposure,gross_exposure_fraction,open_positions,governor_state
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-01-26 23:00:00+00:00,99375.13689441826,99375.13689441826,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-01-27 23:00:00+00:00,99375.13689441826,99375.13689441826,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-01-28 23:00:00+00:00,99375.13689441826,99375.13689441826,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-01-29 23:00:00+00:00,99375.13689441826,99375.13689441826,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-01-30 23:00:00+00:00,99375.13689441826,99375.13689441826,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-01-31 23:00:00+00:00,99375.13689441826,99375.13689441826,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-01 23:00:00+00:00,99375.13689441826,99375.13689441826,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-02 23:00:00+00:00,99375.13689441826,99375.13689441826,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-03 23:00:00+00:00,99375.13689441826,99375.13689441826,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-04 23:00:00+00:00,99375.13689441826,99375.13689441826,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-05 23:00:00+00:00,99375.13689441826,99375.13689441826,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-06 23:00:00+00:00,99375.13689441826,99375.13689441826,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-07 23:00:00+00:00,99375.13689441826,99375.13689441826,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-08 23:00:00+00:00,99375.13689441826,99375.13689441826,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-09 23:00:00+00:00,99374.04205829978,81465.25284762173,17908.789210678053,0.18021596827239353,1,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-10 23:00:00+00:00,98629.06595513907,81465.25284762173,17163.81310751734,0.17402388374360367,1,CAUTION
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-11 23:00:00+00:00,97405.36158632232,81465.25284762173,15940.108738700595,0.1636471389162104,1,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-12 23:00:00+00:00,97714.07507247606,97714.07507247606,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-13 23:00:00+00:00,97714.07507247606,97714.07507247606,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-14 23:00:00+00:00,97714.07507247606,97714.07507247606,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-15 23:00:00+00:00,100617.94037111005,9847.654190772537,90770.28618033751,0.9021282471649554,5,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-16 23:00:00+00:00,101828.9865034574,9847.654190772537,91981.33231268487,0.9032922301506146,5,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-17 23:00:00+00:00,96025.57948452643,9847.654190772537,86177.9252937539,0.8974475942385811,5,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-18 23:00:00+00:00,94084.40386180877,59962.991613567414,34121.412248241344,0.36266810276397027,2,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-19 23:00:00+00:00,93991.6426726797,59962.991613567414,34028.65105911229,0.3620391142392845,2,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-20 23:00:00+00:00,92980.13146829273,59962.991613567414,33017.13985472533,0.35509887255842976,2,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-21 23:00:00+00:00,90314.98105448982,59962.991613567414,30351.989440922414,0.33606815930803463,2,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-22 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-23 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-24 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-25 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-26 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-27 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-02-28 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-01 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-02 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-03 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-04 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-05 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-06 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-07 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-08 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-09 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-10 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-11 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-12 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-13 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-14 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-15 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-16 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-17 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-18 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-19 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-20 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-21 23:00:00+00:00,89682.70360324586,89682.70360324586,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-22 23:00:00+00:00,89363.4203132854,41186.98449761304,48176.43581567236,0.5391068923590664,3,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-23 23:00:00+00:00,89632.36446465536,25206.976987377246,64425.38747727811,0.7187737137368825,4,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-24 23:00:00+00:00,92314.61075482078,25206.976987377246,67107.63376744353,0.7269448814085921,4,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-25 23:00:00+00:00,90330.21934747128,25051.1878490948,65279.03149837648,0.7226710171849473,4,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-26 23:00:00+00:00,91529.56564071981,25051.1878490948,66478.37779162501,0.7263049630604825,4,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-27 23:00:00+00:00,94224.47065735611,9419.248341561966,84805.22231579415,0.9000339479134383,5,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-28 23:00:00+00:00,96700.23578859787,9419.248341561966,87280.9874470359,0.9025933260167645,5,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-29 23:00:00+00:00,95367.88004023163,10237.089922246752,85130.79011798487,0.8926568366841313,5,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-30 23:00:00+00:00,97875.16958805115,12880.54015339036,84994.62943466079,0.86839828520754,5,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-03-31 23:00:00+00:00,96890.48552520682,12880.54015339036,84009.94537181646,0.8670608359162428,5,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-01 23:00:00+00:00,98837.15151308439,45178.9919874525,53658.15952563188,0.5428946373320809,3,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-02 23:00:00+00:00,98617.8096191953,45178.9919874525,53438.817631742786,0.5418779613752573,3,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-03 23:00:00+00:00,99871.59203475813,42803.67853679074,57067.91349796739,0.5714128746251101,3,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-04 23:00:00+00:00,97609.0463348809,24804.26532288956,72804.78101199133,0.7458814909656003,4,OPEN
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-05 23:00:00+00:00,95821.29861944771,42573.07301316298,53248.22560628473,0.5557034435293864,3,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-06 23:00:00+00:00,91871.6796027629,75703.80723827746,16167.872364485449,0.17598320216189042,1,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-07 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-08 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-09 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-10 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-11 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-12 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-13 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-14 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-15 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-16 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-17 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-18 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-19 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-20 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-21 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-22 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-23 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-24 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-25 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-26 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-27 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-28 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-29 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-04-30 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-01 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-02 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-03 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-04 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-05 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-06 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-07 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-08 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-09 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-10 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-11 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-12 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-13 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-14 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-15 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-16 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-17 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-18 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-19 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-20 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-21 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-22 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-23 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-24 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-25 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-26 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-27 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-28 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-29 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-30 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,2022-05-31 23:00:00+00:00,91853.54649527598,91853.54649527598,0.0,0.0,0,LOCKED
