policy_id,portfolio_id,universe_id,cost_multiplier,exit_reason,trade_count,net_pnl,mean_holding_hours
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,C2,1.0,MAX_HOLD_168H,66,85495.95482619006,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,C2,1.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,70,-55917.60282862797,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,C2,2.0,MAX_HOLD_168H,66,79272.3643161229,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,C2,2.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,70,-57316.21028294728,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,D2,1.0,MAX_HOLD_168H,67,91437.6595260401,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,D2,1.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,70,-57533.49569350022,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,D2,2.0,MAX_HOLD_168H,67,85088.75554068407,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,D2,2.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,70,-58902.50334466981,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,E2,1.0,MAX_HOLD_168H,67,95169.34797012406,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,E2,1.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,68,-52538.20942015426,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,E2,2.0,MAX_HOLD_168H,67,88571.01414431579,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,E2,2.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,68,-54063.33651153141,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,C2,1.0,MAX_HOLD_168H,48,64907.94096149563,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,C2,1.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,52,-44855.81616501886,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,C2,2.0,MAX_HOLD_168H,48,60955.07496341783,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,C2,2.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,52,-46164.563132220654,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,D2,1.0,MAX_HOLD_168H,49,75142.87050263786,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,D2,1.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,52,-42814.151248318085,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,D2,2.0,MAX_HOLD_168H,49,70754.67944960477,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,D2,2.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,52,-44189.65436769246,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,E2,1.0,MAX_HOLD_168H,47,75515.91184715951,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,E2,1.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,56,-49974.139135737474,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,E2,2.0,MAX_HOLD_168H,47,71165.45463515472,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,E2,2.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,56,-51284.47097574989,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,C2,1.0,MAX_HOLD_168H,77,93830.54255137008,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,C2,1.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,80,-68713.61128616013,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,C2,2.0,MAX_HOLD_168H,77,86423.43461315661,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,C2,2.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,80,-69756.9529149229,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,D2,1.0,MAX_HOLD_168H,78,105945.16635656326,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,D2,1.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,80,-69474.36445249099,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,D2,2.0,MAX_HOLD_168H,78,98033.96950462957,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,D2,2.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,80,-70569.43618354647,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,E2,1.0,MAX_HOLD_168H,76,109714.99089991255,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,E2,1.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,82,-70517.76943208749,72.0
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,E2,2.0,MAX_HOLD_168H,76,101558.88790471933,168.0
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,E2,2.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,82,-71622.47600064271,72.0
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,MOMENTUM_BREAKOUT,C2,1.0,MAX_HOLD_168H,71,83140.65806491174,168.0
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,MOMENTUM_BREAKOUT,C2,1.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,82,-62980.48958657695,72.0
