policy_id,portfolio_id,universe_id,cost_multiplier,signal_events,missing_entry_bar,missing_exit_bar_precheck,same_pair_open,position_slots_full,gross_limit_rejection,capacity_unavailable,capacity_capped_entries,cash_capped_entries,admitted_entries,suppressed_entries,time_failure_exits,max_hold_exits,governor_transition_count,governor_state_OPEN,governor_state_CAUTION,governor_state_LOCKED,governor_locked_suppressions_MB,governor_locked_suppressions_RS,governor_locked_suppressions_OVERLAP,governor_reason_STRESSED_LOCKS_ADMISSIONS,governor_reason_SUPPORTIVE_OPENS_ADMISSIONS,governor_reason_OPEN_MIXED_TO_CAUTION,governor_reason_CAUTION_MIXED_STAYS_CAUTION,governor_reason_LOCKED_MIXED_STAYS_LOCKED,governor_reason_UNAVAILABLE_PERSISTS_GOVERNOR_STATE,admission_SUPPORTIVE_MB_ADMIT,admission_SUPPORTIVE_MB_SUPPRESS,admission_SUPPORTIVE_RS_ADMIT,admission_SUPPORTIVE_RS_SUPPRESS,admission_SUPPORTIVE_OVERLAP_ADMIT,admission_SUPPORTIVE_OVERLAP_SUPPRESS,admission_MIXED_MB_ADMIT,admission_MIXED_MB_SUPPRESS,admission_MIXED_RS_ADMIT,admission_MIXED_RS_SUPPRESS,admission_MIXED_OVERLAP_ADMIT,admission_MIXED_OVERLAP_SUPPRESS,admission_STRESSED_MB_ADMIT,admission_STRESSED_MB_SUPPRESS,admission_STRESSED_RS_ADMIT,admission_STRESSED_RS_SUPPRESS,admission_STRESSED_OVERLAP_ADMIT,admission_STRESSED_OVERLAP_SUPPRESS,admission_UNAVAILABLE_MB_ADMIT,admission_UNAVAILABLE_MB_SUPPRESS,admission_UNAVAILABLE_RS_ADMIT,admission_UNAVAILABLE_RS_SUPPRESS,admission_UNAVAILABLE_OVERLAP_ADMIT,admission_UNAVAILABLE_OVERLAP_SUPPRESS,mb_quality_evaluated,mb_quality_retained,mb_quality_vetoed,mb_quality_not_applicable,mb_veto_full_suppression,mb_veto_overlap_rs_retained
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,D2,1.0,2306,0,0,425,36,0,0,7,0,158,1687,80,78,177,690,160,1456,711,693,52,496,690,45,115,960,0,356,71,243,0,20,0,0,657,0,418,0,45,0,143,0,342,0,11,0,0,0,0,0,0,536.0,369.0,167.0,1770.0,160.0,7.0
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,D2,2.0,2306,0,0,425,36,0,0,7,0,158,1687,80,78,177,690,160,1456,711,693,52,496,690,45,115,960,0,356,71,243,0,20,0,0,657,0,418,0,45,0,143,0,342,0,11,0,0,0,0,0,0,536.0,369.0,167.0,1770.0,160.0,7.0
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,D2,1.0,1303,0,0,202,30,0,0,6,0,137,934,70,67,112,447,125,731,731,0,0,154,447,31,94,577,0,369,78,0,0,0,0,0,702,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,561.0,369.0,192.0,742.0,192.0,0.0
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,D2,2.0,1303,0,0,202,30,0,0,6,0,137,934,70,67,112,447,125,731,731,0,0,154,447,31,94,577,0,369,78,0,0,0,0,0,702,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,561.0,369.0,192.0,742.0,192.0,0.0
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,D2,1.0,1079,0,0,161,1,0,0,4,0,101,816,52,49,128,263,64,752,0,752,0,353,263,31,33,399,0,0,0,263,0,0,0,0,0,0,463,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1079.0,0.0,0.0
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,D2,2.0,1079,0,0,161,1,0,0,4,0,101,816,52,49,128,263,64,752,0,752,0,353,263,31,33,399,0,0,0,263,0,0,0,0,0,0,463,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1079.0,0.0,0.0
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,E2,1.0,2289,0,0,405,39,0,0,5,0,158,1687,82,76,169,674,148,1467,705,711,51,509,674,46,102,958,0,356,72,225,0,21,0,0,641,0,421,0,44,0,147,0,351,0,11,0,0,0,0,0,0,530.0,369.0,161.0,1759.0,153.0,8.0
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,E2,2.0,2289,0,0,405,39,0,0,5,0,158,1687,82,76,169,674,148,1467,705,711,51,509,674,46,102,958,0,356,72,225,0,21,0,0,641,0,421,0,44,0,147,0,351,0,11,0,0,0,0,0,0,530.0,369.0,161.0,1759.0,153.0,8.0
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,E2,1.0,1292,0,0,204,30,0,0,5,0,135,923,68,67,116,449,120,723,723,0,0,158,449,32,88,565,0,369,80,0,0,0,0,0,685,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,556.0,369.0,187.0,736.0,187.0,0.0
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,E2,2.0,1292,0,0,204,30,0,0,4,0,135,923,68,67,116,449,120,723,723,0,0,158,449,32,88,565,0,369,80,0,0,0,0,0,685,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,556.0,369.0,187.0,736.0,187.0,0.0
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,E2,1.0,1073,0,0,142,1,0,0,3,0,103,827,56,47,116,246,57,770,0,770,0,362,246,29,28,408,0,0,0,246,0,0,0,0,0,0,465,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1073.0,0.0,0.0
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,E2,2.0,1073,0,0,142,1,0,0,3,0,103,827,56,47,116,246,57,770,0,770,0,362,246,29,28,408,0,0,0,246,0,0,0,0,0,0,465,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1073.0,0.0,0.0
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,UNION_FOCUS,C2,1.0,2249,0,0,285,2,0,0,3,0,109,1853,52,57,162,663,145,1441,696,692,53,504,663,42,103,937,0,128,294,221,0,20,0,24,606,0,406,3,43,0,150,0,343,0,11,0,0,0,0,0,0,522.0,175.0,347.0,1727.0,347.0,0.0
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,UNION_FOCUS,C2,2.0,2249,0,0,285,2,0,0,3,0,109,1853,52,57,162,663,145,1441,696,692,53,504,663,42,103,937,0,128,294,221,0,20,0,24,606,0,406,3,43,0,150,0,343,0,11,0,0,0,0,0,0,522.0,175.0,347.0,1727.0,347.0,0.0
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,C2,1.0,1279,0,0,120,0,0,0,2,0,65,1094,31,34,118,442,119,718,718,0,0,161,442,32,87,557,0,148,294,0,0,0,0,37,639,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,547.0,185.0,362.0,732.0,362.0,0.0
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,C2,2.0,1279,0,0,120,0,0,0,2,0,65,1094,31,34,118,442,119,718,718,0,0,161,442,32,87,557,0,148,294,0,0,0,0,37,639,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,547.0,185.0,362.0,732.0,362.0,0.0
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,C2,1.0,1047,0,0,139,2,0,0,3,0,100,806,52,48,106,241,53,753,0,753,0,354,241,25,28,399,0,0,0,241,0,0,0,0,0,0,452,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1047.0,0.0,0.0
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,C2,2.0,1047,0,0,139,2,0,0,3,0,100,806,52,48,106,241,53,753,0,753,0,354,241,25,28,399,0,0,0,241,0,0,0,0,0,0,452,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1047.0,0.0,0.0
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,UNION_FOCUS,D2,1.0,2306,0,0,304,1,0,0,4,0,111,1890,54,57,177,690,160,1456,711,693,52,496,690,45,115,960,0,122,305,243,0,20,0,27,630,0,418,4,41,0,143,0,342,0,11,0,0,0,0,0,0,536.0,173.0,363.0,1770.0,363.0,0.0
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,UNION_FOCUS,D2,2.0,2306,0,0,304,1,0,0,4,0,111,1890,54,57,177,690,160,1456,711,693,52,496,690,45,115,960,0,122,305,243,0,20,0,27,630,0,418,4,41,0,143,0,342,0,11,0,0,0,0,0,0,536.0,173.0,363.0,1770.0,363.0,0.0
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,D2,1.0,1303,0,0,116,0,0,0,2,0,67,1120,33,34,112,447,125,731,731,0,0,154,447,31,94,577,0,142,305,0,0,0,0,41,661,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,561.0,183.0,378.0,742.0,378.0,0.0
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,D2,2.0,1303,0,0,116,0,0,0,2,0,67,1120,33,34,112,447,125,731,731,0,0,154,447,31,94,577,0,142,305,0,0,0,0,41,661,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,561.0,183.0,378.0,742.0,378.0,0.0
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,D2,1.0,1079,0,0,161,1,0,0,4,0,101,816,52,49,128,263,64,752,0,752,0,353,263,31,33,399,0,0,0,263,0,0,0,0,0,0,463,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1079.0,0.0,0.0
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,D2,2.0,1079,0,0,161,1,0,0,4,0,101,816,52,49,128,263,64,752,0,752,0,353,263,31,33,399,0,0,0,263,0,0,0,0,0,0,463,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1079.0,0.0,0.0
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,UNION_FOCUS,E2,1.0,2289,0,0,286,1,0,0,3,0,111,1891,56,55,169,674,148,1467,705,711,51,509,674,46,102,958,0,124,304,225,0,21,0,24,617,0,421,4,40,0,147,0,351,0,11,0,0,0,0,0,0,530.0,173.0,357.0,1759.0,357.0,0.0
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,UNION_FOCUS,E2,2.0,2289,0,0,286,1,0,0,3,0,111,1891,56,55,169,674,148,1467,705,711,51,509,674,46,102,958,0,124,304,225,0,21,0,24,617,0,421,4,40,0,147,0,351,0,11,0,0,0,0,0,0,530.0,173.0,357.0,1759.0,357.0,0.0
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,E2,1.0,1292,0,0,117,0,0,0,2,0,67,1108,33,34,116,449,120,723,723,0,0,158,449,32,88,565,0,145,304,0,0,0,0,39,646,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,556.0,184.0,372.0,736.0,372.0,0.0
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,E2,2.0,1292,0,0,117,0,0,0,2,0,67,1108,33,34,116,449,120,723,723,0,0,158,449,32,88,565,0,145,304,0,0,0,0,39,646,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,556.0,184.0,372.0,736.0,372.0,0.0
