policy_id,portfolio_id,universe_id,cost_multiplier,period_id,trade_count,net_pnl,profit_factor
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,C2,1.0,ROBUSTNESS_2022,37,-10553.120917604267,0.5770833588294425
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,C2,1.0,ROBUSTNESS_2023,99,40131.47291516637,1.9759782020865033
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,C2,2.0,ROBUSTNESS_2022,37,-12022.057302779755,0.5367011469340771
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,C2,2.0,ROBUSTNESS_2023,99,33978.21133595537,1.8083333331012665
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,D2,1.0,ROBUSTNESS_2022,37,-10553.120917604267,0.5770833588294425
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,D2,1.0,ROBUSTNESS_2023,100,44457.284750144136,2.065727909521762
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,D2,2.0,ROBUSTNESS_2022,37,-12022.057302779755,0.5367011469340771
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,D2,2.0,ROBUSTNESS_2023,100,38208.30949879402,1.8966759019895296
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,E2,1.0,ROBUSTNESS_2022,37,-10553.120917604267,0.5770833588294425
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,E2,1.0,ROBUSTNESS_2023,98,53184.259467574084,2.446767682421734
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,E2,2.0,ROBUSTNESS_2022,37,-12022.057302779755,0.5367011469340771
MB_BREADTH_ACCELERATION_CONFIRMATION,MOMENTUM_BREAKOUT,E2,2.0,ROBUSTNESS_2023,98,46529.73493556415,2.230356387865259
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,C2,1.0,ROBUSTNESS_2022,25,-13385.62496184482,0.4016163163179905
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,C2,1.0,ROBUSTNESS_2023,75,33437.74975832159,2.1218426633456438
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,C2,2.0,ROBUSTNESS_2022,25,-14350.51366705237,0.37797326560259165
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,C2,2.0,ROBUSTNESS_2023,75,29141.025498249543,1.9456655459905465
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,D2,1.0,ROBUSTNESS_2022,25,-13385.62496184482,0.4016163163179905
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,D2,1.0,ROBUSTNESS_2023,76,45714.344216164594,2.72813994388322
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,D2,2.0,ROBUSTNESS_2022,25,-14350.51366705237,0.37797326560259165
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,D2,2.0,ROBUSTNESS_2023,76,40915.53874896467,2.4896340396680965
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,E2,1.0,ROBUSTNESS_2022,25,-13385.62496184482,0.4016163163179905
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,E2,1.0,ROBUSTNESS_2023,78,38927.39767326686,2.158713145138224
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,E2,2.0,ROBUSTNESS_2022,25,-14350.51366705237,0.37797326560259165
MB_BREADTH_ACCELERATION_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,E2,2.0,ROBUSTNESS_2023,78,34231.497326457196,1.9902696808566207
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,C2,1.0,ROBUSTNESS_2022,41,-9464.379836555838,0.6275756289431509
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,C2,1.0,ROBUSTNESS_2023,116,34581.31110176579,1.620022190868581
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,C2,2.0,ROBUSTNESS_2022,41,-11112.728351533038,0.579514440281194
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,C2,2.0,ROBUSTNESS_2023,116,27779.210049766738,1.4924665086235163
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,D2,1.0,ROBUSTNESS_2022,41,-9464.379836555838,0.6275756289431509
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,D2,1.0,ROBUSTNESS_2023,117,45935.181740628104,1.8088527937844203
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,D2,2.0,ROBUSTNESS_2022,41,-11112.728351533038,0.579514440281194
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,D2,2.0,ROBUSTNESS_2023,117,38577.26167261613,1.6718108664930496
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,E2,1.0,ROBUSTNESS_2022,41,-9464.379836555838,0.6275756289431509
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,E2,1.0,ROBUSTNESS_2023,117,48661.6013043809,1.8659784154355343
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,E2,2.0,ROBUSTNESS_2022,41,-11112.728351533038,0.579514440281194
MB_BREADTH_ACCELERATION_CONFIRMATION,UNION_FOCUS,E2,2.0,ROBUSTNESS_2023,117,41049.140255609665,1.7216691449227457
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,MOMENTUM_BREAKOUT,C2,1.0,ROBUSTNESS_2022,46,-17380.439245467383,0.47038027958841927
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,MOMENTUM_BREAKOUT,C2,1.0,ROBUSTNESS_2023,107,37540.60772380218,1.93325879022095
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,MOMENTUM_BREAKOUT,C2,2.0,ROBUSTNESS_2022,46,-18897.375631529627,0.44212108740856937
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,MOMENTUM_BREAKOUT,C2,2.0,ROBUSTNESS_2023,107,31784.396993988208,1.774599015972315
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,MOMENTUM_BREAKOUT,D2,1.0,ROBUSTNESS_2022,46,-17380.439245467383,0.47038027958841927
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,MOMENTUM_BREAKOUT,D2,1.0,ROBUSTNESS_2023,110,39742.098282763196,1.9304960544130918
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,MOMENTUM_BREAKOUT,D2,2.0,ROBUSTNESS_2022,46,-18897.375631529627,0.44212108740856937
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,MOMENTUM_BREAKOUT,D2,2.0,ROBUSTNESS_2023,110,33942.26996139992,1.7809996948690596
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,MOMENTUM_BREAKOUT,E2,1.0,ROBUSTNESS_2022,46,-17380.439245467383,0.47038027958841927
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,MOMENTUM_BREAKOUT,E2,1.0,ROBUSTNESS_2023,108,43436.20071892524,2.0537585175333675
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,MOMENTUM_BREAKOUT,E2,2.0,ROBUSTNESS_2022,46,-18897.375631529627,0.44212108740856937
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,MOMENTUM_BREAKOUT,E2,2.0,ROBUSTNESS_2023,108,37436.92644450963,1.8914050064194183
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,RELATIVE_STRENGTH_ROTATION,C2,1.0,ROBUSTNESS_2022,25,-13385.62496184482,0.4016163163179905
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,RELATIVE_STRENGTH_ROTATION,C2,1.0,ROBUSTNESS_2023,75,33437.74975832159,2.1218426633456438
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,RELATIVE_STRENGTH_ROTATION,C2,2.0,ROBUSTNESS_2022,25,-14350.51366705237,0.37797326560259165
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,RELATIVE_STRENGTH_ROTATION,C2,2.0,ROBUSTNESS_2023,75,29141.025498249543,1.9456655459905465
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,RELATIVE_STRENGTH_ROTATION,D2,1.0,ROBUSTNESS_2022,25,-13385.62496184482,0.4016163163179905
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,RELATIVE_STRENGTH_ROTATION,D2,1.0,ROBUSTNESS_2023,76,45714.344216164594,2.72813994388322
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,RELATIVE_STRENGTH_ROTATION,D2,2.0,ROBUSTNESS_2022,25,-14350.51366705237,0.37797326560259165
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,RELATIVE_STRENGTH_ROTATION,D2,2.0,ROBUSTNESS_2023,76,40915.53874896467,2.4896340396680965
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,RELATIVE_STRENGTH_ROTATION,E2,1.0,ROBUSTNESS_2022,25,-13385.62496184482,0.4016163163179905
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,RELATIVE_STRENGTH_ROTATION,E2,1.0,ROBUSTNESS_2023,78,38927.39767326686,2.158713145138224
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,RELATIVE_STRENGTH_ROTATION,E2,2.0,ROBUSTNESS_2022,25,-14350.51366705237,0.37797326560259165
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,RELATIVE_STRENGTH_ROTATION,E2,2.0,ROBUSTNESS_2023,78,34231.497326457196,1.9902696808566207
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,UNION_FOCUS,C2,1.0,ROBUSTNESS_2022,44,-11623.332900466774,0.5907312267457175
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,UNION_FOCUS,C2,1.0,ROBUSTNESS_2023,116,37608.17630988696,1.7250837247920348
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,UNION_FOCUS,C2,2.0,ROBUSTNESS_2022,44,-13287.683776990189,0.5483098196470525
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,UNION_FOCUS,C2,2.0,ROBUSTNESS_2023,116,30929.745655149403,1.5875943450682066
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,UNION_FOCUS,D2,1.0,ROBUSTNESS_2022,44,-11623.332900466774,0.5907312267457175
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,UNION_FOCUS,D2,1.0,ROBUSTNESS_2023,119,53760.964841628826,2.029360202419426
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,UNION_FOCUS,D2,2.0,ROBUSTNESS_2022,44,-13287.683776990189,0.5483098196470525
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,UNION_FOCUS,D2,2.0,ROBUSTNESS_2023,119,46194.23229870799,1.870479744418972
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,UNION_FOCUS,E2,1.0,ROBUSTNESS_2022,44,-11623.332900466774,0.5907312267457175
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,UNION_FOCUS,E2,1.0,ROBUSTNESS_2023,118,47225.83706259735,1.8773387383290299
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,UNION_FOCUS,E2,2.0,ROBUSTNESS_2022,44,-13287.683776990189,0.5483098196470525
MB_CROSS_SECTIONAL_BREAKOUT_LEADER,UNION_FOCUS,E2,2.0,ROBUSTNESS_2023,118,39969.40788120593,1.732041233147442
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,C2,1.0,ROBUSTNESS_2022,19,-10286.265087640288,0.4433575899920751
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,C2,1.0,ROBUSTNESS_2023,46,38260.738142741415,4.0173961643122675
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,C2,2.0,ROBUSTNESS_2022,19,-10948.320059536083,0.42253212702016235
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,C2,2.0,ROBUSTNESS_2023,46,35628.53439488757,3.652378566689088
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,D2,1.0,ROBUSTNESS_2022,19,-10286.265087640288,0.4433575899920751
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,D2,1.0,ROBUSTNESS_2023,48,36285.744269334624,3.6585706131009763
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,D2,2.0,ROBUSTNESS_2022,19,-10948.320059536083,0.42253212702016235
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,D2,2.0,ROBUSTNESS_2023,48,33649.60149386377,3.3336940733804337
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,E2,1.0,ROBUSTNESS_2022,19,-10286.265087640288,0.4433575899920751
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,E2,1.0,ROBUSTNESS_2023,48,35622.48544918312,3.564176871007548
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,E2,2.0,ROBUSTNESS_2022,19,-10948.320059536083,0.42253212702016235
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,MOMENTUM_BREAKOUT,E2,2.0,ROBUSTNESS_2023,48,33003.13787522919,3.2521431663595783
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,C2,1.0,ROBUSTNESS_2022,25,-13385.62496184482,0.4016163163179905
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,C2,1.0,ROBUSTNESS_2023,75,33437.74975832159,2.1218426633456438
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,C2,2.0,ROBUSTNESS_2022,25,-14350.51366705237,0.37797326560259165
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,C2,2.0,ROBUSTNESS_2023,75,29141.025498249543,1.9456655459905465
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,D2,1.0,ROBUSTNESS_2022,25,-13385.62496184482,0.4016163163179905
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,D2,1.0,ROBUSTNESS_2023,76,45714.344216164594,2.72813994388322
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,D2,2.0,ROBUSTNESS_2022,25,-14350.51366705237,0.37797326560259165
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,D2,2.0,ROBUSTNESS_2023,76,40915.53874896467,2.4896340396680965
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,E2,1.0,ROBUSTNESS_2022,25,-13385.62496184482,0.4016163163179905
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,E2,1.0,ROBUSTNESS_2023,78,38927.39767326686,2.158713145138224
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,E2,2.0,ROBUSTNESS_2022,25,-14350.51366705237,0.37797326560259165
MB_RELATIVE_STRENGTH_LEADER_CONFIRMATION,RELATIVE_STRENGTH_ROTATION,E2,2.0,ROBUSTNESS_2023,78,34231.497326457196,1.9902696808566207
