decision_id,control_position_id,universe_id,period_id,pair,signal_time,decision_time,landmark_age_hours,data_quality_class,time_since_completed_high_water_hours,recent_12h_high_water_increment_atr,recent_12h_pullback_change_atr,target_evaluable,rcv_return,right_censored,rcv_negative
C2:000001|024h,C2:000001,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-02 19:00:00+00:00,24,RECONSTRUCTED_VALID,14.0,0.0,0.4318575315359904,True,-0.0659854851031321,False,True
D2:000001|024h,D2:000001,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-02 19:00:00+00:00,24,RECONSTRUCTED_VALID,14.0,0.0,0.4318575315359904,True,-0.0659854851031321,False,True
E2:000001|024h,E2:000001,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-02 19:00:00+00:00,24,RECONSTRUCTED_VALID,14.0,0.0,0.4318575315359904,True,-0.0659854851031321,False,True
C2:000002|024h,C2:000002,C2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 17:00:00+00:00,2022-01-03 18:00:00+00:00,24,RECONSTRUCTED_VALID,23.0,0.0,1.7769509043927654,True,0.011692146814737,False,False
D2:000002|024h,D2:000002,D2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 17:00:00+00:00,2022-01-03 18:00:00+00:00,24,RECONSTRUCTED_VALID,23.0,0.0,1.7769509043927654,True,0.011692146814737,False,False
E2:000002|024h,E2:000002,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 17:00:00+00:00,2022-01-03 18:00:00+00:00,24,RECONSTRUCTED_VALID,23.0,0.0,1.7769509043927654,True,0.011692146814737,False,False
C2:000001|048h,C2:000001,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-03 19:00:00+00:00,48,RECONSTRUCTED_VALID,38.0,0.0,1.2238436804353223,True,-0.0207070431252618,False,True
D2:000001|048h,D2:000001,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-03 19:00:00+00:00,48,RECONSTRUCTED_VALID,38.0,0.0,1.2238436804353223,True,-0.0207070431252618,False,True
E2:000001|048h,E2:000001,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-03 19:00:00+00:00,48,RECONSTRUCTED_VALID,38.0,0.0,1.2238436804353223,True,-0.0207070431252618,False,True
C2:000002|048h,C2:000002,C2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 17:00:00+00:00,2022-01-04 18:00:00+00:00,48,RECONSTRUCTED_VALID,2.0,1.515658914728676,-3.5104909560723456,True,-0.0153621675792579,False,True
D2:000002|048h,D2:000002,D2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 17:00:00+00:00,2022-01-04 18:00:00+00:00,48,RECONSTRUCTED_VALID,2.0,1.515658914728676,-3.5104909560723456,True,-0.0153621675792579,False,True
E2:000002|048h,E2:000002,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 17:00:00+00:00,2022-01-04 18:00:00+00:00,48,RECONSTRUCTED_VALID,2.0,1.515658914728676,-3.5104909560723456,True,-0.0153621675792579,False,True
C2:000003|024h,C2:000003,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-10 21:00:00+00:00,24,RECONSTRUCTED_VALID,8.0,0.3679985320427508,2.252029909628871,True,-0.0539099791766778,False,True
D2:000003|024h,D2:000003,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-10 21:00:00+00:00,24,RECONSTRUCTED_VALID,8.0,0.3679985320427508,2.252029909628871,True,-0.0539099791766778,False,True
E2:000003|024h,E2:000003,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-10 21:00:00+00:00,24,RECONSTRUCTED_VALID,8.0,0.3679985320427508,2.252029909628871,True,-0.0539099791766778,False,True
C2:000003|048h,C2:000003,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-11 21:00:00+00:00,48,RECONSTRUCTED_VALID,32.0,0.0,2.9428872884077237,True,-0.0128259554283843,False,True
D2:000003|048h,D2:000003,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-11 21:00:00+00:00,48,RECONSTRUCTED_VALID,32.0,0.0,2.9428872884077237,True,-0.0128259554283843,False,True
E2:000003|048h,E2:000003,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-11 21:00:00+00:00,48,RECONSTRUCTED_VALID,32.0,0.0,2.9428872884077237,True,-0.0128259554283843,False,True
C2:000004|024h,C2:000004,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-16 00:00:00+00:00,24,RECONSTRUCTED_VALID,3.0,0.4834133727373471,0.6321388991503503,True,-0.1383523184742806,False,True
D2:000004|024h,D2:000004,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-16 00:00:00+00:00,24,RECONSTRUCTED_VALID,3.0,0.4834133727373471,0.6321388991503503,True,-0.1383523184742806,False,True
E2:000004|024h,E2:000004,E2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-16 00:00:00+00:00,24,RECONSTRUCTED_VALID,3.0,0.4834133727373471,0.6321388991503503,True,-0.1383523184742806,False,True
C2:000005|024h,C2:000005,C2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 02:00:00+00:00,2022-02-16 03:00:00+00:00,24,RECONSTRUCTED_VALID,2.0,1.0886658149297392,1.832743201314124,True,-0.0726231073523394,False,True
C2:000006|024h,C2:000006,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 02:00:00+00:00,2022-02-16 03:00:00+00:00,24,RECONSTRUCTED_VALID,2.0,2.431811301383392,1.5270688270833137,True,-0.0729755569011122,False,True
C2:000007|024h,C2:000007,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 02:00:00+00:00,2022-02-16 03:00:00+00:00,24,RECONSTRUCTED_VALID,2.0,1.304791029561672,0.3738728142397896,True,-0.0797632195934818,False,True
D2:000005|024h,D2:000005,D2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 02:00:00+00:00,2022-02-16 03:00:00+00:00,24,RECONSTRUCTED_VALID,2.0,1.0886658149297392,1.832743201314124,True,-0.0726231073523394,False,True
D2:000006|024h,D2:000006,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 02:00:00+00:00,2022-02-16 03:00:00+00:00,24,RECONSTRUCTED_VALID,2.0,2.431811301383392,1.5270688270833137,True,-0.0729755569011122,False,True
