transport_direction,universe_id,landmark_age_hours,held_out_pair,train_row_count,train_unique_pairs,evaluation_row_count,evaluation_unique_pairs,lopo_support_pass,design_rank,fit_status,continuous_lopo_pass,classification_lopo_auc_pass,negative_subset_lopo_pass,spearman_predicted_vs_actual,predicted_bottom_half_actual_mean_rcv,predicted_top_half_actual_mean_rcv,continuous_point_pass,actual_negative_row_count,actual_nonnegative_row_count,classification_support_pass,negative_rcv_auc,actual_negative_event_median_prediction,actual_nonnegative_event_median_prediction,classification_point_pass,predicted_negative_subset_row_count,predicted_negative_subset_unique_pairs,predicted_negative_subset_signal_days,predicted_negative_subset_support_pass,predicted_negative_subset_actual_mean_rcv,predicted_negative_subset_actual_median_rcv,predicted_negative_subset_actual_negative_fraction,predicted_nonnegative_complement_actual_mean_rcv,negative_subset_point_pass
CALIBRATE_2022_EVALUATE_2023,C2,144,DOGE-USDT,21,7,57,9,True,4,FIT_PASS,True,True,True,0.17179346113922128,-0.002073852515417611,0.005948337189369093,True,31,26,True,0.565136476426799,-0.010709825743419188,-0.004024697963340602,True,36,8,28,True,-0.0021239060986237724,-0.0039989870630054,0.5833333333333334,0.0090902156004984,True
CALIBRATE_2022_EVALUATE_2023,C2,144,ETH-USDT,17,6,50,9,True,4,FIT_PASS,True,True,True,0.21874250392063233,-0.004071241183967239,0.006368897511358399,True,26,24,True,0.6113782051282052,-0.026104462122957986,-0.006328222520607985,True,35,9,29,True,-0.004371391144389171,-0.0055179399690781,0.6,0.01402933988256,True
CALIBRATE_2022_EVALUATE_2023,C2,144,KAS-USDT,21,7,59,9,True,4,FIT_PASS,True,True,True,0.19570364084459302,-0.0031579235164994643,0.005760097229399662,True,32,27,True,0.5844907407407407,-0.011771112974159628,-0.002886896662071224,True,37,9,29,True,-0.00297223057019587,-0.0042604325977716,0.5945945945945946,0.008690712090943301,True
CALIBRATE_2022_EVALUATE_2023,C2,144,LINK-USDT,21,7,58,9,True,4,FIT_PASS,True,True,True,0.23917424619797958,-0.005724446044757876,0.005995879243482199,True,32,26,True,0.5973557692307693,-0.011771112974159628,-0.0017176109102379055,True,36,8,28,True,-0.0052047342431704325,-0.00488918628342485,0.6111111111111112,0.008874636159870046,True
CALIBRATE_2022_EVALUATE_2023,C2,144,LTC-USDT,21,7,57,9,True,4,FIT_PASS,True,True,True,0.20192853221255688,0.00199469144145482,0.00489931178377832,True,30,27,True,0.5919753086419753,-0.01014879620542548,-0.0005483251584045869,True,34,8,28,True,-0.0005351220179332238,-0.0039989870630054,0.5882352941176471,0.009396763073914606,True
CALIBRATE_2022_EVALUATE_2023,C2,144,SHIB-USDT,21,7,55,9,True,4,FIT_PASS,True,True,True,0.15973588147629486,-1.7665370321520886e-06,0.006728127938125745,True,28,27,True,0.5674603174603174,-0.01014879620542548,-0.0005483251584045869,True,32,8,25,True,-0.000868302029136972,-0.0037456083328331,0.5625,0.009396763073914606,True
CALIBRATE_2022_EVALUATE_2023,C2,144,SOL-USDT,17,6,49,9,True,4,FIT_PASS,True,True,True,0.2744507739944777,-0.0032313744430580715,0.004085923159827908,True,26,23,True,0.6020066889632107,-0.004084731192262953,0.0017783789513806415,True,25,8,20,True,-0.005126022016473413,-0.0055179399690781,0.6,0.006364401782255804,True
CALIBRATE_2022_EVALUATE_2023,C2,144,XMR-USDT,21,7,56,9,True,4,FIT_PASS,True,True,True,0.19395307047724442,-0.0027973661602960468,0.006622026293160137,True,30,26,True,0.591025641025641,-0.013003367627120814,-0.0017176109102379055,True,34,8,26,True,-0.0026696631595906975,-0.0039989870630054,0.5882352941176471,0.008993592324830832,True
CALIBRATE_2022_EVALUATE_2023,C2,144,XRP-USDT,19,6,52,9,True,4,FIT_PASS,True,True,True,0.20968809954599366,-0.004449918112889148,0.004128721704486226,True,28,24,True,0.6190476190476191,-0.015525201052890219,-0.0053409981073747805,True,34,9,28,True,-0.003555681987782153,-0.00721857124372045,0.6176470588235294,0.006252337831450956,True
CALIBRATE_2022_EVALUATE_2023,D2,24,ADA-USDT,40,7,127,12,True,4,FIT_PASS,False,True,False,-0.032409218080472334,0.022508141435164882,0.03277865141665485,False,66,61,True,0.5182563338301043,-0.01466290994743423,-0.011185873220103934,True,81,12,49,True,0.030561004619903662,-0.005009635962904,0.5432098765432098,0.022617504931936972,False
CALIBRATE_2022_EVALUATE_2023,D2,24,ATOM-USDT,42,7,127,12,True,4,FIT_PASS,False,True,False,-0.051114017933287494,0.0337204436321788,0.02174154144146926,False,66,61,True,0.5081967213114754,-0.006821595561963108,-0.00728261833197226,False,74,12,45,True,0.033827043275789115,-0.0048149334872272,0.527027027027027,0.019106516956092504,False
CALIBRATE_2022_EVALUATE_2023,D2,24,AVAX-USDT,40,7,125,11,True,4,FIT_PASS,False,True,False,-0.009149690248381345,0.017476783649474796,0.035472326655138296,False,66,59,True,0.5225988700564972,-0.009369495687043879,-0.00616154750474425,True,76,11,47,True,0.02063215956553267,-0.0048149334872272,0.5526315789473685,0.035719857929809536,False
CALIBRATE_2022_EVALUATE_2023,D2,24,BTC-USDT,38,7,102,11,True,4,FIT_PASS,False,True,False,-0.05592547046905768,0.023853416208599782,0.04064226515463318,False,53,49,True,0.5179052753176743,-0.017728988692160164,-0.012452452436586048,True,70,11,43,True,0.03790413052274436,-0.00730451628517995,0.5285714285714286,0.019874706654149234,False
CALIBRATE_2022_EVALUATE_2023,D2,24,DOGE-USDT,45,8,122,11,True,4,FIT_PASS,False,False,False,-0.04531710083559446,0.019430714987757666,0.036888223515961306,False,64,58,True,0.4990571120689655,-0.012090569133241719,-0.009058212247123179,False,79,11,50,True,0.030262640618558958,-0.0071447287972747,0.5443037974683544,0.024295503252574416,False
CALIBRATE_2022_EVALUATE_2023,D2,24,ETH-USDT,33,7,107,11,True,4,FIT_PASS,False,True,False,-0.044709841766922984,0.015814389403452183,0.040092174295844635,False,57,50,True,0.5185964912280702,-0.016081689118237846,-0.00436684708067385,True,70,11,47,True,0.030051188846332386,-0.004423138604340951,0.5428571428571428,0.024312346786900245,False
CALIBRATE_2022_EVALUATE_2023,D2,24,INJ-USDT,45,8,125,11,True,4,FIT_PASS,False,True,False,-0.021863195312517528,0.017173253563008622,0.03669963489209331,False,65,60,True,0.517948717948718,-0.012249575616323616,-0.008474562351414895,True,80,11,49,True,0.02837770894399344,-0.006077182380089349,0.55,0.024591155635309756,False
CALIBRATE_2022_EVALUATE_2023,D2,24,LINK-USDT,45,8,122,11,True,4,FIT_PASS,False,True,False,-0.01823829747596598,0.017898772615858226,0.038116101979367475,False,64,58,True,0.5203394396551724,-0.014268257289998441,-0.008474562351414895,True,78,11,48,True,0.029733678542498237,-0.006077182380089349,0.5512820512820513,0.02494728236349787,False
CALIBRATE_2022_EVALUATE_2023,D2,24,LTC-USDT,45,8,115,11,True,4,FIT_PASS,False,False,False,-0.05698390169258349,0.024946872945841025,0.041182321046019696,False,58,57,True,0.49516031457955234,-0.011297406055240385,-0.009495949668904394,False,74,11,46,True,0.035235324884525306,-0.004423138604340951,0.527027027027027,0.02934469114944409,False
CALIBRATE_2022_EVALUATE_2023,D2,24,LUNC-USDT,43,7,127,12,True,4,FIT_PASS,False,True,False,-0.03696450471585406,0.02055646040747887,0.03469983742828327,False,66,61,True,0.5141579731743666,-0.011143982665508777,-0.00557141083167105,True,80,12,49,True,0.03036122160551647,-0.006077182380089349,0.55,0.023126571758297444,False
CALIBRATE_2022_EVALUATE_2023,D2,24,OP-USDT,45,8,123,11,True,4,FIT_PASS,False,True,False,-0.031434716924221257,0.021158064112243666,0.037031873715004604,False,63,60,True,0.5185185185185185,-0.014165148834570637,-0.009058212247123179,True,81,11,50,True,0.030183026195517628,-0.005009635962904,0.5432098765432098,0.027185546650957647,False
CALIBRATE_2022_EVALUATE_2023,D2,24,SHIB-USDT,45,8,120,11,True,4,FIT_PASS,False,True,False,-0.024861221391118637,0.013813543272407785,0.03877510486073203,False,62,58,True,0.5216907675194661,-0.01331047068087493,-0.007795506680990695,True,77,11,48,True,0.025899895737513424,-0.0071447287972747,0.5584415584415584,0.02700062595813619,False
CALIBRATE_2022_EVALUATE_2023,D2,24,SOL-USDT,38,7,103,11,True,4,FIT_PASS,False,False,False,-0.08435799304766113,0.024835919523068604,0.016395607281555744,False,53,50,True,0.4926415094339623,-0.015403311295985864,-0.015864110699783898,False,76,11,48,True,0.02520281776746249,-0.00348965362348065,0.5131578947368421,0.0075477527403795645,False
CALIBRATE_2022_EVALUATE_2023,D2,24,XMR-USDT,45,8,122,11,True,4,FIT_PASS,False,True,False,-0.02710834918919158,0.018631743258324642,0.03846660557282122,False,64,58,True,0.513604525862069,-0.013207362225447127,-0.008474562351414895,True,79,11,48,True,0.029645713080642327,-0.0071447287972747,0.5569620253164557,0.026534603379747782,False
CALIBRATE_2022_EVALUATE_2023,D2,24,XRP-USDT,41,7,111,11,True,4,FIT_PASS,True,True,False,0.02398351959943859,0.017821336116294006,0.03034883466365249,True,57,54,True,0.5549057829759584,-0.014139082322347993,-0.009063724374361464,True,69,11,43,True,0.025466074376519418,-0.005009635962904,0.5507246376811594,0.02196545465668738,False
CALIBRATE_2022_EVALUATE_2023,D2,48,ADA-USDT,40,7,127,12,True,4,FIT_PASS,True,False,False,0.021364135036168193,0.022278407268794164,0.029590559804326393,True,63,64,True,0.4914434523809524,-0.019381078001168804,-0.019888377571923077,False,106,12,61,True,0.025852539730263774,-1.4957146842599996e-05,0.5,0.026522203523950537,False
CALIBRATE_2022_EVALUATE_2023,D2,48,ATOM-USDT,42,7,127,12,True,4,FIT_PASS,True,False,False,0.026809816408524926,0.02253050101287624,0.0293424050249956,True,63,64,True,0.49367559523809523,-0.010882165707362565,-0.012772336006309417,False,91,12,57,True,0.02014295574555756,-0.0004340748779164,0.5164835164835165,0.04067573646014399,False
CALIBRATE_2022_EVALUATE_2023,D2,48,AVAX-USDT,40,7,125,11,True,4,FIT_PASS,False,True,False,0.035242141885290484,0.028127349656743596,0.023435234464575187,False,63,62,True,0.5162570404505888,-0.005416394514711126,-0.010552680588622954,False,82,11,50,True,0.02924941309023016,0.0018967920409088,0.4878048780487805,0.01911310643226664,False
CALIBRATE_2022_EVALUATE_2023,D2,48,BTC-USDT,38,7,102,11,True,4,FIT_PASS,False,False,False,0.009969153870766448,0.03679448314456659,0.025525961979628572,False,50,52,True,0.4725,-0.012435700003015977,-0.021133901221702535,False,89,11,56,True,0.027537656278744996,0.0002331150528747,0.4943820224719101,0.05596086865581909,False
CALIBRATE_2022_EVALUATE_2023,D2,48,DOGE-USDT,45,8,122,11,True,4,FIT_PASS,True,True,False,0.034611578064342105,0.021563633864793267,0.030491186847234845,True,60,62,True,0.5025537634408602,-0.01507640745431993,-0.01721593465589655,False,101,11,59,True,0.025543090065071272,-0.0002630293465599,0.504950495049505,0.028356760326738856,False
CALIBRATE_2022_EVALUATE_2023,D2,48,ETH-USDT,33,7,107,11,True,4,FIT_PASS,True,False,False,0.011722175165703003,0.022660483758065016,0.03013336187979607,True,53,54,True,0.48148148148148145,-0.014658650849185152,-0.01586340246163978,False,103,11,65,True,0.028434985462942392,0.0017097846461997,0.47572815533980584,-0.025149080499158198,False
CALIBRATE_2022_EVALUATE_2023,D2,48,INJ-USDT,45,8,125,11,True,4,FIT_PASS,True,False,False,0.02192062797727784,0.022654009428974567,0.02781991251069664,True,62,63,True,0.4957757296466974,-0.01507640745431993,-0.017882653936654957,False,104,11,60,True,0.024671834821824848,-0.00034855211223815,0.5096153846153846,0.02815867863335843,False
CALIBRATE_2022_EVALUATE_2023,D2,48,LINK-USDT,45,8,122,11,True,4,FIT_PASS,False,False,False,0.002805563542533454,0.02860153576328271,0.02179405841750258,False,62,60,True,0.4842741935483871,-0.01477789015376608,-0.01721593465589655,False,101,11,58,True,0.0254669394566039,-0.0004340748779164,0.5148514851485149,0.023903350471948016,False
CALIBRATE_2022_EVALUATE_2023,D2,48,LTC-USDT,45,8,115,11,True,4,FIT_PASS,True,False,False,0.0001302016547943245,0.028280046490719864,0.032944053994138585,True,54,61,True,0.48861566484517305,-0.01477789015376608,-0.020737281465687124,False,97,11,60,True,0.030189743744509126,0.0008363165969735,0.4845360824742268,0.033017368800760255,False
CALIBRATE_2022_EVALUATE_2023,D2,48,LUNC-USDT,43,7,127,12,True,4,FIT_PASS,True,False,False,0.02617999663931242,0.022530501012876243,0.029342405024995605,True,63,64,True,0.4935515873015873,-0.011710444957330472,-0.014375904589546936,False,95,12,58,True,0.023739428545361416,-0.0004340748779164,0.5157894736842106,0.03256530542504957,False
CALIBRATE_2022_EVALUATE_2023,D2,48,OP-USDT,45,8,123,11,True,4,FIT_PASS,True,False,False,0.01724515988139754,0.02327181060959053,0.030382945189922565,True,61,62,True,0.48373876255949233,-0.01482053548241663,-0.01721593465589655,False,102,11,60,True,0.026968711449114988,-1.4957146842599996e-05,0.5,0.026310213388118658,False
CALIBRATE_2022_EVALUATE_2023,D2,48,SHIB-USDT,45,8,120,11,True,4,FIT_PASS,False,False,False,0.009990537294275431,0.02722911220554655,0.026134347803447644,False,59,61,True,0.4854126146151709,-0.013060643634394319,-0.01626213144793405,False,98,11,58,True,0.02675264490605906,-1.4957146842599996e-05,0.5,0.02636583635208469,False
CALIBRATE_2022_EVALUATE_2023,D2,48,SOL-USDT,38,7,103,11,True,4,FIT_PASS,True,True,False,0.05929257488029699,0.013607113238652739,0.022663286724794993,True,51,52,True,0.5086726998491704,-0.019247751365303704,-0.018490227810921182,True,101,11,61,True,0.0195860080885001,0.0008363165969735,0.48514851485148514,-0.052866566038940646,False
CALIBRATE_2022_EVALUATE_2023,D2,48,XMR-USDT,45,8,122,11,True,4,FIT_PASS,True,True,False,0.0401105700959405,0.022917532761301145,0.031357192017765864,True,61,61,True,0.5085998387530234,-0.015332279426223231,-0.016549215375138145,False,100,11,60,True,0.02730709811777224,-0.00034855211223815,0.51,0.02636583635208469,False
CALIBRATE_2022_EVALUATE_2023,D2,48,XRP-USDT,41,7,111,11,True,4,FIT_PASS,True,True,False,0.11560138217195419,0.018564252040739117,0.02509022208082451,True,57,54,True,0.5419103313840156,-0.021145517821525656,-0.01871134722145135,True,86,11,52,True,0.02229494738769328,-0.0031121180263817003,0.5465116279069767,0.020348832937008062,False
CALIBRATE_2022_EVALUATE_2023,D2,72,ADA-USDT,19,6,60,11,True,4,FIT_PASS,True,True,False,0.1651962490960732,0.022438765525750096,0.04252790173187036,True,25,35,True,0.5485714285714286,-0.02590652755131309,-0.027834232246057133,False,42,10,30,True,0.01465987907523785,0.0082784576404283,0.47619047619047616,0.07407139425381246,False
CALIBRATE_2022_EVALUATE_2023,D2,72,ATOM-USDT,19,6,60,11,True,4,FIT_PASS,True,True,False,0.1934892260412208,0.013085346860603305,0.05188132039701716,True,25,35,True,0.5702857142857143,-0.02666782142268874,-0.02225935501177348,True,45,10,32,True,0.020410814075524586,0.0141651865008882,0.4444444444444444,0.06870089228866717,False
CALIBRATE_2022_EVALUATE_2023,D2,72,AVAX-USDT,17,6,59,10,True,4,FIT_PASS,True,True,False,0.16924088596350856,0.013398238189104529,0.048457087676415274,True,25,34,True,0.5676470588235294,-0.02955564786583155,-0.0069972807699847095,True,37,8,25,True,0.01093947121388123,-0.000499202729621,0.5135135135135135,0.06534095922104019,False
CALIBRATE_2022_EVALUATE_2023,D2,72,BTC-USDT,18,6,48,10,True,4,FIT_PASS,True,True,False,0.29651747230504155,0.019586030392756516,0.06019340291844475,True,19,29,True,0.6079854809437386,-0.06472221676245121,-0.04770616652760465,True,33,9,27,True,0.017150605303816645,0.0095665802640301,0.45454545454545453,0.08991576162952541,False
CALIBRATE_2022_EVALUATE_2023,D2,72,DOGE-USDT,21,7,57,10,True,4,FIT_PASS,True,True,False,0.21183639118855044,0.01850140275285076,0.0485237176901906,True,24,33,True,0.571969696969697,-0.033177463233163056,-0.03103640699082602,True,44,9,32,True,0.019985832811838442,0.01186588338245915,0.45454545454545453,0.08045003433649675,False
CALIBRATE_2022_EVALUATE_2023,D2,72,ETH-USDT,17,6,49,10,True,4,FIT_PASS,True,True,False,0.19790258489226192,0.021785057242183627,0.04576839256046747,True,22,27,True,0.5816498316498316,-0.03577514862758524,-0.026534146761272748,True,34,9,27,True,0.012841997905046056,-0.00256833042450525,0.5294117647058824,0.08202821727016853,False
CALIBRATE_2022_EVALUATE_2023,D2,72,INJ-USDT,21,7,59,10,True,4,FIT_PASS,True,True,False,0.14913203602538386,0.019212043681294356,0.04243341502053092,True,25,34,True,0.5458823529411765,-0.031927623391338075,-0.032158717529160274,False,45,10,32,True,0.020410814075524586,0.0141651865008882,0.4444444444444444,0.0651189345696327,False
CALIBRATE_2022_EVALUATE_2023,D2,72,LINK-USDT,21,7,58,10,True,4,FIT_PASS,True,True,False,0.14359763146872384,0.019212043681294356,0.04194379275727021,True,25,33,True,0.5412121212121213,-0.031927623391338075,-0.03328102806749453,False,44,9,31,True,0.01849457647687934,0.01186588338245915,0.45454545454545453,0.06855413512397726,False
CALIBRATE_2022_EVALUATE_2023,D2,72,LTC-USDT,21,7,57,10,True,4,FIT_PASS,True,True,False,0.18918130590079082,0.02335045006705596,0.0505362593768018,True,23,34,True,0.5690537084398977,-0.031927623391338075,-0.0285606917763353,True,42,9,31,True,0.02592501760654313,0.01446622836328575,0.42857142857142855,0.06870089228866717,False
CALIBRATE_2022_EVALUATE_2023,D2,72,SHIB-USDT,21,7,55,10,True,4,FIT_PASS,True,True,False,0.124287466951728,0.024278426964149738,0.041912607979213826,True,22,33,True,0.5371900826446281,-0.03155351987855999,-0.03328102806749453,False,42,9,29,True,0.02108808001874294,0.01446622836328575,0.42857142857142855,0.07256701466637129,False
CALIBRATE_2022_EVALUATE_2023,D2,72,SOL-USDT,17,6,49,10,True,4,FIT_PASS,True,True,False,0.2532336665834736,-0.004786644439383925,0.03395511207838739,True,22,27,True,0.5900673400673401,-0.029561718782336367,-0.020980445118921755,True,47,9,34,True,0.01013384834819478,0.0069903350168265,0.46808510638297873,0.12885373152465807,False
CALIBRATE_2022_EVALUATE_2023,D2,72,XMR-USDT,21,7,57,10,True,4,FIT_PASS,True,True,False,0.18058954144726239,0.01995555053329162,0.04856500621549119,True,22,35,True,0.562987012987013,-0.03155351987855999,-0.03103640699082602,True,43,9,30,True,0.02173091968963933,0.0147672702256833,0.4186046511627907,0.07376507489477989,False
CALIBRATE_2022_EVALUATE_2023,D2,72,XRP-USDT,19,6,52,10,True,4,FIT_PASS,True,True,False,0.07385902805745259,0.02414864508005838,0.048447869619126616,True,21,31,True,0.5199692780337941,-0.033476314238202895,-0.03127485500057929,True,41,9,32,True,0.0320851640895134,0.0178440584457566,0.4146341463414634,0.05200160495534187,False
CALIBRATE_2022_EVALUATE_2023,D2,96,ADA-USDT,19,6,60,11,True,4,FIT_PASS,False,False,False,-0.18570138665044866,0.04395360456574482,0.016716559498398138,False,25,35,True,0.4817142857142857,-0.03585236671855999,-0.03585236671855999,False,44,11,32,True,0.03528723272059528,0.00113758019480665,0.45454545454545453,0.01671666763863102,False
CALIBRATE_2022_EVALUATE_2023,D2,96,ATOM-USDT,19,6,60,11,True,4,FIT_PASS,True,True,False,0.0032518518873868568,0.029819827564518946,0.030850336499624008,True,25,35,True,0.548,-0.03798036508580012,-0.023028161363713405,True,39,11,30,True,0.032407830620722215,0.0011729517330363,0.4358974358974359,0.026485691796005822,False
CALIBRATE_2022_EVALUATE_2023,D2,96,AVAX-USDT,17,6,59,10,True,4,FIT_PASS,False,True,False,-0.09923128843012105,0.029861400325982168,0.026643788069138762,False,25,34,True,0.5211764705882352,-0.029461414507204048,-0.020348471263007234,True,40,10,30,True,0.031431153033506985,0.0006214254289836499,0.475,0.021476217378282442,False
CALIBRATE_2022_EVALUATE_2023,D2,96,BTC-USDT,18,6,48,10,True,4,FIT_PASS,False,True,False,-0.18801238544948443,0.049264217749651305,0.023414846997446934,False,19,29,True,0.5036297640653358,-0.042135072637025005,-0.04182673869408356,True,38,10,30,True,0.04046293151301997,0.015116533874837,0.42105263157894735,0.020670615643559893,False
CALIBRATE_2022_EVALUATE_2023,D2,96,DOGE-USDT,21,7,57,10,True,4,FIT_PASS,False,False,False,-0.17715323481129103,0.04174935166363364,0.022059542414944757,False,24,33,True,0.4696969696969697,-0.035008549318970496,-0.038593455001851906,False,41,10,31,True,0.03773461471768907,0.0011729517330363,0.43902439024390244,0.01634933582436801,False
CALIBRATE_2022_EVALUATE_2023,D2,96,ETH-USDT,17,6,49,10,True,4,FIT_PASS,False,False,False,-0.1238134180739523,0.04114169740065173,0.02698827304159122,False,20,29,True,0.4982758620689655,-0.04852340729507082,-0.040480540659013645,False,40,10,30,True,0.03733146201820041,0.0039427094917374,0.425,0.01876100921415618,False
CALIBRATE_2022_EVALUATE_2023,D2,96,INJ-USDT,21,7,59,10,True,4,FIT_PASS,False,True,False,-0.10010814812169797,0.0343429166044122,0.024202166124751057,False,25,34,True,0.5188235294117647,-0.038593455001851906,-0.03384536598214474,True,41,10,30,True,0.03423801643733055,0.001102208656577,0.4634146341463415,0.017680605074440733,False
CALIBRATE_2022_EVALUATE_2023,D2,96,LINK-USDT,21,7,58,10,True,4,FIT_PASS,False,True,False,-0.13918501283762022,0.03507620057598853,0.020348481708745585,False,25,33,True,0.5036363636363637,-0.038593455001851906,-0.03513795643603558,True,41,10,31,True,0.03475668070990893,0.001102208656577,0.4634146341463415,0.01072305159711903,False
CALIBRATE_2022_EVALUATE_2023,D2,96,LTC-USDT,21,7,57,10,True,4,FIT_PASS,False,True,False,-0.11423385168801273,0.03981550072846831,0.028705250558011455,False,23,34,True,0.5153452685421995,-0.038593455001851906,-0.03384536598214474,True,40,10,30,True,0.038066202819992775,0.00113758019480665,0.45,0.024978716104690227,False
CALIBRATE_2022_EVALUATE_2023,D2,96,SHIB-USDT,21,7,55,10,True,4,FIT_PASS,False,True,False,-0.08190806282740022,0.03479247115821028,0.02913231036387281,False,22,33,True,0.5296143250688705,-0.03921250713517632,-0.032552775528253905,True,38,10,29,True,0.036256494205889,0.00113758019480665,0.4473684210526316,0.022197331272725534,False
CALIBRATE_2022_EVALUATE_2023,D2,96,SOL-USDT,17,6,49,10,True,4,FIT_PASS,False,True,False,0.11912114366662892,0.018109147791766724,0.01746927119703574,False,22,27,True,0.6237373737373737,-0.031217577849125322,0.002667796076248785,True,29,10,25,True,0.009230197870683169,-0.0049225903537633,0.5862068965517241,0.03018377943392415,False
CALIBRATE_2022_EVALUATE_2023,D2,96,XMR-USDT,21,7,57,10,True,4,FIT_PASS,False,False,False,-0.1529634876255827,0.040366210702805626,0.02499627696584467,False,23,34,True,0.4948849104859335,-0.031423643636089085,-0.035573115265052906,False,39,10,29,True,0.03940756513713128,0.0044610667870352,0.4358974358974359,0.017680605074440733,False
CALIBRATE_2022_EVALUATE_2023,D2,96,XRP-USDT,19,6,52,10,True,4,FIT_PASS,False,False,False,-0.18528879196480044,0.04488336414190654,0.01521013452465639,False,22,30,True,0.4553030303030303,-0.03033260059412851,-0.04370375264905096,False,39,10,29,True,0.03675109369698276,0.0011729517330363,0.4358974358974359,0.00993371624217758,False
CALIBRATE_2022_EVALUATE_2023,D2,120,ADA-USDT,19,6,60,11,True,4,FIT_PASS,True,True,False,0.22191346952369484,0.0022855327497851227,0.03307381054202232,True,30,30,True,0.5861111111111111,-0.0008348895749425,0.012792103115250374,True,29,10,24,True,0.005128525911913621,-0.0017834731488209,0.5862068965517241,0.029421066042217035,False
CALIBRATE_2022_EVALUATE_2023,D2,120,ATOM-USDT,19,6,60,11,True,4,FIT_PASS,True,True,False,0.21942746817481337,0.015248242498343636,0.0201111007934638,True,30,30,True,0.5905555555555555,0.015295650380765961,0.02986810099555192,True,19,9,16,True,0.003708289430231147,-0.0011639937920331,0.5263157894736842,0.024154214623898322,False
CALIBRATE_2022_EVALUATE_2023,D2,120,AVAX-USDT,17,6,59,10,True,4,FIT_PASS,True,True,True,0.30164691701898,0.001114574083446366,0.029140785934516567,True,30,29,True,0.6252873563218391,0.014186590348890556,0.03269690488669903,True,20,8,17,True,-0.0036573053746236,-0.0025010963036665,0.6,0.0251203162550747,True
CALIBRATE_2022_EVALUATE_2023,D2,120,BTC-USDT,18,6,48,10,True,4,FIT_PASS,True,True,False,0.21462885130175932,0.005948445696639208,0.04283678233681181,True,21,27,True,0.6005291005291006,-0.003156159059592545,0.016569157807801452,True,22,9,19,True,0.009381375315762431,-0.00067300526878695,0.5454545454545454,0.03709443137907888,False
CALIBRATE_2022_EVALUATE_2023,D2,120,DOGE-USDT,21,7,57,10,True,4,FIT_PASS,True,True,False,0.19498282273413697,0.011247137659638067,0.026397001204526472,True,28,29,True,0.5769704433497537,0.0020057000047456267,0.012477866676992452,True,24,9,21,True,0.014772647713611557,0.00057145619024645,0.5,0.021996646796195642,False
CALIBRATE_2022_EVALUATE_2023,D2,120,ETH-USDT,17,6,49,10,True,4,FIT_PASS,True,True,False,0.24066136447485104,0.006865158911501186,0.033438571122191896,True,25,24,True,0.5733333333333334,-0.03007837538821226,-0.013173508933674964,True,39,10,31,True,0.006536283269887248,-0.0022426457309284,0.5897435897435898,0.07458130444052231,False
CALIBRATE_2022_EVALUATE_2023,D2,120,INJ-USDT,21,7,59,10,True,4,FIT_PASS,True,True,False,0.1994856511677974,0.009677151528730742,0.023835400202909866,True,30,29,True,0.575287356321839,0.0020057000047456267,0.012477866676992452,True,25,10,21,True,0.01281044339960012,-0.0001820167455408,0.52,0.01986583280677896,False
CALIBRATE_2022_EVALUATE_2023,D2,120,LINK-USDT,21,7,58,10,True,4,FIT_PASS,True,True,False,0.2136122435558737,0.0055688460189285156,0.022942312160517057,True,30,28,True,0.580952380952381,0.0020057000047456267,0.018804568990746423,True,24,9,20,True,0.008802826315316186,-0.00067300526878695,0.5416666666666666,0.018104581048127448,False
CALIBRATE_2022_EVALUATE_2023,D2,120,LTC-USDT,21,7,57,10,True,4,FIT_PASS,True,True,False,0.2246710317807576,0.01051348302795993,0.030015578611545617,True,28,29,True,0.6003694581280788,0.0020057000047456267,0.025131271304500394,True,23,9,20,True,0.014962992252240848,-0.0001820167455408,0.5217391304347826,0.024137661256357693,False
CALIBRATE_2022_EVALUATE_2023,D2,120,SHIB-USDT,21,7,55,10,True,4,FIT_PASS,True,True,False,0.16512139698324213,0.013504433086010917,0.024201156406439068,True,27,28,True,0.5496031746031746,0.0032423841639076002,0.009809579971198294,True,23,9,19,True,0.01720081238456009,0.0013249291260337,0.4782608695652174,0.020207293370553332,False
CALIBRATE_2022_EVALUATE_2023,D2,120,SOL-USDT,17,6,49,10,True,4,FIT_PASS,True,False,False,0.07133745044552756,0.002687878442636109,0.016238295203793062,True,26,23,True,0.49665551839464883,0.010605714451384404,0.010605714451384404,False,22,9,18,True,0.0018926228174378325,-0.0059291239209519,0.5454545454545454,0.01588254669386892,False
CALIBRATE_2022_EVALUATE_2023,D2,120,XMR-USDT,21,7,57,10,True,4,FIT_PASS,True,True,False,0.22751948689156173,0.009449984645527479,0.026995629029632307,True,29,28,True,0.5843596059113301,0.0020458960349315908,0.018804568990746423,True,23,9,19,True,0.013668298569279605,-0.0001820167455408,0.5217391304347826,0.021561821907078692,False
CALIBRATE_2022_EVALUATE_2023,D2,120,XRP-USDT,19,6,52,10,True,4,FIT_PASS,True,True,False,0.26405106133702694,0.005326183067163524,0.029354842604186755,True,26,26,True,0.6161242603550295,0.0008040728919402954,0.0383639981918545,True,24,9,21,True,0.010772940734836976,-0.00067300526878695,0.5416666666666666,0.022969860350679282,False
