candidate_rows,checks,cost_multiplier,evaluated_rows,final_cash,insufficient_cash_rejections,maximum_open_notional_fraction_observed,maximum_open_risk_fraction_observed,maximum_positions_observed,minimum_cash,passed,router_decision_counts,schema_version,trade_rows,universe_id
2184,"{'cash_feasible': True, 'minimum_cash_nonnegative': True, 'same_symbol_overlap_absent': True, 'engine_cooldowns_respected': True, 'maximum_positions_respected': True, 'maximum_open_risk_respected': True, 'cash_decision_present': True}",1.0,2184,199590.09618708436,96,1.4985014985014986,0.0225,4,1061.285452441909,True,"{'ADMITTED': 1206, 'REJECTED_ENGINE_CONFLICT': 147, 'REJECTED_ENGINE_COOLDOWN': 53, 'REJECTED_INSUFFICIENT_CASH': 96, 'REJECTED_MAX_OPEN_RISK': 156, 'REJECTED_SAME_SYMBOL_ACTIVE': 526}",rd18-p3e-cash-route-summary-v1,1206,C2
2184,"{'cash_feasible': True, 'minimum_cash_nonnegative': True, 'same_symbol_overlap_absent': True, 'engine_cooldowns_respected': True, 'maximum_positions_respected': True, 'maximum_open_risk_respected': True, 'cash_decision_present': True}",2.0,2184,92657.34576780877,476,1.4985014985014986,0.0225,3,216.59079999178357,True,"{'ADMITTED': 1007, 'REJECTED_ENGINE_CONFLICT': 147, 'REJECTED_ENGINE_COOLDOWN': 42, 'REJECTED_INSUFFICIENT_CASH': 476, 'REJECTED_MAX_OPEN_RISK': 66, 'REJECTED_SAME_SYMBOL_ACTIVE': 446}",rd18-p3e-cash-route-summary-v1,1007,C2
2158,"{'cash_feasible': True, 'minimum_cash_nonnegative': True, 'same_symbol_overlap_absent': True, 'engine_cooldowns_respected': True, 'maximum_positions_respected': True, 'maximum_open_risk_respected': True, 'cash_decision_present': True}",1.0,2158,201179.43004430528,78,1.4985014985014986,0.0225,4,27.594472316683095,True,"{'ADMITTED': 1194, 'REJECTED_ENGINE_CONFLICT': 150, 'REJECTED_ENGINE_COOLDOWN': 47, 'REJECTED_INSUFFICIENT_CASH': 78, 'REJECTED_MAX_OPEN_RISK': 162, 'REJECTED_SAME_SYMBOL_ACTIVE': 527}",rd18-p3e-cash-route-summary-v1,1194,D2
2158,"{'cash_feasible': True, 'minimum_cash_nonnegative': True, 'same_symbol_overlap_absent': True, 'engine_cooldowns_respected': True, 'maximum_positions_respected': True, 'maximum_open_risk_respected': True, 'cash_decision_present': True}",2.0,2158,92093.58381208703,256,1.4985014985014986,0.0225,4,45.17151602798549,True,"{'ADMITTED': 1106, 'REJECTED_ENGINE_CONFLICT': 150, 'REJECTED_ENGINE_COOLDOWN': 43, 'REJECTED_INSUFFICIENT_CASH': 256, 'REJECTED_MAX_OPEN_RISK': 117, 'REJECTED_SAME_SYMBOL_ACTIVE': 486}",rd18-p3e-cash-route-summary-v1,1106,D2
2210,"{'cash_feasible': True, 'minimum_cash_nonnegative': True, 'same_symbol_overlap_absent': True, 'engine_cooldowns_respected': True, 'maximum_positions_respected': True, 'maximum_open_risk_respected': True, 'cash_decision_present': True}",1.0,2210,187360.76868058994,96,1.4985014985014986,0.0225,4,1061.285452441909,True,"{'ADMITTED': 1219, 'REJECTED_ENGINE_CONFLICT': 150, 'REJECTED_ENGINE_COOLDOWN': 52, 'REJECTED_INSUFFICIENT_CASH': 96, 'REJECTED_MAX_OPEN_RISK': 162, 'REJECTED_SAME_SYMBOL_ACTIVE': 531}",rd18-p3e-cash-route-summary-v1,1219,E2
2210,"{'cash_feasible': True, 'minimum_cash_nonnegative': True, 'same_symbol_overlap_absent': True, 'engine_cooldowns_respected': True, 'maximum_positions_respected': True, 'maximum_open_risk_respected': True, 'cash_decision_present': True}",2.0,2210,91633.62746924254,498,1.4985014985014986,0.0225,3,216.59079999178357,True,"{'ADMITTED': 1006, 'REJECTED_ENGINE_CONFLICT': 150, 'REJECTED_ENGINE_COOLDOWN': 40, 'REJECTED_INSUFFICIENT_CASH': 498, 'REJECTED_MAX_OPEN_RISK': 65, 'REJECTED_SAME_SYMBOL_ACTIVE': 451}",rd18-p3e-cash-route-summary-v1,1006,E2
