architecture_id,spot_only,long_only,no_leverage,no_margin,no_short,no_dca,no_kelly,no_pyramiding,no_averaging_down,maximum_positions_respected,maximum_open_risk_respected,same_symbol_overlap_absent,global_cooldown_respected,exit_before_entry,outcome_based_routing
COMPOSITE_ALPHA_V1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
