engine_id,symbol,candidate_count,admitted_trade_count,first_signal_close,last_signal_close
TREND_CONTINUATION_CORE,BTC/USDT,134,114,2019-08-05T01:00:00+00:00,2024-12-17T15:00:00+00:00
TREND_CONTINUATION_CORE,ETH/USDT,109,96,2020-02-05T06:00:00+00:00,2024-12-16T00:00:00+00:00
TREND_CONTINUATION_CORE,LINK/USDT,38,38,2021-05-03T18:00:00+00:00,2024-12-16T10:00:00+00:00
TREND_CONTINUATION_CORE,SOL/USDT,37,31,2023-01-29T17:00:00+00:00,2024-11-21T15:00:00+00:00
COMPRESSION_EXPANSION_SPECIALIST,AVAX/USDT,39,39,2021-10-19T04:00:00+00:00,2024-12-17T10:00:00+00:00
COMPRESSION_EXPANSION_SPECIALIST,BTC/USDT,119,100,2019-08-11T22:00:00+00:00,2024-12-30T19:00:00+00:00
COMPRESSION_EXPANSION_SPECIALIST,ETH/USDT,111,94,2019-10-08T02:00:00+00:00,2024-12-31T14:00:00+00:00
COMPRESSION_EXPANSION_SPECIALIST,NEAR/USDT,23,23,2022-04-26T01:00:00+00:00,2024-12-17T10:00:00+00:00
COMPRESSION_EXPANSION_SPECIALIST,SOL/USDT,21,19,2023-10-31T10:00:00+00:00,2024-12-16T00:00:00+00:00
