engine_id,router_decision,candidate_count,fraction_of_engine_candidates
COMPRESSION_EXPANSION_SPECIALIST,ADMITTED,275,0.8785942492012779
COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_CONFLICT,35,0.11182108626198083
COMPRESSION_EXPANSION_SPECIALIST,REJECTED_GLOBAL_COOLDOWN,3,0.009584664536741214
TREND_CONTINUATION_CORE,ADMITTED,279,0.8773584905660378
TREND_CONTINUATION_CORE,REJECTED_GLOBAL_COOLDOWN,9,0.02830188679245283
TREND_CONTINUATION_CORE,REJECTED_MAX_POSITIONS,1,0.0031446540880503146
TREND_CONTINUATION_CORE,REJECTED_SAME_SYMBOL_ACTIVE,29,0.09119496855345911
