decision_time,variant,canonical_asset_id,member
2019-03-04T00:00:00+00:00,C_P0B,BTC,True
2019-03-04T00:00:00+00:00,C_P0B,ETH,True
2019-03-04T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-03-04T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-03-11T00:00:00+00:00,A_P0,BTC,True
2019-03-11T00:00:00+00:00,A_P0,ETH,True
2019-03-11T00:00:00+00:00,A_P0,KCS,True
2019-03-11T00:00:00+00:00,B_P0A,BTC,True
2019-03-11T00:00:00+00:00,B_P0A,ETH,True
2019-03-11T00:00:00+00:00,B_P0A,KCS,True
2019-03-11T00:00:00+00:00,C_P0B,BTC,True
2019-03-11T00:00:00+00:00,C_P0B,ETH,True
2019-03-11T00:00:00+00:00,C_P0B,KCS,True
2019-03-11T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-03-11T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-03-11T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-03-18T00:00:00+00:00,A_P0,BTC,True
2019-03-18T00:00:00+00:00,A_P0,ETH,True
2019-03-18T00:00:00+00:00,A_P0,KCS,True
2019-03-18T00:00:00+00:00,B_P0A,BTC,True
2019-03-18T00:00:00+00:00,B_P0A,ETH,True
2019-03-18T00:00:00+00:00,B_P0A,KCS,True
2019-03-18T00:00:00+00:00,B_P0A,LTC,True
2019-03-18T00:00:00+00:00,B_P0A,XRP,True
2019-03-18T00:00:00+00:00,B_P0A,TRX,True
2019-03-18T00:00:00+00:00,C_P0B,BTC,True
2019-03-18T00:00:00+00:00,C_P0B,ETH,True
2019-03-18T00:00:00+00:00,C_P0B,KCS,True
2019-03-18T00:00:00+00:00,C_P0B,NEO,True
2019-03-18T00:00:00+00:00,C_P0B,LTC,True
2019-03-18T00:00:00+00:00,C_P0B,XRP,True
2019-03-18T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-03-18T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-03-18T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-03-18T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-03-18T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-03-18T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-03-25T00:00:00+00:00,A_P0,BTC,True
2019-03-25T00:00:00+00:00,A_P0,ETH,True
2019-03-25T00:00:00+00:00,A_P0,KCS,True
2019-03-25T00:00:00+00:00,B_P0A,BTC,True
2019-03-25T00:00:00+00:00,B_P0A,ETH,True
2019-03-25T00:00:00+00:00,B_P0A,KCS,True
2019-03-25T00:00:00+00:00,B_P0A,LTC,True
2019-03-25T00:00:00+00:00,B_P0A,XRP,True
2019-03-25T00:00:00+00:00,B_P0A,TRX,True
2019-03-25T00:00:00+00:00,C_P0B,BTC,True
2019-03-25T00:00:00+00:00,C_P0B,ETH,True
2019-03-25T00:00:00+00:00,C_P0B,KCS,True
2019-03-25T00:00:00+00:00,C_P0B,LTC,True
2019-03-25T00:00:00+00:00,C_P0B,NEO,True
2019-03-25T00:00:00+00:00,C_P0B,XRP,True
2019-03-25T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-03-25T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-03-25T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-03-25T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-03-25T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-03-25T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-04-01T00:00:00+00:00,A_P0,BTC,True
2019-04-01T00:00:00+00:00,A_P0,KCS,True
2019-04-01T00:00:00+00:00,A_P0,ETH,True
2019-04-01T00:00:00+00:00,B_P0A,BTC,True
2019-04-01T00:00:00+00:00,B_P0A,KCS,True
2019-04-01T00:00:00+00:00,B_P0A,ETH,True
2019-04-01T00:00:00+00:00,B_P0A,LTC,True
2019-04-01T00:00:00+00:00,B_P0A,XRP,True
2019-04-01T00:00:00+00:00,B_P0A,TRX,True
2019-04-01T00:00:00+00:00,C_P0B,BTC,True
2019-04-01T00:00:00+00:00,C_P0B,KCS,True
2019-04-01T00:00:00+00:00,C_P0B,ETH,True
2019-04-01T00:00:00+00:00,C_P0B,LTC,True
2019-04-01T00:00:00+00:00,C_P0B,NEO,True
2019-04-01T00:00:00+00:00,C_P0B,XRP,True
2019-04-01T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-04-01T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-04-01T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-04-01T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-04-01T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-04-01T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-04-08T00:00:00+00:00,A_P0,KCS,True
2019-04-08T00:00:00+00:00,A_P0,BTC,True
2019-04-08T00:00:00+00:00,A_P0,ETH,True
2019-04-08T00:00:00+00:00,B_P0A,KCS,True
2019-04-08T00:00:00+00:00,B_P0A,BTC,True
2019-04-08T00:00:00+00:00,B_P0A,ETH,True
2019-04-08T00:00:00+00:00,B_P0A,XRP,True
2019-04-08T00:00:00+00:00,B_P0A,LTC,True
2019-04-08T00:00:00+00:00,B_P0A,TRX,True
2019-04-08T00:00:00+00:00,C_P0B,KCS,True
2019-04-08T00:00:00+00:00,C_P0B,BTC,True
2019-04-08T00:00:00+00:00,C_P0B,ETH,True
2019-04-08T00:00:00+00:00,C_P0B,XRP,True
2019-04-08T00:00:00+00:00,C_P0B,LTC,True
2019-04-08T00:00:00+00:00,C_P0B,NEO,True
2019-04-08T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-04-08T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-04-08T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-04-08T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-04-08T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-04-08T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-04-15T00:00:00+00:00,A_P0,KCS,True
2019-04-15T00:00:00+00:00,A_P0,BTC,True
2019-04-15T00:00:00+00:00,A_P0,ETH,True
2019-04-15T00:00:00+00:00,B_P0A,KCS,True
2019-04-15T00:00:00+00:00,B_P0A,BTC,True
2019-04-15T00:00:00+00:00,B_P0A,ETH,True
2019-04-15T00:00:00+00:00,B_P0A,XRP,True
2019-04-15T00:00:00+00:00,B_P0A,LTC,True
2019-04-15T00:00:00+00:00,B_P0A,TRX,True
2019-04-15T00:00:00+00:00,C_P0B,KCS,True
2019-04-15T00:00:00+00:00,C_P0B,BTC,True
2019-04-15T00:00:00+00:00,C_P0B,ETH,True
2019-04-15T00:00:00+00:00,C_P0B,XRP,True
2019-04-15T00:00:00+00:00,C_P0B,LTC,True
2019-04-15T00:00:00+00:00,C_P0B,NEO,True
2019-04-15T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-04-15T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-04-15T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-04-15T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-04-15T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-04-15T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-04-22T00:00:00+00:00,A_P0,KCS,True
2019-04-22T00:00:00+00:00,A_P0,BTC,True
2019-04-22T00:00:00+00:00,A_P0,ETH,True
2019-04-22T00:00:00+00:00,B_P0A,KCS,True
2019-04-22T00:00:00+00:00,B_P0A,BTC,True
2019-04-22T00:00:00+00:00,B_P0A,ETH,True
2019-04-22T00:00:00+00:00,B_P0A,LTC,True
2019-04-22T00:00:00+00:00,B_P0A,XRP,True
2019-04-22T00:00:00+00:00,B_P0A,TRX,True
2019-04-22T00:00:00+00:00,C_P0B,KCS,True
2019-04-22T00:00:00+00:00,C_P0B,BTC,True
2019-04-22T00:00:00+00:00,C_P0B,ETH,True
2019-04-22T00:00:00+00:00,C_P0B,LTC,True
2019-04-22T00:00:00+00:00,C_P0B,XRP,True
2019-04-22T00:00:00+00:00,C_P0B,NEO,True
2019-04-22T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-04-22T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-04-22T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-04-22T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-04-22T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-04-22T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-04-29T00:00:00+00:00,A_P0,KCS,True
2019-04-29T00:00:00+00:00,A_P0,BTC,True
2019-04-29T00:00:00+00:00,A_P0,ETH,True
2019-04-29T00:00:00+00:00,B_P0A,KCS,True
2019-04-29T00:00:00+00:00,B_P0A,BTC,True
2019-04-29T00:00:00+00:00,B_P0A,ETH,True
2019-04-29T00:00:00+00:00,B_P0A,LTC,True
2019-04-29T00:00:00+00:00,B_P0A,XRP,True
2019-04-29T00:00:00+00:00,B_P0A,TRX,True
2019-04-29T00:00:00+00:00,C_P0B,KCS,True
2019-04-29T00:00:00+00:00,C_P0B,BTC,True
2019-04-29T00:00:00+00:00,C_P0B,ETH,True
2019-04-29T00:00:00+00:00,C_P0B,LTC,True
2019-04-29T00:00:00+00:00,C_P0B,XRP,True
2019-04-29T00:00:00+00:00,C_P0B,NEO,True
2019-04-29T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-04-29T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-04-29T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-04-29T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-04-29T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-04-29T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-05-06T00:00:00+00:00,A_P0,BTC,True
2019-05-06T00:00:00+00:00,A_P0,KCS,True
2019-05-06T00:00:00+00:00,A_P0,ETH,True
2019-05-06T00:00:00+00:00,B_P0A,BTC,True
2019-05-06T00:00:00+00:00,B_P0A,KCS,True
2019-05-06T00:00:00+00:00,B_P0A,ETH,True
2019-05-06T00:00:00+00:00,B_P0A,XRP,True
2019-05-06T00:00:00+00:00,B_P0A,LTC,True
2019-05-06T00:00:00+00:00,B_P0A,TRX,True
2019-05-06T00:00:00+00:00,C_P0B,BTC,True
2019-05-06T00:00:00+00:00,C_P0B,KCS,True
2019-05-06T00:00:00+00:00,C_P0B,ETH,True
2019-05-06T00:00:00+00:00,C_P0B,XRP,True
2019-05-06T00:00:00+00:00,C_P0B,LTC,True
2019-05-06T00:00:00+00:00,C_P0B,NEO,True
2019-05-06T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-05-06T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-05-06T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-05-06T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-05-06T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-05-06T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-05-13T00:00:00+00:00,A_P0,BTC,True
2019-05-13T00:00:00+00:00,A_P0,KCS,True
2019-05-13T00:00:00+00:00,A_P0,ETH,True
2019-05-13T00:00:00+00:00,B_P0A,BTC,True
2019-05-13T00:00:00+00:00,B_P0A,KCS,True
2019-05-13T00:00:00+00:00,B_P0A,ETH,True
2019-05-13T00:00:00+00:00,B_P0A,XRP,True
2019-05-13T00:00:00+00:00,B_P0A,LTC,True
2019-05-13T00:00:00+00:00,B_P0A,TRX,True
2019-05-13T00:00:00+00:00,C_P0B,BTC,True
2019-05-13T00:00:00+00:00,C_P0B,KCS,True
2019-05-13T00:00:00+00:00,C_P0B,ETH,True
2019-05-13T00:00:00+00:00,C_P0B,XRP,True
2019-05-13T00:00:00+00:00,C_P0B,LTC,True
2019-05-13T00:00:00+00:00,C_P0B,NEO,True
2019-05-13T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-05-13T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-05-13T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-05-13T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-05-13T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-05-13T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-05-20T00:00:00+00:00,A_P0,BTC,True
2019-05-20T00:00:00+00:00,A_P0,KCS,True
2019-05-20T00:00:00+00:00,A_P0,ETH,True
2019-05-20T00:00:00+00:00,B_P0A,BTC,True
2019-05-20T00:00:00+00:00,B_P0A,KCS,True
2019-05-20T00:00:00+00:00,B_P0A,ETH,True
2019-05-20T00:00:00+00:00,B_P0A,LTC,True
2019-05-20T00:00:00+00:00,B_P0A,XRP,True
2019-05-20T00:00:00+00:00,B_P0A,TRX,True
2019-05-20T00:00:00+00:00,C_P0B,BTC,True
2019-05-20T00:00:00+00:00,C_P0B,KCS,True
2019-05-20T00:00:00+00:00,C_P0B,ETH,True
2019-05-20T00:00:00+00:00,C_P0B,LTC,True
2019-05-20T00:00:00+00:00,C_P0B,XRP,True
2019-05-20T00:00:00+00:00,C_P0B,NEO,True
2019-05-20T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-05-20T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-05-20T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-05-20T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-05-20T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-05-20T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-05-27T00:00:00+00:00,A_P0,BTC,True
2019-05-27T00:00:00+00:00,A_P0,KCS,True
2019-05-27T00:00:00+00:00,A_P0,ETH,True
2019-05-27T00:00:00+00:00,B_P0A,BTC,True
2019-05-27T00:00:00+00:00,B_P0A,KCS,True
2019-05-27T00:00:00+00:00,B_P0A,ETH,True
2019-05-27T00:00:00+00:00,B_P0A,XRP,True
2019-05-27T00:00:00+00:00,B_P0A,LTC,True
2019-05-27T00:00:00+00:00,B_P0A,TRX,True
2019-05-27T00:00:00+00:00,C_P0B,BTC,True
2019-05-27T00:00:00+00:00,C_P0B,KCS,True
2019-05-27T00:00:00+00:00,C_P0B,ETH,True
2019-05-27T00:00:00+00:00,C_P0B,XRP,True
2019-05-27T00:00:00+00:00,C_P0B,LTC,True
2019-05-27T00:00:00+00:00,C_P0B,NEO,True
2019-05-27T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-05-27T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-05-27T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-05-27T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-05-27T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-05-27T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-06-03T00:00:00+00:00,A_P0,KCS,True
2019-06-03T00:00:00+00:00,A_P0,BTC,True
2019-06-03T00:00:00+00:00,A_P0,ETH,True
2019-06-03T00:00:00+00:00,B_P0A,KCS,True
2019-06-03T00:00:00+00:00,B_P0A,BTC,True
2019-06-03T00:00:00+00:00,B_P0A,ETH,True
2019-06-03T00:00:00+00:00,B_P0A,XRP,True
2019-06-03T00:00:00+00:00,B_P0A,LTC,True
2019-06-03T00:00:00+00:00,B_P0A,TRX,True
2019-06-03T00:00:00+00:00,C_P0B,KCS,True
2019-06-03T00:00:00+00:00,C_P0B,BTC,True
2019-06-03T00:00:00+00:00,C_P0B,ETH,True
2019-06-03T00:00:00+00:00,C_P0B,XRP,True
2019-06-03T00:00:00+00:00,C_P0B,LTC,True
2019-06-03T00:00:00+00:00,C_P0B,NEO,True
2019-06-03T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-06-03T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-06-03T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-06-03T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-06-03T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-06-03T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-06-10T00:00:00+00:00,A_P0,KCS,True
2019-06-10T00:00:00+00:00,A_P0,BTC,True
2019-06-10T00:00:00+00:00,A_P0,ETH,True
2019-06-10T00:00:00+00:00,B_P0A,KCS,True
2019-06-10T00:00:00+00:00,B_P0A,BTC,True
2019-06-10T00:00:00+00:00,B_P0A,ETH,True
2019-06-10T00:00:00+00:00,B_P0A,XRP,True
2019-06-10T00:00:00+00:00,B_P0A,LTC,True
2019-06-10T00:00:00+00:00,B_P0A,TRX,True
2019-06-10T00:00:00+00:00,C_P0B,KCS,True
2019-06-10T00:00:00+00:00,C_P0B,BTC,True
2019-06-10T00:00:00+00:00,C_P0B,ETH,True
2019-06-10T00:00:00+00:00,C_P0B,XRP,True
2019-06-10T00:00:00+00:00,C_P0B,LTC,True
2019-06-10T00:00:00+00:00,C_P0B,NEO,True
2019-06-10T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-06-10T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-06-10T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-06-10T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-06-10T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-06-10T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-06-17T00:00:00+00:00,A_P0,KCS,True
2019-06-17T00:00:00+00:00,A_P0,BTC,True
2019-06-17T00:00:00+00:00,A_P0,ETH,True
2019-06-17T00:00:00+00:00,B_P0A,KCS,True
2019-06-17T00:00:00+00:00,B_P0A,BTC,True
2019-06-17T00:00:00+00:00,B_P0A,ETH,True
2019-06-17T00:00:00+00:00,B_P0A,XRP,True
2019-06-17T00:00:00+00:00,B_P0A,LTC,True
2019-06-17T00:00:00+00:00,B_P0A,TRX,True
2019-06-17T00:00:00+00:00,C_P0B,KCS,True
2019-06-17T00:00:00+00:00,C_P0B,BTC,True
2019-06-17T00:00:00+00:00,C_P0B,ETH,True
2019-06-17T00:00:00+00:00,C_P0B,XRP,True
2019-06-17T00:00:00+00:00,C_P0B,LTC,True
2019-06-17T00:00:00+00:00,C_P0B,NEO,True
2019-06-17T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-06-17T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-06-17T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-06-17T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-06-17T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-06-17T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-06-24T00:00:00+00:00,A_P0,KCS,True
2019-06-24T00:00:00+00:00,A_P0,BTC,True
2019-06-24T00:00:00+00:00,A_P0,ETH,True
2019-06-24T00:00:00+00:00,B_P0A,KCS,True
2019-06-24T00:00:00+00:00,B_P0A,BTC,True
2019-06-24T00:00:00+00:00,B_P0A,ETH,True
2019-06-24T00:00:00+00:00,B_P0A,XRP,True
2019-06-24T00:00:00+00:00,B_P0A,LTC,True
2019-06-24T00:00:00+00:00,B_P0A,TRX,True
2019-06-24T00:00:00+00:00,C_P0B,KCS,True
2019-06-24T00:00:00+00:00,C_P0B,BTC,True
2019-06-24T00:00:00+00:00,C_P0B,ETH,True
2019-06-24T00:00:00+00:00,C_P0B,XRP,True
2019-06-24T00:00:00+00:00,C_P0B,LTC,True
2019-06-24T00:00:00+00:00,C_P0B,NEO,True
2019-06-24T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-06-24T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-06-24T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-06-24T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-06-24T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-06-24T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-07-01T00:00:00+00:00,A_P0,KCS,True
2019-07-01T00:00:00+00:00,A_P0,BTC,True
2019-07-01T00:00:00+00:00,A_P0,ETH,True
2019-07-01T00:00:00+00:00,B_P0A,KCS,True
2019-07-01T00:00:00+00:00,B_P0A,BTC,True
2019-07-01T00:00:00+00:00,B_P0A,ETH,True
2019-07-01T00:00:00+00:00,B_P0A,XRP,True
2019-07-01T00:00:00+00:00,B_P0A,LTC,True
2019-07-01T00:00:00+00:00,B_P0A,TRX,True
2019-07-01T00:00:00+00:00,C_P0B,KCS,True
2019-07-01T00:00:00+00:00,C_P0B,BTC,True
2019-07-01T00:00:00+00:00,C_P0B,ETH,True
2019-07-01T00:00:00+00:00,C_P0B,XRP,True
2019-07-01T00:00:00+00:00,C_P0B,LTC,True
2019-07-01T00:00:00+00:00,C_P0B,NEO,True
2019-07-01T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-07-01T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-07-01T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-07-01T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-07-01T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-07-01T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-07-08T00:00:00+00:00,A_P0,KCS,True
2019-07-08T00:00:00+00:00,A_P0,BTC,True
2019-07-08T00:00:00+00:00,A_P0,ETH,True
2019-07-08T00:00:00+00:00,B_P0A,KCS,True
2019-07-08T00:00:00+00:00,B_P0A,BTC,True
2019-07-08T00:00:00+00:00,B_P0A,ETH,True
2019-07-08T00:00:00+00:00,B_P0A,XRP,True
2019-07-08T00:00:00+00:00,B_P0A,LTC,True
2019-07-08T00:00:00+00:00,B_P0A,TRX,True
2019-07-08T00:00:00+00:00,C_P0B,KCS,True
2019-07-08T00:00:00+00:00,C_P0B,BTC,True
2019-07-08T00:00:00+00:00,C_P0B,ETH,True
2019-07-08T00:00:00+00:00,C_P0B,XRP,True
2019-07-08T00:00:00+00:00,C_P0B,LTC,True
2019-07-08T00:00:00+00:00,C_P0B,NEO,True
2019-07-08T00:00:00+00:00,D_EVIDENCE_STRONG,KCS,True
2019-07-08T00:00:00+00:00,D_EVIDENCE_STRONG,BTC,True
2019-07-08T00:00:00+00:00,D_EVIDENCE_STRONG,ETH,True
2019-07-08T00:00:00+00:00,D_EVIDENCE_STRONG,XRP,True
2019-07-08T00:00:00+00:00,D_EVIDENCE_STRONG,LTC,True
2019-07-08T00:00:00+00:00,D_EVIDENCE_STRONG,TRX,True
2019-07-15T00:00:00+00:00,A_P0,BTC,True
