baseline_eligible_count,comparison,decision_time,hysteresis_difference_count,mean_top_10_rank_displacement,top_10_added_members,top_10_exact_match,top_10_jaccard,top_10_removed_members,top_30_jaccard,top_30_overlap_count,top_6_exact_match,variant_eligible_count
55,A_P0_vs_C_P0B,2020-12-21T00:00:00+00:00,6,1.25,ALGO-USDT;ATOM-USDT;DOT-USDT;XEM-USDT;XTZ-USDT;ZEC-USDT,False,0.25,BCHSV-USDT;LINK-USDT;LTC-USDT;VET-USDT;XLM-USDT;XRP-USDT,0.25,9,False,15
57,A_P0_vs_C_P0B,2020-12-28T00:00:00+00:00,6,1.25,ALGO-USDT;ATOM-USDT;DOT-USDT;XEM-USDT;XTZ-USDT;ZEC-USDT,False,0.25,BCHSV-USDT;LINK-USDT;LTC-USDT;VET-USDT;XLM-USDT;XRP-USDT,0.25,9,False,15
57,A_P0_vs_C_P0B,2021-01-04T00:00:00+00:00,6,1.0,ATOM-USDT;DOT-USDT;SUKU-USDT;XEM-USDT;XTZ-USDT;ZEC-USDT,False,0.25,BCHSV-USDT;LINK-USDT;LTC-USDT;VET-USDT;XLM-USDT;XRP-USDT,0.25,9,False,15
57,A_P0_vs_C_P0B,2021-01-11T00:00:00+00:00,6,1.6,ALGO-USDT;ATOM-USDT;SUKU-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;LINK-USDT;LTC-USDT;XLM-USDT;XRP-USDT,0.25,9,False,15
58,A_P0_vs_C_P0B,2021-01-18T00:00:00+00:00,6,1.4,ALGO-USDT;ATOM-USDT;SUKU-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;LINK-USDT;LTC-USDT;XLM-USDT;XRP-USDT,0.2857142857142857,10,False,15
59,A_P0_vs_C_P0B,2021-01-25T00:00:00+00:00,6,1.0,ALGO-USDT;ATOM-USDT;SUKU-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;LTC-USDT;VET-USDT;XLM-USDT;XRP-USDT,0.2857142857142857,10,False,15
59,A_P0_vs_C_P0B,2021-02-01T00:00:00+00:00,6,1.0,ALGO-USDT;ATOM-USDT;SUKU-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;LINK-USDT;LTC-USDT;XLM-USDT;XRP-USDT,0.2857142857142857,10,False,15
59,A_P0_vs_C_P0B,2021-02-08T00:00:00+00:00,6,1.2,ALGO-USDT;ATOM-USDT;SUKU-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;LINK-USDT;LTC-USDT;XLM-USDT;XRP-USDT,0.25,9,False,15
61,A_P0_vs_C_P0B,2021-02-15T00:00:00+00:00,4,0.6,ALGO-USDT;ATOM-USDT;BCH-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;LTC-USDT;VET-USDT;XLM-USDT;XRP-USDT,0.2777777777777778,10,False,16
62,A_P0_vs_C_P0B,2021-02-22T00:00:00+00:00,4,1.6,ALGO-USDT;ATOM-USDT;BCH-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;LTC-USDT;VET-USDT;XLM-USDT;XRP-USDT,0.2777777777777778,10,False,16
62,A_P0_vs_C_P0B,2021-03-01T00:00:00+00:00,4,0.6,ALGO-USDT;ATOM-USDT;BCH-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;LTC-USDT;VET-USDT;XLM-USDT;XRP-USDT,0.2777777777777778,10,False,16
62,A_P0_vs_C_P0B,2021-03-08T00:00:00+00:00,4,0.6,ALGO-USDT;ATOM-USDT;BCH-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;LTC-USDT;VET-USDT;XLM-USDT;XRP-USDT,0.2777777777777778,10,False,16
62,A_P0_vs_C_P0B,2021-03-15T00:00:00+00:00,4,0.6,ALGO-USDT;ATOM-USDT;BCH-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BNB-USDT;LTC-USDT;VET-USDT;XLM-USDT;XRP-USDT,0.35294117647058826,12,False,16
63,A_P0_vs_C_P0B,2021-03-22T00:00:00+00:00,4,0.4,ALGO-USDT;ATOM-USDT;BCH-USDT;XEM-USDT;XTZ-USDT,False,0.3333333333333333,BNB-USDT;LTC-USDT;VET-USDT;XLM-USDT;XRP-USDT,0.35294117647058826,12,False,16
64,A_P0_vs_C_P0B,2021-03-29T00:00:00+00:00,4,0.8,ALGO-USDT;ATOM-USDT;BCH-USDT;ONE-USDT;XTZ-USDT,False,0.3333333333333333,BNB-USDT;LTC-USDT;VET-USDT;XLM-USDT;XRP-USDT,0.35294117647058826,12,False,16
66,A_P0_vs_C_P0B,2021-04-05T00:00:00+00:00,4,0.8,ALGO-USDT;ATOM-USDT;BCH-USDT;ONE-USDT;XTZ-USDT,False,0.3333333333333333,BNB-USDT;LTC-USDT;VET-USDT;XLM-USDT;XRP-USDT,0.3142857142857143,11,False,16
66,A_P0_vs_C_P0B,2021-04-12T00:00:00+00:00,4,0.8,ALGO-USDT;ATOM-USDT;BCH-USDT;ONE-USDT;XTZ-USDT,False,0.3333333333333333,BNB-USDT;LTC-USDT;VET-USDT;XLM-USDT;XRP-USDT,0.3142857142857143,11,False,16
67,A_P0_vs_C_P0B,2021-04-19T00:00:00+00:00,4,1.4,ALGO-USDT;ATOM-USDT;BCH-USDT;ONE-USDT;WIN-USDT,False,0.3333333333333333,BNB-USDT;BTT-USDT;TRX-USDT;VET-USDT;XRP-USDT,0.35294117647058826,12,False,16
69,A_P0_vs_C_P0B,2021-04-26T00:00:00+00:00,4,0.5,ALGO-USDT;ATOM-USDT;BCH-USDT;DOT-USDT;ONE-USDT;WIN-USDT,False,0.25,BNB-USDT;BTT-USDT;LTC-USDT;TRX-USDT;VET-USDT;XRP-USDT,0.35294117647058826,12,False,16
70,A_P0_vs_C_P0B,2021-05-03T00:00:00+00:00,4,1.0,ALGO-USDT;ATOM-USDT;BCH-USDT;DOT-USDT;ONE-USDT;WIN-USDT,False,0.25,BNB-USDT;BTT-USDT;LTC-USDT;TRX-USDT;VET-USDT;XRP-USDT,0.3142857142857143,11,False,16
75,A_P0_vs_C_P0B,2021-05-10T00:00:00+00:00,4,1.4,ALGO-USDT;ATOM-USDT;DOT-USDT;WIN-USDT;ZEC-USDT,False,0.3333333333333333,BNB-USDT;LINK-USDT;LTC-USDT;VET-USDT;XRP-USDT,0.3142857142857143,11,False,16
77,A_P0_vs_C_P0B,2021-05-17T00:00:00+00:00,6,2.4,ALGO-USDT;ATOM-USDT;DOT-USDT;WIN-USDT;ZEC-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;LTC-USDT;VET-USDT;XRP-USDT,0.24324324324324326,9,False,16
78,A_P0_vs_C_P0B,2021-05-24T00:00:00+00:00,6,2.0,ALGO-USDT;ATOM-USDT;DOT-USDT;ONE-USDT;ZEC-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;TEL-USDT;VET-USDT;XRP-USDT,0.24324324324324326,9,False,16
81,A_P0_vs_C_P0B,2021-05-31T00:00:00+00:00,6,2.0,ALGO-USDT;ATOM-USDT;DOT-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;TEL-USDT;VET-USDT;XRP-USDT,0.2777777777777778,10,False,16
83,A_P0_vs_C_P0B,2021-06-07T00:00:00+00:00,6,1.6,ALGO-USDT;ATOM-USDT;KCS-USDT;ONE-USDT;ZEC-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;TEL-USDT;VET-USDT;XRP-USDT,0.3055555555555556,11,False,17
83,A_P0_vs_C_P0B,2021-06-14T00:00:00+00:00,6,1.6,ALGO-USDT;ATOM-USDT;KCS-USDT;ONE-USDT;XTZ-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;TEL-USDT;VET-USDT;XRP-USDT,0.3055555555555556,11,False,17
88,A_P0_vs_C_P0B,2021-06-21T00:00:00+00:00,6,2.0,ALGO-USDT;ATOM-USDT;KCS-USDT;ONE-USDT;XTZ-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;TEL-USDT;VET-USDT;XRP-USDT,0.2702702702702703,10,False,17
92,A_P0_vs_C_P0B,2021-06-28T00:00:00+00:00,6,2.0,ALGO-USDT;ATOM-USDT;BCH-USDT;ONE-USDT;XTZ-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;TEL-USDT;VET-USDT;XRP-USDT,0.2702702702702703,10,False,17
95,A_P0_vs_C_P0B,2021-07-05T00:00:00+00:00,6,2.0,ALGO-USDT;ATOM-USDT;BCH-USDT;ONE-USDT;XTZ-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;TEL-USDT;VET-USDT;XRP-USDT,0.2702702702702703,10,False,17
101,A_P0_vs_C_P0B,2021-07-12T00:00:00+00:00,6,2.0,ALGO-USDT;ATOM-USDT;BCH-USDT;ONE-USDT;XTZ-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;TEL-USDT;VET-USDT;XRP-USDT,0.2702702702702703,10,False,17
102,A_P0_vs_C_P0B,2021-07-19T00:00:00+00:00,4,1.4,ALGO-USDT;ATOM-USDT;BCH-USDT;ONE-USDT;XTZ-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;TEL-USDT;VET-USDT;XRP-USDT,0.23684210526315788,9,False,17
104,A_P0_vs_C_P0B,2021-07-26T00:00:00+00:00,4,1.4,ALGO-USDT;ATOM-USDT;BCH-USDT;ONE-USDT;XTZ-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;TEL-USDT;VET-USDT;XRP-USDT,0.23684210526315788,9,False,17
106,A_P0_vs_C_P0B,2021-08-02T00:00:00+00:00,4,1.4,ALGO-USDT;ATOM-USDT;BCH-USDT;ONE-USDT;XTZ-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;TEL-USDT;VET-USDT;XRP-USDT,0.20512820512820512,8,False,17
108,A_P0_vs_C_P0B,2021-08-09T00:00:00+00:00,4,1.6,ALGO-USDT;ATOM-USDT;BCH-USDT;ONE-USDT;XTZ-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;TEL-USDT;VET-USDT;XRP-USDT,0.20512820512820512,8,False,17
112,A_P0_vs_C_P0B,2021-08-16T00:00:00+00:00,4,1.4,ALGO-USDT;ATOM-USDT;BCH-USDT;ONE-USDT;XTZ-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;TEL-USDT;VET-USDT;XRP-USDT,0.20512820512820512,8,False,17
113,A_P0_vs_C_P0B,2021-08-23T00:00:00+00:00,4,2.0,ALGO-USDT;ATOM-USDT;BCH-USDT;ONE-USDT;ZEC-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;TEL-USDT;VET-USDT;XRP-USDT,0.20512820512820512,8,False,17
116,A_P0_vs_C_P0B,2021-08-30T00:00:00+00:00,4,1.25,ALGO-USDT;ATOM-USDT;AVAX-USDT;BCH-USDT;KCS-USDT;ONE-USDT,False,0.25,BNB-USDT;DOGE-USDT;ICP-USDT;TEL-USDT;VET-USDT;XRP-USDT,0.20512820512820512,8,False,17
117,A_P0_vs_C_P0B,2021-09-06T00:00:00+00:00,4,2.0,ALGO-USDT;ATOM-USDT;BCH-USDT;KCS-USDT;ONE-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;ICP-USDT;VET-USDT;XRP-USDT,0.2631578947368421,10,False,18
121,A_P0_vs_C_P0B,2021-09-13T00:00:00+00:00,4,1.6,ALGO-USDT;ATOM-USDT;KCS-USDT;ONE-USDT;XTZ-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;ICP-USDT;VET-USDT;XRP-USDT,0.2631578947368421,10,False,18
122,A_P0_vs_C_P0B,2021-09-20T00:00:00+00:00,4,1.3333333333333333,ALGO-USDT;KCS-USDT;ONE-USDT;XTZ-USDT,False,0.42857142857142855,BNB-USDT;DOGE-USDT;VET-USDT;XRP-USDT,0.2631578947368421,10,False,18
122,A_P0_vs_C_P0B,2021-09-27T00:00:00+00:00,2,1.0,KCS-USDT;ONE-USDT;XTZ-USDT,False,0.5384615384615384,BNB-USDT;DOGE-USDT;XRP-USDT,0.2631578947368421,10,False,18
123,A_P0_vs_C_P0B,2021-10-04T00:00:00+00:00,2,0.7142857142857143,KCS-USDT;ONE-USDT;XTZ-USDT,False,0.5384615384615384,BNB-USDT;DOGE-USDT;XRP-USDT,0.2631578947368421,10,False,18
126,A_P0_vs_C_P0B,2021-10-11T00:00:00+00:00,2,0.7142857142857143,KCS-USDT;ONE-USDT;XTZ-USDT,False,0.5384615384615384,BNB-USDT;DOGE-USDT;XRP-USDT,0.2631578947368421,10,False,18
128,A_P0_vs_C_P0B,2021-10-18T00:00:00+00:00,2,0.8333333333333334,ALGO-USDT;KCS-USDT;ONE-USDT;XTZ-USDT,False,0.42857142857142855,BNB-USDT;DOGE-USDT;VET-USDT;XRP-USDT,0.2631578947368421,10,False,18
129,A_P0_vs_C_P0B,2021-10-25T00:00:00+00:00,4,2.0,ALGO-USDT;KCS-USDT;ONE-USDT;XTZ-USDT,False,0.42857142857142855,BNB-USDT;DOGE-USDT;SHIB-USDT;XRP-USDT,0.2631578947368421,10,False,18
129,A_P0_vs_C_P0B,2021-11-01T00:00:00+00:00,4,1.8,ALGO-USDT;ATOM-USDT;AVAX-USDT;KCS-USDT;XTZ-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;SHIB-USDT;VET-USDT;XRP-USDT,0.2631578947368421,10,False,18
133,A_P0_vs_C_P0B,2021-11-08T00:00:00+00:00,4,1.2,ALGO-USDT;ATOM-USDT;AVAX-USDT;KCS-USDT;ONE-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;SHIB-USDT;VET-USDT;XRP-USDT,0.2894736842105263,11,False,19
136,A_P0_vs_C_P0B,2021-11-15T00:00:00+00:00,6,2.0,ALGO-USDT;ATOM-USDT;AVAX-USDT;KCS-USDT;ONE-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;SHIB-USDT;VET-USDT;XRP-USDT,0.2564102564102564,10,False,19
137,A_P0_vs_C_P0B,2021-11-22T00:00:00+00:00,6,2.0,ALGO-USDT;ATOM-USDT;AVAX-USDT;KCS-USDT;ONE-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;MANA-USDT;SHIB-USDT;XRP-USDT,0.28205128205128205,11,False,20
140,A_P0_vs_C_P0B,2021-11-29T00:00:00+00:00,6,2.4,ADA-USDT;ATOM-USDT;CRO-USDT;KCS-USDT;ONE-USDT,False,0.3333333333333333,BNB-USDT;MANA-USDT;SAND-USDT;SHIB-USDT;XRP-USDT,0.28205128205128205,11,False,20
144,A_P0_vs_C_P0B,2021-12-06T00:00:00+00:00,8,2.4,ADA-USDT;ATOM-USDT;DOT-USDT;KCS-USDT;ONE-USDT,False,0.3333333333333333,BNB-USDT;MANA-USDT;SAND-USDT;SHIB-USDT;XRP-USDT,0.28205128205128205,11,False,20
152,A_P0_vs_C_P0B,2021-12-13T00:00:00+00:00,8,2.0,ADA-USDT;ATOM-USDT;DOT-USDT;KCS-USDT;ONE-USDT,False,0.3333333333333333,BNB-USDT;MANA-USDT;SAND-USDT;SHIB-USDT;XRP-USDT,0.28205128205128205,11,False,20
157,A_P0_vs_C_P0B,2021-12-20T00:00:00+00:00,8,1.8,ADA-USDT;ATOM-USDT;CRO-USDT;KCS-USDT;ONE-USDT,False,0.3333333333333333,BNB-USDT;MANA-USDT;SAND-USDT;SHIB-USDT;XRP-USDT,0.28205128205128205,11,False,20
166,A_P0_vs_C_P0B,2021-12-27T00:00:00+00:00,6,1.6666666666666667,ATOM-USDT;CRO-USDT;KCS-USDT;ONE-USDT,False,0.42857142857142855,MANA-USDT;SAND-USDT;SHIB-USDT;XRP-USDT,0.24390243902439024,10,False,21
168,A_P0_vs_C_P0B,2022-01-03T00:00:00+00:00,6,1.3333333333333333,ATOM-USDT;CRO-USDT;KCS-USDT;ONE-USDT,False,0.42857142857142855,MANA-USDT;SAND-USDT;SHIB-USDT;XRP-USDT,0.24390243902439024,10,False,21
168,A_P0_vs_C_P0B,2022-01-10T00:00:00+00:00,6,1.0,ATOM-USDT;CRO-USDT;KCS-USDT;ONE-USDT,False,0.42857142857142855,NEAR-USDT;SAND-USDT;SHIB-USDT;XRP-USDT,0.275,11,False,21
171,A_P0_vs_C_P0B,2022-01-17T00:00:00+00:00,4,1.5714285714285714,ADA-USDT;CRO-USDT;KCS-USDT,False,0.5384615384615384,NEAR-USDT;SHIB-USDT;XRP-USDT,0.275,11,False,21
173,A_P0_vs_C_P0B,2022-01-24T00:00:00+00:00,4,1.0,CRO-USDT;KCS-USDT,False,0.6666666666666666,NEAR-USDT;XRP-USDT,0.275,11,False,21
177,A_P0_vs_C_P0B,2022-01-31T00:00:00+00:00,4,0.625,CRO-USDT;KCS-USDT,False,0.6666666666666666,NEAR-USDT;XRP-USDT,0.275,11,False,21
180,A_P0_vs_C_P0B,2022-02-07T00:00:00+00:00,4,0.625,CRO-USDT;KCS-USDT,False,0.6666666666666666,NEAR-USDT;XRP-USDT,0.275,11,False,21
184,A_P0_vs_C_P0B,2022-02-14T00:00:00+00:00,4,0.8571428571428571,CRO-USDT;KCS-USDT;ONE-USDT,False,0.5384615384615384,NEAR-USDT;SHIB-USDT;XRP-USDT,0.275,11,False,21
189,A_P0_vs_C_P0B,2022-02-21T00:00:00+00:00,4,1.7142857142857142,CRO-USDT;KCS-USDT;ONE-USDT,False,0.5384615384615384,NEAR-USDT;SHIB-USDT;XRP-USDT,0.275,11,False,21
195,A_P0_vs_C_P0B,2022-02-28T00:00:00+00:00,4,1.5714285714285714,CRO-USDT;KCS-USDT;ONE-USDT,False,0.5384615384615384,MANA-USDT;SHIB-USDT;XRP-USDT,0.24390243902439024,10,False,21
197,A_P0_vs_C_P0B,2022-03-07T00:00:00+00:00,4,1.5714285714285714,CRO-USDT;KCS-USDT;ONE-USDT,False,0.5384615384615384,MANA-USDT;SHIB-USDT;XRP-USDT,0.24390243902439024,10,False,21
201,A_P0_vs_C_P0B,2022-03-14T00:00:00+00:00,4,1.2857142857142858,CRO-USDT;KCS-USDT;ONE-USDT,False,0.5384615384615384,MANA-USDT;SHIB-USDT;XRP-USDT,0.24390243902439024,10,False,21
202,A_P0_vs_C_P0B,2022-03-21T00:00:00+00:00,4,1.0,ALGO-USDT;KCS-USDT;ONE-USDT,False,0.5384615384615384,BNB-USDT;SHIB-USDT;XRP-USDT,0.24390243902439024,10,False,21
203,A_P0_vs_C_P0B,2022-03-28T00:00:00+00:00,4,1.3333333333333333,DOT-USDT;KCS-USDT;ONE-USDT;ZEC-USDT,False,0.42857142857142855,JASMY-USDT;RUNE-USDT;SHIB-USDT;XRP-USDT,0.24390243902439024,10,False,21
206,A_P0_vs_C_P0B,2022-04-04T00:00:00+00:00,4,1.5,DOT-USDT;KCS-USDT;ONE-USDT;ZEC-USDT,False,0.42857142857142855,JASMY-USDT;NEAR-USDT;RUNE-USDT;XRP-USDT,0.24390243902439024,10,False,21
208,A_P0_vs_C_P0B,2022-04-11T00:00:00+00:00,4,1.5,ALGO-USDT;ATOM-USDT;KCS-USDT;ONE-USDT,False,0.42857142857142855,JASMY-USDT;NEAR-USDT;RUNE-USDT;XRP-USDT,0.21428571428571427,9,False,21
210,A_P0_vs_C_P0B,2022-04-18T00:00:00+00:00,4,1.3333333333333333,ALGO-USDT;ATOM-USDT;KCS-USDT;ONE-USDT,False,0.42857142857142855,JASMY-USDT;NEAR-USDT;SHIB-USDT;XRP-USDT,0.21428571428571427,9,False,21
211,A_P0_vs_C_P0B,2022-04-25T00:00:00+00:00,4,1.0,ATOM-USDT;DOT-USDT;KCS-USDT;ONE-USDT;WIN-USDT,False,0.3333333333333333,JASMY-USDT;NEAR-USDT;PYR-USDT;XRP-USDT;ZIL-USDT,0.21428571428571427,9,False,21
211,A_P0_vs_C_P0B,2022-05-02T00:00:00+00:00,4,1.5,ADA-USDT;ALGO-USDT;ATOM-USDT;DOT-USDT;KCS-USDT;ONE-USDT,False,0.25,BNB-USDT;DOGE-USDT;JASMY-USDT;NEAR-USDT;SHIB-USDT;XRP-USDT,0.21428571428571427,9,False,21
213,A_P0_vs_C_P0B,2022-05-09T00:00:00+00:00,4,1.5,ADA-USDT;ALGO-USDT;ATOM-USDT;DOT-USDT;KCS-USDT;ONE-USDT,False,0.25,BNB-USDT;DOGE-USDT;JASMY-USDT;NEAR-USDT;SHIB-USDT;XRP-USDT,0.21428571428571427,9,False,21
213,A_P0_vs_C_P0B,2022-05-16T00:00:00+00:00,4,1.5,ADA-USDT;ALGO-USDT;ATOM-USDT;DOT-USDT;KCS-USDT;ONE-USDT,False,0.25,DOGE-USDT;JASMY-USDT;NEAR-USDT;SHIB-USDT;TRX-USDT;XRP-USDT,0.21428571428571427,9,False,21
213,A_P0_vs_C_P0B,2022-05-23T00:00:00+00:00,4,1.0,ADA-USDT;ALGO-USDT;ATOM-USDT;DOT-USDT;KCS-USDT;ONE-USDT,False,0.25,BNB-USDT;DOGE-USDT;JASMY-USDT;NEAR-USDT;SHIB-USDT;XRP-USDT,0.21428571428571427,9,False,21
214,A_P0_vs_C_P0B,2022-05-30T00:00:00+00:00,4,1.4,ADA-USDT;ALGO-USDT;ATOM-USDT;KCS-USDT;ONE-USDT,False,0.3333333333333333,BNB-USDT;NEAR-USDT;SHIB-USDT;TRX-USDT;XRP-USDT,0.21428571428571427,9,False,21
216,A_P0_vs_C_P0B,2022-06-06T00:00:00+00:00,4,1.1666666666666667,ALGO-USDT;ATOM-USDT;KCS-USDT;WIN-USDT,False,0.42857142857142855,BNB-USDT;NEAR-USDT;TRX-USDT;XRP-USDT,0.21428571428571427,9,False,21
216,A_P0_vs_C_P0B,2022-06-13T00:00:00+00:00,2,0.6666666666666666,ALGO-USDT;ATOM-USDT;KCS-USDT;WIN-USDT,False,0.42857142857142855,BNB-USDT;NEAR-USDT;TRX-USDT;XRP-USDT,0.21428571428571427,9,False,21
218,A_P0_vs_C_P0B,2022-06-20T00:00:00+00:00,2,0.8333333333333334,ALGO-USDT;ATOM-USDT;KCS-USDT;WIN-USDT,False,0.42857142857142855,APE-USDT;BNB-USDT;TRX-USDT;XRP-USDT,0.21428571428571427,9,False,21
220,A_P0_vs_C_P0B,2022-06-27T00:00:00+00:00,2,0.2,ALGO-USDT;ATOM-USDT;DOT-USDT;KCS-USDT;WIN-USDT,False,0.3333333333333333,APE-USDT;BNB-USDT;LINK-USDT;TRX-USDT;XRP-USDT,0.21428571428571427,9,False,21
223,A_P0_vs_C_P0B,2022-07-04T00:00:00+00:00,2,0.2,ALGO-USDT;ATOM-USDT;DOT-USDT;KCS-USDT;WIN-USDT,False,0.3333333333333333,APE-USDT;BNB-USDT;LINK-USDT;TRX-USDT;XRP-USDT,0.21428571428571427,9,False,21
223,A_P0_vs_C_P0B,2022-07-11T00:00:00+00:00,2,0.6,ALGO-USDT;ATOM-USDT;DOT-USDT;KCS-USDT;ONE-USDT,False,0.3333333333333333,APE-USDT;BNB-USDT;LINK-USDT;SHIB-USDT;XRP-USDT,0.21428571428571427,9,False,21
225,A_P0_vs_C_P0B,2022-07-18T00:00:00+00:00,2,0.4,ALGO-USDT;ATOM-USDT;DOT-USDT;ONE-USDT;WIN-USDT,False,0.3333333333333333,APE-USDT;GMT-USDT;LINK-USDT;SHIB-USDT;XRP-USDT,0.21428571428571427,9,False,21
229,A_P0_vs_C_P0B,2022-07-25T00:00:00+00:00,2,0.6,ALGO-USDT;ATOM-USDT;DOT-USDT;ONE-USDT;WIN-USDT,False,0.3333333333333333,APE-USDT;BNB-USDT;GMT-USDT;SHIB-USDT;XRP-USDT,0.23809523809523808,10,False,22
233,A_P0_vs_C_P0B,2022-08-01T00:00:00+00:00,2,0.6,ALGO-USDT;ATOM-USDT;DOT-USDT;ONE-USDT;WIN-USDT,False,0.3333333333333333,APE-USDT;BNB-USDT;GMT-USDT;SHIB-USDT;XRP-USDT,0.20930232558139536,9,False,22
236,A_P0_vs_C_P0B,2022-08-08T00:00:00+00:00,2,0.8,ALGO-USDT;ATOM-USDT;DOT-USDT;ONE-USDT;WIN-USDT,False,0.3333333333333333,APE-USDT;BNB-USDT;ETC-USDT;SHIB-USDT;XRP-USDT,0.20930232558139536,9,False,22
240,A_P0_vs_C_P0B,2022-08-15T00:00:00+00:00,2,0.4,ALGO-USDT;ATOM-USDT;DOT-USDT;ONE-USDT;WIN-USDT,False,0.3333333333333333,APE-USDT;BNB-USDT;ETC-USDT;SHIB-USDT;XRP-USDT,0.18181818181818182,8,False,22
240,A_P0_vs_C_P0B,2022-08-22T00:00:00+00:00,2,0.4,ALGO-USDT;ATOM-USDT;DOT-USDT;ONE-USDT;WIN-USDT,False,0.3333333333333333,APE-USDT;BNB-USDT;ETC-USDT;SHIB-USDT;XRP-USDT,0.18181818181818182,8,False,22
245,A_P0_vs_C_P0B,2022-08-29T00:00:00+00:00,2,0.4,ALGO-USDT;ATOM-USDT;DOT-USDT;LUNA-USDT;WIN-USDT,False,0.3333333333333333,BNB-USDT;ETC-USDT;SHIB-USDT;XCN-USDT;XRP-USDT,0.15217391304347827,7,False,23
246,A_P0_vs_C_P0B,2022-09-05T00:00:00+00:00,2,0.4,ALGO-USDT;ATOM-USDT;DOT-USDT;LUNA-USDT;WIN-USDT,False,0.3333333333333333,BNB-USDT;DOGE-USDT;SHIB-USDT;XCN-USDT;XRP-USDT,0.17777777777777778,8,False,23
246,A_P0_vs_C_P0B,2022-09-12T00:00:00+00:00,2,1.6666666666666667,ALGO-USDT;DOT-USDT;LUNA-USDT;ONE-USDT,False,0.42857142857142855,BNB-USDT;LUNC-USDT;SHIB-USDT;XRP-USDT,0.17777777777777778,8,False,23
247,A_P0_vs_C_P0B,2022-09-19T00:00:00+00:00,2,1.3333333333333333,ALGO-USDT;DOT-USDT;LUNA-USDT;WIN-USDT,False,0.42857142857142855,ETC-USDT;LUNC-USDT;SHIB-USDT;XRP-USDT,0.17777777777777778,8,False,23
249,A_P0_vs_C_P0B,2022-09-26T00:00:00+00:00,4,1.4285714285714286,ALGO-USDT;DOT-USDT;ONE-USDT,False,0.5384615384615384,LUNC-USDT;SHIB-USDT;XRP-USDT,0.20454545454545456,9,False,23
251,A_P0_vs_C_P0B,2022-10-03T00:00:00+00:00,4,1.3333333333333333,ALGO-USDT;AVAX-USDT;DOT-USDT;WIN-USDT,False,0.42857142857142855,ETC-USDT;LUNC-USDT;SHIB-USDT;XRP-USDT,0.20454545454545456,9,False,23
252,A_P0_vs_C_P0B,2022-10-10T00:00:00+00:00,4,1.3333333333333333,ALGO-USDT;AVAX-USDT;DOT-USDT;WIN-USDT,False,0.42857142857142855,LINK-USDT;LUNC-USDT;SHIB-USDT;XRP-USDT,0.20454545454545456,9,False,23
252,A_P0_vs_C_P0B,2022-10-17T00:00:00+00:00,4,1.3333333333333333,ALGO-USDT;AVAX-USDT;DOT-USDT;KCS-USDT,False,0.42857142857142855,LUNC-USDT;QNT-USDT;RSR-USDT;XRP-USDT,0.20454545454545456,9,False,23
253,A_P0_vs_C_P0B,2022-10-24T00:00:00+00:00,4,1.8333333333333333,ALGO-USDT;AVAX-USDT;CRO-USDT;DOT-USDT,False,0.42857142857142855,LUNC-USDT;QNT-USDT;RSR-USDT;XRP-USDT,0.20454545454545456,9,False,23
