order_id,signal_id,created_at,symbol,side,reason,stop_loss,status,rejection_reason
AVAX_USDT-ORD-000001,AVAX_USDT-SIG-000001,2023-04-14T00:00:00Z,AVAX/USDT,buy,regime_momentum_breakout_entry,17.45357142857143,ACCEPTED,
AVAX_USDT-ORD-000002,AVAX_USDT-SIG-000002,2023-04-21T00:00:00Z,AVAX/USDT,sell,trailing_stop_close,,ACCEPTED,
AVAX_USDT-ORD-000003,AVAX_USDT-SIG-000003,2024-05-22T00:00:00Z,AVAX/USDT,buy,regime_momentum_breakout_entry,36.77614285714286,ACCEPTED,
RISK-ORD-000001,,2024-05-24T00:00:00Z,AVAX/USDT,sell,stop_loss,,ACCEPTED,
