policy_id,portfolio_id,universe_id,cost_multiplier,exit_reason,trade_count,net_pnl,mean_holding_hours
MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,C2,1.0,MAX_HOLD_168H,73,87147.47481644181,168.0
MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,C2,1.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,73,-54498.26909222144,72.0
MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,C2,2.0,MAX_HOLD_168H,73,81042.33786814874,168.0
MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,C2,2.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,73,-55972.794054473794,72.0
MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,D2,1.0,MAX_HOLD_168H,75,94069.3381524284,168.0
MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,D2,1.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,75,-57392.08664256654,72.0
MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,D2,2.0,MAX_HOLD_168H,75,87718.42486189886,168.0
MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,D2,2.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,75,-58841.17170614826,72.0
MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,E2,1.0,MAX_HOLD_168H,76,94513.0817794695,168.0
MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,E2,1.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,72,-55150.58121599409,72.0
MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,E2,2.0,MAX_HOLD_168H,76,88050.16473260998,168.0
MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,E2,2.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,72,-56626.519332616954,72.0
MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,RELATIVE_STRENGTH_ROTATION,C2,1.0,MAX_HOLD_168H,48,64907.94096149563,168.0
MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,RELATIVE_STRENGTH_ROTATION,C2,1.0,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,52,-44855.81616501886,72.0
MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,RELATIVE_STRENGTH_ROTATION,C2,2.0,MAX_HOLD_168H,48,60955.07496341783,168.0
