trade_count,final_equity,net_return,net_pnl,profit_factor,win_rate,maximum_drawdown,turnover,mean_holding_hours,policy_id,portfolio_id,universe_id,cost_multiplier,minimum_cash
101,132328.71925431973,0.32328719254319727,32328.71925431973,1.6621677250622149,0.38613861386138615,0.20993710478216054,34.669231717101574,118.57425742574257,RD31_REGIME_HYSTERESIS_CONTROL,RELATIVE_STRENGTH_ROTATION,D2,1.0,8459.663459777312
101,126565.0250819123,0.26565025081912297,26565.025081912303,1.5256506709927646,0.36633663366336633,0.22744839475086137,33.910505178027805,118.57425742574257,RD31_REGIME_HYSTERESIS_CONTROL,RELATIVE_STRENGTH_ROTATION,D2,2.0,8220.15200096357
171,129819.08067644128,0.2981908067644128,29819.080676441285,1.3429752288902568,0.3508771929824561,0.1804111253023651,57.70701896003478,117.47368421052632,RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,E2,1.0,8807.157859109264
171,120741.61027795219,0.20741610277952183,20741.61027795219,1.2342084736634538,0.3391812865497076,0.19669431372912596,55.62548323939385,117.47368421052632,RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,E2,2.0,8403.142835889535
167,127733.45154556204,0.2773345154556204,27733.451545562042,1.3651487498948711,0.3532934131736527,0.20294288247146203,52.97477079467479,119.1377245508982,RD31_REGIME_HYSTERESIS_CONTROL,MOMENTUM_BREAKOUT,E2,1.0,8793.915357593221
167,119433.07832460504,0.19433078324605035,19433.07832460504,1.2496180056805672,0.3413173652694611,0.21750586048320625,51.18862749264697,119.1377245508982,RD31_REGIME_HYSTERESIS_CONTROL,MOMENTUM_BREAKOUT,E2,2.0,8618.97171352877
103,125541.77271142199,0.25541772711421995,25541.77271142199,1.456388275147094,0.34951456310679613,0.24084032259829755,34.775283019454164,115.80582524271844,RD31_REGIME_HYSTERESIS_CONTROL,RELATIVE_STRENGTH_ROTATION,E2,1.0,8128.7647121824975
103,119880.9836594049,0.19880983659404894,19880.983659404897,1.344925851957506,0.33980582524271846,0.25848675143249566,33.99724990510279,115.80582524271844,RD31_REGIME_HYSTERESIS_CONTROL,RELATIVE_STRENGTH_ROTATION,E2,2.0,7889.895733227417
156,131745.4870477715,0.3174548704777149,31745.487047771487,1.4149616686827635,0.391025641025641,0.1455410780603322,54.34714340056272,123.07692307692308,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,UNION_FOCUS,C2,1.0,9268.562153335237
156,123170.13560932079,0.23170135609320797,23170.135609320787,1.2964697703920285,0.391025641025641,0.15471508511174709,52.524667037593,123.07692307692308,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,UNION_FOCUS,C2,2.0,9038.253377036652
148,130166.15064533651,0.3016615064533652,30166.150645336515,1.457948103357433,0.3918918918918919,0.15064030959334482,48.145587821090196,123.24324324324324,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,MOMENTUM_BREAKOUT,C2,1.0,9130.369811008004
148,122528.29628076708,0.2252829628076709,22528.296280767085,1.3324576792621798,0.3783783783783784,0.16308188938332463,46.679414320850334,123.24324324324324,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,MOMENTUM_BREAKOUT,C2,2.0,8975.974161397015
100,120052.12479647667,0.20052124796476667,20052.124796476666,1.3843189985066906,0.35,0.22988867317894932,33.70650918708951,118.08,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,RELATIVE_STRENGTH_ROTATION,C2,1.0,8278.43358120101
100,114790.51183119719,0.14790511831197195,14790.51183119719,1.2744781509596388,0.34,0.24946069571483231,32.97916405197196,118.08,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,RELATIVE_STRENGTH_ROTATION,C2,2.0,7994.221325400875
158,157040.10379072453,0.5704010379072453,57040.10379072453,1.7582525715668538,0.4050632911392405,0.14128995326634194,55.8399766245038,123.0379746835443,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,UNION_FOCUS,D2,1.0,9268.562153335237
158,146967.53493344478,0.4696753493344479,46967.53493344478,1.6102765466798556,0.3987341772151899,0.15471508511174709,53.950838934296904,123.0379746835443,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,UNION_FOCUS,D2,2.0,9038.253377036652
149,133588.5055355985,0.3358850553559849,33588.505535598495,1.5049030335587126,0.3959731543624161,0.15064030959334482,48.42189389613841,123.54362416107382,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,MOMENTUM_BREAKOUT,D2,1.0,9130.369811008004
149,125887.37435119192,0.2588737435119193,25887.374351191917,1.3784653751669143,0.3825503355704698,0.16308188938332463,46.970002660220516,123.54362416107382,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,MOMENTUM_BREAKOUT,D2,2.0,8975.974161397015
101,132328.71925431973,0.32328719254319727,32328.71925431973,1.6621677250622149,0.38613861386138615,0.20993710478216054,34.669231717101574,118.57425742574257,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,RELATIVE_STRENGTH_ROTATION,D2,1.0,8459.663459777312
101,126565.0250819123,0.26565025081912297,26565.025081912303,1.5256506709927646,0.36633663366336633,0.22744839475086137,33.910505178027805,118.57425742574257,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,RELATIVE_STRENGTH_ROTATION,D2,2.0,8220.15200096357
159,137274.59907541354,0.3727459907541355,37274.59907541354,1.4606144139509194,0.389937106918239,0.14128995326634194,54.93406975609048,122.11320754716981,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,UNION_FOCUS,E2,1.0,9089.72051523231
159,128299.39685025252,0.28299396850252534,28299.396850252524,1.3431771566446018,0.389937106918239,0.15471508511174709,53.07733593402695,122.11320754716981,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,UNION_FOCUS,E2,2.0,8696.220931264696
148,134542.93130240517,0.34542931302405155,34542.931302405166,1.5231959603374141,0.39864864864864863,0.15064030959334482,48.59418310525499,124.54054054054055,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,MOMENTUM_BREAKOUT,E2,1.0,9130.369811008004
148,126792.8696214217,0.2679286962142171,26792.869621421705,1.3944646092374275,0.38513513513513514,0.16308188938332463,47.126265268871094,124.54054054054055,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,MOMENTUM_BREAKOUT,E2,2.0,8975.974161397015
103,125541.77271142199,0.25541772711421995,25541.77271142199,1.456388275147094,0.34951456310679613,0.24084032259829755,34.775283019454164,115.80582524271844,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,RELATIVE_STRENGTH_ROTATION,E2,1.0,8128.7647121824975
103,119880.9836594049,0.19880983659404894,19880.983659404897,1.344925851957506,0.33980582524271846,0.25848675143249566,33.99724990510279,115.80582524271844,MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,RELATIVE_STRENGTH_ROTATION,E2,2.0,7889.895733227417
137,130596.70760780074,0.3059670760780073,30596.707607800738,1.4421096726114249,0.38686131386861317,0.13504521188537089,48.01632194419592,123.15328467153284,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,UNION_FOCUS,C2,1.0,9336.321078171355
137,123034.24250313811,0.23034242503138103,23034.242503138114,1.3248845043648156,0.38686131386861317,0.14721415881575997,46.58906002377892,123.15328467153284,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,UNION_FOCUS,C2,2.0,9153.433483084127
111,138618.08248224464,0.38618082482244653,38618.082482244645,1.8085495219420156,0.44144144144144143,0.1278013894477031,38.54248672092123,125.62162162162163,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,MOMENTUM_BREAKOUT,C2,1.0,10039.764487439345
111,132494.16667014183,0.3249416667014182,32494.16667014183,1.6564420538493176,0.42342342342342343,0.1309366215691122,37.66438564514382,125.62162162162163,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,MOMENTUM_BREAKOUT,C2,2.0,9912.677043428066
100,120052.12479647667,0.20052124796476667,20052.124796476666,1.3843189985066906,0.35,0.22988867317894932,33.70650918708951,118.08,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,RELATIVE_STRENGTH_ROTATION,C2,1.0,8278.43358120101
100,114790.51183119719,0.14790511831197195,14790.51183119719,1.2744781509596388,0.34,0.24946069571483231,32.97916405197196,118.08,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,RELATIVE_STRENGTH_ROTATION,C2,2.0,7994.221325400875
141,144003.76007490524,0.4400376007490523,44003.760074905236,1.6565143763802865,0.3971631205673759,0.13504521188537089,49.82897554944759,121.70212765957447,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,UNION_FOCUS,D2,1.0,9336.321078171355
141,135690.704012916,0.35690704012915986,35690.70401291599,1.5181085107734413,0.3900709219858156,0.14721415881575997,48.332327438667214,121.70212765957447,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,UNION_FOCUS,D2,2.0,9057.324673584739
112,138054.2848236506,0.3805428482365061,38054.28482365061,1.7345767996845194,0.4375,0.1278013894477031,38.88851173199119,125.14285714285714,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,MOMENTUM_BREAKOUT,D2,1.0,10039.764487439345
112,132019.92879576655,0.3201992879576656,32019.92879576655,1.5993076633822232,0.41964285714285715,0.1309366215691122,38.01844601544903,125.14285714285714,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,MOMENTUM_BREAKOUT,D2,2.0,9962.07963937897
101,132328.71925431973,0.32328719254319727,32328.71925431973,1.6621677250622149,0.38613861386138615,0.20993710478216054,34.669231717101574,118.57425742574257,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,RELATIVE_STRENGTH_ROTATION,D2,1.0,8459.663459777312
101,126565.0250819123,0.26565025081912297,26565.025081912303,1.5256506709927646,0.36633663366336633,0.22744839475086137,33.910505178027805,118.57425742574257,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,RELATIVE_STRENGTH_ROTATION,D2,2.0,8220.15200096357
140,134341.23770450838,0.34341237704508387,34341.237704508385,1.4694000109062668,0.37857142857142856,0.13866853624660813,48.812496804295805,120.68571428571428,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,UNION_FOCUS,E2,1.0,9061.039340328718
140,126551.53167320497,0.26551531673204964,26551.53167320497,1.3548226299675814,0.37857142857142856,0.1543136847783506,47.34937201296985,120.68571428571428,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,UNION_FOCUS,E2,2.0,8694.933172965924
111,141928.5894468728,0.4192858944687279,41928.58944687279,1.8543897045143622,0.45045045045045046,0.1278013894477031,38.934686542855545,126.48648648648648,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,MOMENTUM_BREAKOUT,E2,1.0,10039.764487439345
111,135772.78082186705,0.35772780821867056,35772.780821867054,1.7047942927933024,0.43243243243243246,0.1309366215691122,38.05665070537371,126.48648648648648,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,MOMENTUM_BREAKOUT,E2,2.0,9962.07963937897
103,125541.77271142199,0.25541772711421995,25541.77271142199,1.456388275147094,0.34951456310679613,0.24084032259829755,34.775283019454164,115.80582524271844,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,RELATIVE_STRENGTH_ROTATION,E2,1.0,8128.7647121824975
103,119880.9836594049,0.19880983659404894,19880.983659404897,1.344925851957506,0.33980582524271846,0.25848675143249566,33.99724990510279,115.80582524271844,MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,RELATIVE_STRENGTH_ROTATION,E2,2.0,7889.895733227417
158,142162.5611671457,0.42162561167145696,42162.5611671457,1.5437749169994919,0.36075949367088606,0.1386607365790348,60.910229784561395,118.78481012658227,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,UNION_FOCUS,C2,1.0,9442.784258920277
158,132780.0428236915,0.32780042823691513,32780.0428236915,1.4121667521497345,0.35443037974683544,0.14758674207799602,58.80814119503826,118.78481012658227,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,UNION_FOCUS,C2,2.0,9257.828495852864
146,132649.20572422034,0.3264920572422034,32649.205724220345,1.512132687829932,0.3698630136986301,0.14311076206676046,50.15418285557175,120.0,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,C2,1.0,9153.634021061212
146,125069.54381367497,0.25069543813674966,25069.543813674973,1.3809738337680466,0.3493150684931507,0.14773932125319547,48.6581877847331,120.0,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,C2,2.0,8982.738396569648
100,120052.12479647667,0.20052124796476667,20052.124796476666,1.3843189985066906,0.35,0.22988867317894932,33.70650918708951,118.08,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,RELATIVE_STRENGTH_ROTATION,C2,1.0,8278.43358120101
100,114790.51183119719,0.14790511831197195,14790.51183119719,1.2744781509596388,0.34,0.24946069571483231,32.97916405197196,118.08,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,RELATIVE_STRENGTH_ROTATION,C2,2.0,7994.221325400875
160,166266.48917533015,0.6626648917533016,66266.48917533015,1.8596057528602654,0.375,0.1295181909141177,62.617236321528296,118.8,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,UNION_FOCUS,D2,1.0,9442.784258920277
160,155718.37625953453,0.5571837625953453,55718.37625953453,1.7038599506307828,0.3625,0.13298993622915434,60.51321382928775,118.8,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,UNION_FOCUS,D2,2.0,9257.828495852864
150,136677.25150986182,0.3667725150986181,36677.25150986182,1.559034193520615,0.37333333333333335,0.14311076206676046,51.609485729962124,120.0,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,D2,1.0,9153.634021061212
150,128877.25315575066,0.2887725315575065,28877.25315575066,1.426781127840812,0.35333333333333333,0.14773932125319547,50.06592031878421,120.0,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,D2,2.0,8982.738396569648
101,132328.71925431973,0.32328719254319727,32328.71925431973,1.6621677250622149,0.38613861386138615,0.20993710478216054,34.669231717101574,118.57425742574257,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,RELATIVE_STRENGTH_ROTATION,D2,1.0,8459.663459777312
101,126565.0250819123,0.26565025081912297,26565.025081912303,1.5256506709927646,0.36633663366336633,0.22744839475086137,33.910505178027805,118.57425742574257,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,RELATIVE_STRENGTH_ROTATION,D2,2.0,8220.15200096357
162,146472.26240665733,0.4647226240665734,46472.26240665733,1.5610607634506124,0.35802469135802467,0.14129405152361804,61.66726828231288,117.62962962962963,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,UNION_FOCUS,E2,1.0,9442.784258920277
162,136797.47539911213,0.36797475399112134,36797.475399112125,1.4344098086465207,0.35185185185185186,0.14492599493605327,59.522945244081335,117.62962962962963,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,UNION_FOCUS,E2,2.0,9257.828495852864
148,139362.5005634754,0.3936250056347539,39362.50056347539,1.6170904753870563,0.3783783783783784,0.14311076206676046,51.61025224432519,121.29729729729729,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,E2,1.0,9153.634021061212
148,131423.64539999305,0.3142364539999305,31423.645399993053,1.4768294211399497,0.3581081081081081,0.14773932125319547,50.06155973315481,121.29729729729729,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,MOMENTUM_BREAKOUT,E2,2.0,8982.738396569648
103,125541.77271142199,0.25541772711421995,25541.77271142199,1.456388275147094,0.34951456310679613,0.24084032259829755,34.775283019454164,115.80582524271844,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,RELATIVE_STRENGTH_ROTATION,E2,1.0,8128.7647121824975
103,119880.9836594049,0.19880983659404894,19880.983659404897,1.344925851957506,0.33980582524271846,0.25848675143249566,33.99724990510279,115.80582524271844,MB_FIRST_RETEST_RECLAIM_WITHIN_FROZEN_72H,RELATIVE_STRENGTH_ROTATION,E2,2.0,7889.895733227417
