policy_id,portfolio_id,universe_id,pf1_break_even_cost_multiplier,method
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,3.8687109330337184,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
RD31_REGIME_HYSTERESIS_CONTROL,MOMENTUM_BREAKOUT,C2,4.287118022777306,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
RD31_REGIME_HYSTERESIS_CONTROL,RELATIVE_STRENGTH_ROTATION,C2,5.759229070011739,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,D2,6.890107838293052,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
RD31_REGIME_HYSTERESIS_CONTROL,MOMENTUM_BREAKOUT,D2,4.8530074174985405,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
RD31_REGIME_HYSTERESIS_CONTROL,RELATIVE_STRENGTH_ROTATION,D2,8.459921700744866,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,E2,5.133858405972093,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
RD31_REGIME_HYSTERESIS_CONTROL,MOMENTUM_BREAKOUT,E2,5.1881750319304665,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
RD31_REGIME_HYSTERESIS_CONTROL,RELATIVE_STRENGTH_ROTATION,E2,6.875845254144063,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,UNION_FOCUS,C2,5.672994392922263,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,MOMENTUM_BREAKOUT,C2,6.012488497585182,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,RELATIVE_STRENGTH_ROTATION,C2,5.759229070011739,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,UNION_FOCUS,D2,9.171938061405864,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,MOMENTUM_BREAKOUT,D2,6.5493088490331965,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,RELATIVE_STRENGTH_ROTATION,D2,8.459921700744866,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,UNION_FOCUS,E2,6.428266901165602,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,MOMENTUM_BREAKOUT,E2,6.686759870428968,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
MB_ONE_BAR_BREAKOUT_LEVEL_HOLD,RELATIVE_STRENGTH_ROTATION,E2,6.875845254144063,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,UNION_FOCUS,C2,6.097717837423697,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,MOMENTUM_BREAKOUT,C2,9.015690894439862,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
MB_ONE_BAR_POST_BREAKOUT_CONTINUATION,RELATIVE_STRENGTH_ROTATION,C2,5.759229070011739,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
