end_exclusive,endpoint,first_open_time,last_open_time,pagination_page,probe_month,quote_volume_present,raw_byte_count,raw_path,raw_payload_sha256,request_id,response_code,row_count,sealed_rows,spot_endpoint,start,status,symbol,timestamp_unit,url
2019-04-05T00:00:00+00:00,/api/v1/market/candles,2019-02-01T00:00:00+00:00,2019-04-04T00:00:00+00:00,,2019-03,True,6215,data\research\rd18_p0\raw\klines\kline_BTC-USDT_2019_03.json,22688584fe29d963748cf203de6dffb0afeb991a1f4043dff9880429b5a1d6fd,kline_BTC-USDT_2019_03,200000,63,False,True,2019-02-01T00:00:00+00:00,SUCCESS,BTC-USDT,seconds_or_normalized_milliseconds,https://api.kucoin.com/api/v1/market/candles?endAt=1554422400&startAt=1548979200&symbol=BTC-USDT&type=1day
2019-04-05T00:00:00+00:00,/api/v1/market/candles,2019-02-01T00:00:00+00:00,2019-04-04T00:00:00+00:00,,2019-03,True,6110,data\research\rd18_p0\raw\klines\kline_ETH-USDT_2019_03.json,82b95a4fad316c32af03c6162703094d069af35fa729354f150ba92dfd885c2f,kline_ETH-USDT_2019_03,200000,63,False,True,2019-02-01T00:00:00+00:00,SUCCESS,ETH-USDT,seconds_or_normalized_milliseconds,https://api.kucoin.com/api/v1/market/candles?endAt=1554422400&startAt=1548979200&symbol=ETH-USDT&type=1day
2019-04-05T00:00:00+00:00,/api/v1/market/candles,2019-02-02T00:00:00+00:00,2019-04-04T00:00:00+00:00,,2019-03,True,5239,data\research\rd18_p0\raw\klines\kline_KCS-USDT_2019_03.json,228e439363b51693d88a5a7d61a4cc7bd3e5cf999c689f530a79a3faec784878,kline_KCS-USDT_2019_03,200000,56,False,True,2019-02-01T00:00:00+00:00,SUCCESS,KCS-USDT,seconds_or_normalized_milliseconds,https://api.kucoin.com/api/v1/market/candles?endAt=1554422400&startAt=1548979200&symbol=KCS-USDT&type=1day
2019-04-05T00:00:00+00:00,/api/v1/market/candles,,,,2019-03,False,27,data\research\rd18_p0\raw\klines\kline_ADA-USDT_2019_03.json,d7c740a3f69ef9ae408107ea8a40424e3ebe7599b068a2b3d660ac40035c1c36,kline_ADA-USDT_2019_03,200000,0,False,True,2019-02-01T00:00:00+00:00,EMPTY_VALID_RESPONSE,ADA-USDT,seconds_or_normalized_milliseconds,https://api.kucoin.com/api/v1/market/candles?endAt=1554422400&startAt=1548979200&symbol=ADA-USDT&type=1day
2019-04-05T00:00:00+00:00,/api/v1/market/candles,,,,2019-03,False,27,data\research\rd18_p0\raw\klines\kline_DOT-USDT_2019_03.json,d7c740a3f69ef9ae408107ea8a40424e3ebe7599b068a2b3d660ac40035c1c36,kline_DOT-USDT_2019_03,200000,0,False,True,2019-02-01T00:00:00+00:00,EMPTY_VALID_RESPONSE,DOT-USDT,seconds_or_normalized_milliseconds,https://api.kucoin.com/api/v1/market/candles?endAt=1554422400&startAt=1548979200&symbol=DOT-USDT&type=1day
2019-04-05T00:00:00+00:00,/api/v1/market/candles,,,,2019-03,False,27,data\research\rd18_p0\raw\klines\kline_SOL-USDT_2019_03.json,d7c740a3f69ef9ae408107ea8a40424e3ebe7599b068a2b3d660ac40035c1c36,kline_SOL-USDT_2019_03,200000,0,False,True,2019-02-01T00:00:00+00:00,EMPTY_VALID_RESPONSE,SOL-USDT,seconds_or_normalized_milliseconds,https://api.kucoin.com/api/v1/market/candles?endAt=1554422400&startAt=1548979200&symbol=SOL-USDT&type=1day
2019-04-05T00:00:00+00:00,/api/v1/market/candles,,,,2019-03,False,27,data\research\rd18_p0\raw\klines\kline_LUNA-USDT_2019_03.json,d7c740a3f69ef9ae408107ea8a40424e3ebe7599b068a2b3d660ac40035c1c36,kline_LUNA-USDT_2019_03,200000,0,False,True,2019-02-01T00:00:00+00:00,EMPTY_VALID_RESPONSE,LUNA-USDT,seconds_or_normalized_milliseconds,https://api.kucoin.com/api/v1/market/candles?endAt=1554422400&startAt=1548979200&symbol=LUNA-USDT&type=1day
2019-04-05T00:00:00+00:00,/api/v1/market/candles,,,,2019-03,False,27,data\research\rd18_p0\raw\klines\kline_FTT-USDT_2019_03.json,d7c740a3f69ef9ae408107ea8a40424e3ebe7599b068a2b3d660ac40035c1c36,kline_FTT-USDT_2019_03,200000,0,False,True,2019-02-01T00:00:00+00:00,EMPTY_VALID_RESPONSE,FTT-USDT,seconds_or_normalized_milliseconds,https://api.kucoin.com/api/v1/market/candles?endAt=1554422400&startAt=1548979200&symbol=FTT-USDT&type=1day
2019-04-05T00:00:00+00:00,/api/v1/market/candles,,,,2019-03,False,51,data\research\rd18_p0\raw\klines\kline_NANO-USDT_2019_03.json,60c8a7ca4ffde72c5aaa41b7a3622210ae7583d117471013b27b6df03bdbacce,kline_NANO-USDT_2019_03,400100,0,False,True,2019-02-01T00:00:00+00:00,EMPTY_VALID_RESPONSE,NANO-USDT,seconds_or_normalized_milliseconds,https://api.kucoin.com/api/v1/market/candles?endAt=1554422400&startAt=1548979200&symbol=NANO-USDT&type=1day
2019-04-05T00:00:00+00:00,/api/v1/market/candles,,,,2019-03,False,51,data\research\rd18_p0\raw\klines\kline_INVALID-RD18-USDT_2019_03.json,60c8a7ca4ffde72c5aaa41b7a3622210ae7583d117471013b27b6df03bdbacce,kline_INVALID-RD18-USDT_2019_03,400100,0,False,True,2019-02-01T00:00:00+00:00,EMPTY_VALID_RESPONSE,INVALID-RD18-USDT,seconds_or_normalized_milliseconds,https://api.kucoin.com/api/v1/market/candles?endAt=1554422400&startAt=1548979200&symbol=INVALID-RD18-USDT&type=1day
