portfolio_id,universe_id,cost_multiplier,total_net_pnl,positive_net_pnl_pool,largest_winner_net_pnl,largest_winner_positive_pnl_share,net_pnl_without_largest_winner,top_asset,top_asset_positive_contribution_share,minimum_loao_remaining_net_pnl,minimum_loyo_remaining_net_pnl
MOMENTUM_BREAKOUT,C2,1.0,369133.0724133804,1401999.3581023472,111319.12059106228,0.07940026501990444,257813.95182231808,KCS-USDT,0.13058385310140452,186054.59418668004,86226.72407678183
MOMENTUM_BREAKOUT,C2,2.0,318935.04544811836,1302433.5498264895,104855.19498523498,0.08050713604483224,214079.85046288336,KCS-USDT,0.1328646694357322,145887.6423884146,73547.84804457662
MOMENTUM_BREAKOUT,D2,1.0,383514.71166452294,1392059.959204501,111566.12182498784,0.08014462386285631,271948.58983953507,KCS-USDT,0.13731093935935804,192369.6510216033,86926.72614874254
MOMENTUM_BREAKOUT,D2,2.0,331083.70940175914,1292560.6684420332,105012.60778880998,0.08124385210899633,226071.10161294916,KCS-USDT,0.13996826412537955,150166.2363631875,74039.28076903013
MOMENTUM_BREAKOUT,E2,1.0,369133.0724133804,1401999.3581023472,111319.12059106228,0.07940026501990444,257813.95182231808,KCS-USDT,0.13058385310140452,186054.59418668004,86226.72407678183
MOMENTUM_BREAKOUT,E2,2.0,318935.04544811836,1302433.5498264895,104855.19498523498,0.08050713604483224,214079.85046288336,KCS-USDT,0.1328646694357322,145887.6423884146,73547.84804457662
VOLATILITY_EXPANSION,C2,1.0,272628.6867026752,1081340.786326179,51647.96277584498,0.04776289161469373,220980.72392683022,ADA-USDT,0.09674014475769613,168019.62250107966,1135.6696095778025
VOLATILITY_EXPANSION,C2,2.0,207999.98816124882,940193.2529745464,45083.101747321736,0.04795088839947489,162916.88641392707,ADA-USDT,0.09351815925602061,120074.84579813913,-10085.271469559288
VOLATILITY_EXPANSION,D2,1.0,329447.00931830844,1166398.8596563516,49583.73872040042,0.042510105621167145,279863.270597908,ADA-USDT,0.09927483876021517,213652.95059582527,-3705.435484852351
VOLATILITY_EXPANSION,D2,2.0,255859.43223083433,1012706.6474164532,43158.57763647096,0.04261705771022055,212700.85459436337,ADA-USDT,0.09809859709344189,156514.33085207737,-13804.160029992228
VOLATILITY_EXPANSION,E2,1.0,258145.25194994805,1080737.1498271867,51647.96277584498,0.04778956916962061,206497.28917410306,ADA-USDT,0.09679417813880355,153536.18774835253,1135.6696095777734
VOLATILITY_EXPANSION,E2,2.0,195974.66797554048,939656.0140829015,45083.101747321736,0.047978303838477065,150891.56622821873,ADA-USDT,0.09357162732462697,108049.52561243078,-10085.271469559259
RELATIVE_STRENGTH_ROTATION,C2,1.0,341214.1498633233,1074787.262645117,100790.38043955079,0.09377705146179302,240423.76942377252,KCS-USDT,0.20109575032884516,125078.99883781793,56112.49243527569
RELATIVE_STRENGTH_ROTATION,C2,2.0,294862.0446473042,987836.055358934,93433.37089757837,0.09458388402681758,201428.67374972586,KCS-USDT,0.20157174506239886,95742.20713304746,46006.39074122356
RELATIVE_STRENGTH_ROTATION,D2,1.0,259068.51355131884,841815.7889364813,84459.77573313288,0.10033047234696822,174608.73781818597,KCS-USDT,0.19683199601841825,93372.23153513172,27532.368625729257
RELATIVE_STRENGTH_ROTATION,D2,2.0,216815.28807814347,768475.9706310917,77729.3307535209,0.10114737965025455,139085.95732462255,KCS-USDT,0.19539358374036436,66660.01415817946,19106.828506242397
RELATIVE_STRENGTH_ROTATION,E2,1.0,327764.6756805055,1074787.262645117,100790.38043955079,0.09377705146179302,226974.29524095473,KCS-USDT,0.20109575032884516,111629.52465500013,56112.492435275635
RELATIVE_STRENGTH_ROTATION,E2,2.0,282726.0197602584,987836.055358934,93433.37089757837,0.09458388402681758,189292.64886268,KCS-USDT,0.20157174506239886,83606.18224600161,46006.390741223586
MOMENTUM_ACCELERATION,C2,1.0,178059.94943957689,972947.3945227921,53431.43629406959,0.054917086571033426,124628.5131455073,ADA-USDT,0.11358269743276353,67549.95990949898,5311.939006874891
MOMENTUM_ACCELERATION,C2,2.0,121098.03542041857,830926.0711882435,46284.25927340524,0.055702018360331,74813.77614701333,ADA-USDT,0.11319567783696194,27040.795559861668,-7000.145749764983
MOMENTUM_ACCELERATION,D2,1.0,259708.03355040395,1186345.3254967,62003.41054713711,0.05226421785847007,197704.62300326684,ADA-USDT,0.10461319542719894,135600.65817007376,24987.81285076923
MOMENTUM_ACCELERATION,D2,2.0,197278.6766275052,1033898.2056703622,54641.97279478815,0.05285043778498408,142636.70383271703,ADA-USDT,0.10481943096731361,88906.05503101124,11617.812663197226
MOMENTUM_ACCELERATION,E2,1.0,178059.94943957689,972947.3945227921,53431.43629406959,0.054917086571033426,124628.5131455073,ADA-USDT,0.11358269743276353,67549.95990949898,5311.939006874891
MOMENTUM_ACCELERATION,E2,2.0,121098.03542041857,830926.0711882435,46284.25927340524,0.055702018360331,74813.77614701333,ADA-USDT,0.11319567783696194,27040.795559861668,-7000.145749764983
UNION_ALL_RAW_QUALIFIED,C2,1.0,249706.2463917177,1221871.389879964,55499.754624824505,0.04542192826879821,194206.4917668932,KCS-USDT,0.09900107702657689,128739.66280564081,12658.443949804176
UNION_ALL_RAW_QUALIFIED,C2,2.0,186667.01740993245,1061934.2074497554,48618.83980393653,0.045783288138626886,138048.1776059959,KCS-USDT,0.09895071335280378,81587.87004903484,-326.0667040638509
UNION_ALL_RAW_QUALIFIED,D2,1.0,408433.410305779,1413763.1124107908,54480.11306772428,0.03853553158196579,353953.29723805474,KCS-USDT,0.09008867295049204,281069.36764233356,9970.905619099736
