trade_count,final_equity,net_return,net_pnl,profit_factor,win_rate,maximum_drawdown,turnover,portfolio_id,universe_id,cost_multiplier,minimum_cash
480,469133.0724133801,3.6913307241338007,369133.0724133801,1.3573870863324315,0.5375,0.4011609346447257,400.74536919760374,MOMENTUM_BREAKOUT,C2,1.0,9584.478632524111
480,418935.04544811836,3.1893504544811835,318935.04544811836,1.3242862536427586,0.5333333333333333,0.4155716651218744,375.389073241072,MOMENTUM_BREAKOUT,C2,2.0,9412.419124950466
482,483514.71166452335,3.835147116645233,383514.71166452335,1.380265250964182,0.524896265560166,0.3880152448118361,394.1980502558374,MOMENTUM_BREAKOUT,D2,1.0,9746.714973219874
482,431083.70940175885,3.3108370940175886,331083.70940175885,1.344349083239852,0.520746887966805,0.40385591114709835,369.6469607528138,MOMENTUM_BREAKOUT,D2,2.0,9566.012506270039
480,469133.0724133801,3.6913307241338007,369133.0724133801,1.3573870863324315,0.5375,0.4011609346447257,400.74536919760374,MOMENTUM_BREAKOUT,E2,1.0,9584.478632524111
480,418935.04544811836,3.1893504544811835,318935.04544811836,1.3242862536427586,0.5333333333333333,0.4155716651218744,375.389073241072,MOMENTUM_BREAKOUT,E2,2.0,9412.419124950466
601,372628.68670267524,2.7262868670267526,272628.68670267524,1.3371146379899566,0.5141430948419301,0.5120990963931948,332.994495763061,VOLATILITY_EXPANSION,C2,1.0,9159.400624480666
601,307999.9881612491,2.079999881612491,207999.9881612491,1.2840779861779892,0.5058236272878536,0.5180046631396042,294.8808915152916,VOLATILITY_EXPANSION,C2,2.0,7897.926330536799
604,429447.0093183087,3.2944700931830866,329447.0093183087,1.393627195143001,0.5066225165562914,0.48656814390575354,348.91655894767075,VOLATILITY_EXPANSION,D2,1.0,8953.722425967071
604,355859.4322308347,2.558594322308347,255859.43223083467,1.3380595542894134,0.49503311258278143,0.516968256110169,309.4498441840588,VOLATILITY_EXPANSION,D2,2.0,8705.207319445673
601,358145.2519499482,2.581452519499482,258145.2519499482,1.3138193466482124,0.5141430948419301,0.5120990963931948,332.8606317275712,VOLATILITY_EXPANSION,E2,1.0,9159.400624480666
601,295974.6679755407,1.9597466797554066,195974.66797554068,1.2635196768096004,0.5058236272878536,0.5180046631396042,294.7694145804232,VOLATILITY_EXPANSION,E2,2.0,7897.926330536799
391,441214.1498633233,3.4121414986332335,341214.1498633233,1.4651399348176763,0.5421994884910486,0.3777644012326912,282.39713520468956,RELATIVE_STRENGTH_ROTATION,C2,1.0,16283.637057980315
391,394862.04464730393,2.9486204464730394,294862.04464730393,1.4255023133472269,0.5345268542199488,0.3876940663968165,262.85447690917687,RELATIVE_STRENGTH_ROTATION,C2,2.0,15212.838557851162
387,359068.5135513189,2.590685135513189,259068.5135513189,1.444564092350478,0.5271317829457365,0.3744996279580212,233.62492056382888,RELATIVE_STRENGTH_ROTATION,D2,1.0,8678.211444998247
387,316815.2880781436,2.1681528807814363,216815.2880781436,1.393022912335852,0.5167958656330749,0.3840972362919859,216.29396212017954,RELATIVE_STRENGTH_ROTATION,D2,2.0,8440.71519249121
392,427764.6756805055,3.277646756805055,327764.6756805055,1.4387613994542214,0.5408163265306123,0.3777644012326912,283.6658754156345,RELATIVE_STRENGTH_ROTATION,E2,1.0,16283.637057980315
392,382726.01976025803,2.8272601976025804,282726.01976025803,1.4009672327528413,0.5331632653061225,0.3876940663968165,263.9848166187773,RELATIVE_STRENGTH_ROTATION,E2,2.0,15212.838557851162
647,278059.9494395771,1.780599494395771,178059.94943957712,1.2240064936752604,0.4868624420401855,0.5092231227833234,316.5894277707733,MOMENTUM_ACCELERATION,C2,1.0,9325.737823777166
647,221098.03542041866,1.2109803542041866,121098.03542041866,1.1706019335928683,0.47913446676970634,0.5383567715349526,276.2915749563292,MOMENTUM_ACCELERATION,C2,2.0,8770.198922526273
646,359708.0335504038,2.597080335504038,259708.03355040378,1.2802693522132234,0.5015479876160991,0.49316988398497913,367.2482082492027,MOMENTUM_ACCELERATION,D2,1.0,8910.659577088501
646,297278.67662750545,1.9727867662750547,197278.67662750545,1.2358045321428297,0.49226006191950467,0.5238982884025525,325.93980620147096,MOMENTUM_ACCELERATION,D2,2.0,8681.037210676375
647,278059.9494395771,1.780599494395771,178059.94943957712,1.2240064936752604,0.4868624420401855,0.5092231227833234,316.5894277707733,MOMENTUM_ACCELERATION,E2,1.0,9325.737823777166
647,221098.03542041866,1.2109803542041866,121098.03542041866,1.1706019335928683,0.47913446676970634,0.5383567715349526,276.2915749563292,MOMENTUM_ACCELERATION,E2,2.0,8770.198922526273
674,349706.2463917179,2.4970624639171795,249706.24639171793,1.2568557904634818,0.5,0.5538312817922194,388.1694501209076,UNION_ALL_RAW_QUALIFIED,C2,1.0,8727.067372257967
674,286667.0174099326,1.8666701740993261,186667.01740993263,1.2132686104701806,0.4896142433234421,0.5673465279958828,342.17369890829474,UNION_ALL_RAW_QUALIFIED,C2,2.0,8130.928677098189
671,508433.41030577885,4.084334103057788,408433.41030577885,1.4062681222394804,0.5022354694485842,0.5208735141640458,432.9106652546592,UNION_ALL_RAW_QUALIFIED,D2,1.0,9245.256465788438
671,424329.2967857937,3.2432929678579363,324329.2967857937,1.355072805362274,0.4947839046199702,0.5296107709899368,385.1033430733437,UNION_ALL_RAW_QUALIFIED,D2,2.0,8964.585315569557
674,338230.6221354522,2.382306221354522,238230.62213545223,1.2432827801401511,0.49851632047477745,0.5538312817922194,388.15623548559574,UNION_ALL_RAW_QUALIFIED,E2,1.0,8727.067372257967
674,277244.60852804617,1.7724460852804618,177244.60852804617,1.201143210290114,0.48813056379821956,0.5673465279958828,342.1627724792987,UNION_ALL_RAW_QUALIFIED,E2,2.0,8130.928677098189
