portfolio_id,universe_id,cost_multiplier,pair,signal_time,entry_time,exit_time,holding_hours,entry_price,exit_price,quantity,entry_notional,exit_notional,entry_cost,exit_cost,gross_pnl,net_pnl,period_id,membership_rank,support_families,support_count
MOMENTUM_BREAKOUT,C2,1.0,BTC-USDT,2019-04-01 07:00:00+00:00,2019-04-01 08:00:00+00:00,2019-04-08 08:00:00+00:00,168,4143.2,5227.8,1.3709100698261585,5679.95460130374,7166.843663037192,7.099943251629675,8.95855457879649,1486.8890617334519,1470.8305639030257,DISCOVERY_2019_2020,1,MOMENTUM_BREAKOUT,1
MOMENTUM_BREAKOUT,C2,1.0,KCS-USDT,2019-04-02 03:00:00+00:00,2019-04-02 04:00:00+00:00,2019-04-09 04:00:00+00:00,168,1.77,1.21519,4750.801328136382,8408.918350801396,5773.12626593805,10.511147938501745,7.216407832422562,-2635.7920848633457,-2653.51964063427,DISCOVERY_2019_2020,2,MOMENTUM_BREAKOUT,1
MOMENTUM_BREAKOUT,C2,1.0,NEO-USDT,2019-04-02 03:00:00+00:00,2019-04-02 04:00:00+00:00,2019-04-09 04:00:00+00:00,168,10.31,12.2875,12.573438799562751,129.63215402349198,154.4961292496273,0.16204019252936497,0.19312016156203413,24.863975226135324,24.508814872043924,DISCOVERY_2019_2020,5,MOMENTUM_BREAKOUT,1
MOMENTUM_BREAKOUT,C2,1.0,XRP-USDT,2019-04-02 04:00:00+00:00,2019-04-02 05:00:00+00:00,2019-04-09 05:00:00+00:00,168,0.31735,0.34832,507.7687690386119,161.1404188544035,176.8660176315293,0.20142552356800436,0.22108252203941164,15.72559877712581,15.303090731518395,DISCOVERY_2019_2020,6,MOMENTUM_BREAKOUT,1
MOMENTUM_BREAKOUT,C2,1.0,ETH-USDT,2019-04-02 05:00:00+00:00,2019-04-02 06:00:00+00:00,2019-04-09 06:00:00+00:00,168,145.53,174.34,37.8170949871412,5503.52183347866,6593.032340058197,6.879402291848325,8.241290425072746,1089.5105065795378,1074.3898138626168,DISCOVERY_2019_2020,3,MOMENTUM_BREAKOUT,1
MOMENTUM_BREAKOUT,C2,1.0,BTC-USDT,2019-04-10 19:00:00+00:00,2019-04-10 20:00:00+00:00,2019-04-17 20:00:00+00:00,168,5353.4,5202.5,1.9263882374198995,10312.72679020369,10022.034805177027,12.890908487754611,12.527543506471284,-290.6919850266622,-316.11043702088807,DISCOVERY_2019_2020,2,MOMENTUM_BREAKOUT,1
MOMENTUM_BREAKOUT,C2,1.0,ETH-USDT,2019-04-14 23:00:00+00:00,2019-04-15 00:00:00+00:00,2019-04-22 00:00:00+00:00,168,167.5,168.67,15.48461637938686,2593.673243547299,2611.7902447111815,3.242091554434124,3.264737805888977,18.117001163882378,11.610171803559277,DISCOVERY_2019_2020,3,MOMENTUM_BREAKOUT,1
MOMENTUM_BREAKOUT,C2,1.0,LTC-USDT,2019-04-14 23:00:00+00:00,2019-04-15 00:00:00+00:00,2019-04-22 00:00:00+00:00,168,82.865,76.693,2.4932394497191757,206.6022870009795,191.21401311731273,0.2582528587512244,0.23901751639664093,-15.388273883666756,-15.88554425881462,DISCOVERY_2019_2020,5,MOMENTUM_BREAKOUT,1
MOMENTUM_BREAKOUT,C2,1.0,KCS-USDT,2019-04-16 18:00:00+00:00,2019-04-16 19:00:00+00:00,2019-04-23 19:00:00+00:00,168,1.18774,1.17447,5666.317557273024,6730.112015475462,6654.919981490449,8.412640019344327,8.31864997686306,-75.19203398501304,-91.92332398122042,DISCOVERY_2019_2020,1,MOMENTUM_BREAKOUT,1
MOMENTUM_BREAKOUT,C2,1.0,XRP-USDT,2019-04-17 14:00:00+00:00,2019-04-17 15:00:00+00:00,2019-04-24 15:00:00+00:00,168,0.3331,0.29742,408.89622296081245,136.20333186824664,121.61391463300485,0.1702541648353083,0.15201739329125608,-14.589417235241783,-14.911688793368347,DISCOVERY_2019_2020,4,MOMENTUM_BREAKOUT,1
