symbol,slug,path,row_count,first_timestamp,last_timestamp,duplicate_count,maximum_gap_days,eligible,exclusion_reason
BTC/USDT,BTC_USDT,data/research/multi_asset_daily/kucoin/BTC_USDT.parquet,929,2022-06-17T00:00:00Z,2024-12-31T00:00:00Z,0,1,True,
ETH/USDT,ETH_USDT,data/research/multi_asset_daily/kucoin/ETH_USDT.parquet,929,2022-06-17T00:00:00Z,2024-12-31T00:00:00Z,0,1,True,
ADA/USDT,ADA_USDT,data/research/multi_asset_daily/kucoin/ADA_USDT.parquet,929,2022-06-17T00:00:00Z,2024-12-31T00:00:00Z,0,1,True,
AVAX/USDT,AVAX_USDT,data/research/multi_asset_daily/kucoin/AVAX_USDT.parquet,929,2022-06-17T00:00:00Z,2024-12-31T00:00:00Z,0,1,True,
DOT/USDT,DOT_USDT,data/research/multi_asset_daily/kucoin/DOT_USDT.parquet,929,2022-06-17T00:00:00Z,2024-12-31T00:00:00Z,0,1,True,
