regime,duration_days,strategy_return,benchmark_return,trade_count,win_rate,expectancy,profit_factor,maximum_drawdown,exposure,contribution_by_asset
BULL,623,0.07347242976350032,1.2592876997172837,23,0.391304347826087,365.9461267378321,1.7191179882892489,0.0561397198639449,,"{""ADA/USDT"": 2141.964564962391, ""AVAX/USDT"": -423.7252044420153, ""BTC/USDT"": 9385.872921986813, ""DOT/USDT"": -1001.3145026590263, ""ETH/USDT"": -1686.036864878024}"
BEAR,10,0.0,0.21159844212470635,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": 0, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
SIDEWAYS_TRANSITION,96,0.029629402544985695,0.5780210510956867,1,0.0,-1069.5179386200818,0.0,0.020397732310850698,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": -1069.5179386200818, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
