architecture_id,engine_id,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_mfe_r,average_mae_r,average_holding_bars,positive_net_contribution
COMPOSITE_ALPHA_V2,COMPRESSION_EXPANSION_SPECIALIST_V2,272,27614.57867234623,0.2761457867234623,0.3897058823529412,1.263472866273989,0.1407707633276285,-0.6151128375609818,2.1128693313014213,-1.0562704832294727,16.084558823529413,True
COMPOSITE_ALPHA_V2,TREND_CONTINUATION_CORE_V2,324,64021.977673002155,0.6402197767300215,0.4351851851851852,1.5390109178496427,0.2645128093992445,-0.6044803447268257,2.4819048978830893,-1.0875765916379612,16.688271604938272,True
