architecture_id,classification,strategic_objective_met,starting_equity,final_equity,net_return,cagr,monthly_geometric_return,maximum_drawdown,calmar_ratio,recovery_factor,annualized_sharpe,annualized_sortino,annualized_volatility,ulcer_index,trade_count,winning_trades,losing_trades,breakeven_trades,win_rate,profit_factor,gross_profit,gross_loss,expectancy_per_trade,average_r,median_r,payoff_ratio,average_holding_bars,median_holding_bars,maximum_winning_streak,maximum_losing_streak,total_fees,turnover_on_initial_equity,exposure_fraction,average_gross_exposure,maximum_positions_observed,minimum_cash,minimum_equity,capital_feasible,maximum_positions_configured,maximum_open_risk_fraction_configured
COMPOSITE_ALPHA_V2,ROBUST_POSITIVE_V2_WITH_COST_CAPACITY_CONSTRAINT,False,100000.0,191636.5563453498,0.916365563453498,0.11447384855126796,0.009072777790036568,0.1130412238926507,1.012673470874464,8.106472416856722,1.034486361572717,1.3221988405250722,0.11060146898859413,0.04244178346855128,596,247,349,0,0.41442953020134227,1.409847927442455,315223.2825664165,223586.72622106812,153.7526113176986,0.20803992931286935,-0.6125835089660587,1.9920523347263837,16.41275167785235,10.0,13,10,51297.12691843805,255.77096617587134,0.14174650243309003,0.05329311150726854,3,3359.8551604996246,95178.94982197955,True,5,0.0225
