period,start_equity,end_equity,return,trade_count,architecture_id
2019,100000.0,95490.52571550729,-0.045094742844927094,15,COMPOSITE_ALPHA_V2
2020,95490.52571550729,133084.72160538327,0.3936955588859097,124,COMPOSITE_ALPHA_V2
2021,133084.72160538327,158755.37976815685,0.19288959583873977,143,COMPOSITE_ALPHA_V2
2022,158755.37976815685,158034.4744863214,-0.00454098174744233,18,COMPOSITE_ALPHA_V2
2023,158034.4744863214,187802.06896736808,0.18836139758621595,110,COMPOSITE_ALPHA_V2
2024,187802.06896736808,191636.5563453498,0.020417705721058832,186,COMPOSITE_ALPHA_V2
2025,191636.5563453498,191636.5563453498,0.0,0,COMPOSITE_ALPHA_V2
