gross_profit,gross_loss,top_1_trade_profit_share,top_3_trade_profit_share,top_5_trade_profit_share,top_10_trade_profit_share,positive_trade_hhi,top_asset_profit_share,top_asset,top_year_profit_share,top_year,largest_loss_share,net_return_without_top_1,net_return_without_top_3,net_return_without_top_5,net_return_without_top_10,architecture_id,top_engine_profit_share
315223.2825664165,223586.72622106812,0.055757906350134695,0.11198954130627406,0.1617944073233346,0.2712343131091531,0.014826315817832093,0.3710803705064284,ETH/USDT,0.2699977139123469,2021,0.0037954082341554204,0.7406036607662809,0.5633484552167739,0.40635192167998996,0.06137185822433952,COMPOSITE_ALPHA_V2,0.6986510648842382
