window_days,observation_count,minimum_return,p10_return,median_return,mean_return,p90_return,maximum_return,positive_fraction,architecture_id
90,2103,-0.07436965250772043,-0.024028443999772664,0.005438245594556079,0.032529864034026426,0.12068357546355235,0.31867509058569277,0.5710889205896339,COMPOSITE_ALPHA_V2
180,2013,-0.07259879576138917,-0.022785130697753564,0.016894955633087072,0.07150875273358984,0.23240640351001685,0.3493816412090771,0.6676602086438153,COMPOSITE_ALPHA_V2
365,1828,-0.05456397867442153,-0.010633116882603044,0.15449167823893117,0.1655141193032977,0.3654535601202543,0.5832113405981632,0.8364332603938731,COMPOSITE_ALPHA_V2
