architecture_id,router_decision,candidate_count,hypothetical_net_pnl,hypothetical_return_on_initial_equity,hypothetical_profit_factor
COMPOSITE_ALPHA_V2,REJECTED_MAX_POSITIONS,0,0.0,0.0,
COMPOSITE_ALPHA_V2,REJECTED_MAX_OPEN_RISK,1,4668.578961042637,0.046685789610426374,
