net_r_p05,net_r_p10,net_r_p25,net_r_p50,net_r_p75,net_r_p90,net_r_p95,net_r_skew,tail_ratio,mfe_r_median,mfe_r_p90,mae_r_median,mae_r_p10,holding_bars_p50,holding_bars_p90,architecture_id
-1.1157932432533575,-1.1024362726581516,-1.0628061656949894,-0.6125835089660587,0.41614999935814573,2.2512278498777447,4.714451508125741,4.02434574578865,4.225201699895268,1.2671171639765,5.855637148736176,-1.0598385582828338,-1.875658091427078,10.0,48.0,COMPOSITE_ALPHA_V2
