exit_reason,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_mfe_r,average_mae_r,average_holding_bars,average_exit_efficiency,average_giveback_r,architecture_id
HARD_STOP,329,-222550.79001498225,-2.2255079001498226,0.0,0.0,-0.9328644340400849,-1.0472111686622907,0.5602995906501679,-1.4732184419462189,7.741641337386018,-5.395006934558449,1.3769039744710547,COMPOSITE_ALPHA_V2
PROFIT_FLOOR,189,51221.15446144086,0.5122115446144087,0.9206349206349206,237.10052468721912,0.37632755929191114,0.17999768470927907,2.885650508237403,-0.6332531465143748,18.47089947089947,0.11908508954016289,2.389794570723767,COMPOSITE_ALPHA_V2
TIME_EXIT,78,262966.1918988898,2.629661918988898,0.9358974358974359,322.0860305595007,4.612542153378039,3.72656705911845,8.321937610863245,-0.45264967996914396,48.0,0.5262613600385503,3.584534597944597,COMPOSITE_ALPHA_V2
