symbol,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_mfe_r,average_mae_r,average_holding_bars,architecture_id
AVAX/USDT,39,1576.658906299462,0.01576658906299462,0.28205128205128205,1.0703477117930789,0.053902868591434526,-1.0604818949190178,1.650259903538054,-1.0668823585166156,12.717948717948717,COMPOSITE_ALPHA_V2
BTC/USDT,230,20618.58135991694,0.2061858135991694,0.3652173913043478,1.2662579981383513,0.12228478461407477,-0.5404624111778256,2.3245132562692152,-1.1765525316822822,16.291304347826088,COMPOSITE_ALPHA_V2
ETH/USDT,209,46571.106448319835,0.4657110644831984,0.5023923444976076,1.6615019852220516,0.31101084652338457,0.0013177551447222271,2.4595247482049616,-1.0060024590282883,17.913875598086126,COMPOSITE_ALPHA_V2
LINK/USDT,41,9186.928703632551,0.09186928703632552,0.2926829268292683,1.4582558780133201,0.2195850192523768,-1.0738262925677016,2.4676298288939957,-1.0591555634048768,14.048780487804878,COMPOSITE_ALPHA_V2
NEAR/USDT,23,5725.077913011568,0.05725077913011568,0.5217391304347826,1.638922788383693,0.3459997675027271,0.04702345299580135,2.267788332579643,-0.8584521895418347,17.391304347826086,COMPOSITE_ALPHA_V2
SOL/USDT,54,7958.20301416801,0.0795820301416801,0.42592592592592593,1.327150401735585,0.2185525586827682,-1.0581782953632066,2.08271912665521,-1.0007518604457175,15.166666666666666,COMPOSITE_ALPHA_V2
