trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_mfe_r,average_mae_r,average_holding_bars,regime_type,regime,architecture_id
33,6968.987815979248,0.06968987815979248,0.42424242424242425,1.854870548743385,0.30220649497940855,-0.5712354391934793,3.0419723747767384,-0.8793884638961594,16.454545454545453,MARKET_TREND,BEAR,COMPOSITE_ALPHA_V2
23,1693.3382454862603,0.016933382454862603,0.391304347826087,1.2351610406887374,0.1472468039553269,-0.9246351478013075,2.10103592144615,-1.0034415751479113,18.391304347826086,MARKET_TREND,BULL,COMPOSITE_ALPHA_V2
540,82974.23028388288,0.8297423028388288,0.4148148148148148,1.398466544992464,0.204874642676254,-0.6044803447268257,2.278016167531877,-1.0881137251706312,16.325925925925926,MARKET_TREND,STRONG_BULL,COMPOSITE_ALPHA_V2
127,19872.82222527669,0.1987282222527669,0.4330708661417323,1.4579030154024237,0.21332072339734465,-0.46189032369809196,2.2387625456563693,-1.042171572297467,15.661417322834646,VOLATILITY,LOW_VOLATILITY,COMPOSITE_ALPHA_V2
469,71763.73412007169,0.7176373412007169,0.4093816631130064,1.3982734407976616,0.20660994882517572,-0.6482967488419299,2.3337202595517024,-1.0817155595892063,16.616204690831555,VOLATILITY,NORMAL_VOLATILITY,COMPOSITE_ALPHA_V2
