policy_id,portfolio_id,universe_id,cost_multiplier,timestamp,equity,cash,gross_exposure,gross_exposure_fraction,open_positions,active_escrow_slots
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-09 23:00:00+00:00,77268.18144019757,77268.18144019757,0.0,0.0,0,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-10 23:00:00+00:00,77268.18144019757,77268.18144019757,0.0,0.0,0,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-11 23:00:00+00:00,77268.18144019757,77268.18144019757,0.0,0.0,0,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-12 23:00:00+00:00,77268.18144019757,77268.18144019757,0.0,0.0,0,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-13 23:00:00+00:00,77304.1822556861,70315.44768625866,6988.734569427443,0.09040564644111977,1,1.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-14 23:00:00+00:00,77065.17118303268,77065.17118303268,0.0,0.0,0,2.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-15 23:00:00+00:00,77065.17118303268,77065.17118303268,0.0,0.0,0,2.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-16 23:00:00+00:00,77072.3438222071,70120.63594480164,6951.707877405448,0.09019717751729292,1,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-17 23:00:00+00:00,77081.48453966886,49239.3407440964,27842.143795572458,0.36120404221384583,4,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-18 23:00:00+00:00,76423.42349854985,42306.18858546207,34117.23491308777,0.44642379719792524,5,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-19 23:00:00+00:00,76975.36753859767,49282.48445223809,27692.883086359576,0.3597629212029883,4,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-20 23:00:00+00:00,77494.33010902151,42018.70953905882,35475.62056996269,0.45778343422098683,5,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-21 23:00:00+00:00,78863.63193010664,64441.3527080101,14422.279222096546,0.18287617332762934,2,2.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-22 23:00:00+00:00,78228.03197607415,64714.254928042326,13513.777048031829,0.17274852385606457,2,3.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-23 23:00:00+00:00,78669.92916123616,50523.704499699714,28146.22466153645,0.3577761536285357,3,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-24 23:00:00+00:00,78182.19982664764,71474.49368137802,6707.7061452696225,0.08579582258036395,1,1.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-25 23:00:00+00:00,78207.42518463003,78207.42518463003,0.0,0.0,0,1.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-26 23:00:00+00:00,77956.55446209646,64112.49198073008,13844.062481366382,0.17758689537898384,1,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-27 23:00:00+00:00,78362.90281050999,64112.49198073008,14250.410829779908,0.18185149246243404,1,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-28 23:00:00+00:00,78090.12266921387,64112.49198073008,13977.63068848379,0.17899358088720624,1,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-29 23:00:00+00:00,79153.08422172145,64385.33174465581,14767.752477065646,0.18657204102999475,1,1.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-06-30 23:00:00+00:00,80571.51950781589,43412.549360419296,37158.9701473966,0.4611923713787224,3,2.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-07-01 23:00:00+00:00,81630.49325659763,57943.482563479425,23687.01069311821,0.2901735582885719,2,3.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-07-02 23:00:00+00:00,81729.77861197657,74173.34130099815,7556.437310978425,0.09245635359975286,1,2.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-07-03 23:00:00+00:00,81241.51496643177,59236.23892842294,22005.276038008822,0.270862453107887,2,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-07-04 23:00:00+00:00,80744.96698050827,44609.08601784927,36135.88096265899,0.44753106371796697,3,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-07-05 23:00:00+00:00,79973.54532095065,44609.08601784927,35364.45930310137,0.442201970178718,3,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-07-06 23:00:00+00:00,81074.88263641375,66136.96506173993,14937.917574673822,0.18424840208112306,1,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-07-07 23:00:00+00:00,81149.19476049366,73751.36358546755,7397.83117502611,0.09116333436037544,1,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-07-08 23:00:00+00:00,81285.73941512592,73751.36358546755,7534.375829658373,0.09269000791369256,1,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-07-09 23:00:00+00:00,80906.79200259526,66446.05922844277,14460.732774152499,0.17873323631084814,2,0.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-07-10 23:00:00+00:00,80366.26688040039,44433.54203522802,35932.724845172364,0.4471120314527834,3,1.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-07-11 23:00:00+00:00,80315.07537332509,44433.54203522802,35881.53333809707,0.4467596297620402,3,1.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,2023-07-12 23:00:00+00:00,80130.1081928967,51401.59696552384,28728.51122737286,0.3585233051004361,2,1.0
