policy_id,portfolio_id,universe_id,cost_multiplier,signal_events,missing_entry_bar,missing_exit_bar_precheck,same_pair_open,position_slots_full,gross_limit_rejection,capacity_unavailable,capacity_capped_entries,cash_capped_entries,admitted_entries,risk_off_suppressed_entries,entry_bar_adaptive_exits,max_hold_exits,time_failure_exits,adaptive_stagnation_exits,adaptive_protection_gap_exits,adaptive_protection_touch_exits,entry_state_RISK_ON,entry_state_TRANSITION,entry_state_RISK_OFF,escrow_slot_rejections,evidence_regime_trade_exits,family_mb_evidence_exits,family_rs_evidence_exits,family_overlap_all_invalidated_exits,profit_giveback_exits,escrow_slots_created,escrow_slots_released,max_active_escrow_slots
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,RELATIVE_STRENGTH_ROTATION,C2,1.0,1047,0,0,469,17,0,0,7,0,395,166,,4,36,,,,107,288,166,17.0,0.0,0.0,0.0,185.0,170.0,320.0,320.0,5.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,RELATIVE_STRENGTH_ROTATION,C2,2.0,1047,0,0,469,17,0,0,7,0,395,166,,4,36,,,,107,288,166,17.0,0.0,0.0,0.0,185.0,170.0,320.0,320.0,5.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,UNION_FOCUS,D2,1.0,2306,0,0,1126,349,0,0,11,0,581,250,,7,95,,,,186,395,250,308.0,0.0,0.0,0.0,196.0,283.0,430.0,430.0,5.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,UNION_FOCUS,D2,2.0,2306,0,0,1126,349,0,0,7,0,581,250,,7,95,,,,186,395,250,308.0,0.0,0.0,0.0,196.0,283.0,430.0,430.0,5.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,D2,1.0,1303,0,0,549,202,0,0,7,0,463,89,,4,99,,,,162,301,89,166.0,0.0,0.0,0.0,114.0,246.0,326.0,326.0,5.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,D2,2.0,1303,0,0,549,202,0,0,6,0,463,89,,4,99,,,,162,301,89,166.0,0.0,0.0,0.0,114.0,246.0,326.0,326.0,5.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,RELATIVE_STRENGTH_ROTATION,D2,1.0,1079,0,0,487,17,0,0,7,0,399,176,,4,36,,,,110,289,176,17.0,0.0,0.0,0.0,187.0,172.0,324.0,324.0,5.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,RELATIVE_STRENGTH_ROTATION,D2,2.0,1079,0,0,487,17,0,0,7,0,399,176,,4,36,,,,110,289,176,17.0,0.0,0.0,0.0,187.0,172.0,324.0,324.0,5.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,UNION_FOCUS,E2,1.0,2289,0,0,1122,343,0,0,9,0,576,248,,7,95,,,,185,391,248,306.0,0.0,0.0,0.0,189.0,285.0,424.0,424.0,5.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,UNION_FOCUS,E2,2.0,2289,0,0,1122,343,0,0,7,0,576,248,,7,95,,,,185,391,248,306.0,0.0,0.0,0.0,189.0,285.0,424.0,424.0,5.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,1.0,1292,0,0,545,197,0,0,5,0,456,94,,4,96,,,,160,296,94,162.0,0.0,0.0,0.0,112.0,244.0,322.0,322.0,5.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,MOMENTUM_BREAKOUT,E2,2.0,1292,0,0,545,197,0,0,4,0,456,94,,4,96,,,,160,296,94,162.0,0.0,0.0,0.0,112.0,244.0,322.0,322.0,5.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,RELATIVE_STRENGTH_ROTATION,E2,1.0,1073,0,0,488,16,0,0,7,0,397,172,,4,38,,,,109,288,172,16.0,0.0,0.0,0.0,185.0,170.0,320.0,320.0,5.0
FAMILY_AWARE_EVIDENCE_LIFECYCLE_SLOT_ESCROW,RELATIVE_STRENGTH_ROTATION,E2,2.0,1073,0,0,488,16,0,0,7,0,397,172,,4,38,,,,109,288,172,16.0,0.0,0.0,0.0,185.0,170.0,320.0,320.0,5.0
