architecture_id,engine_id,router_decision,candidate_count,fraction_of_engine_candidates
COMPOSITE_ALPHA_V2,COMPRESSION_EXPANSION_SPECIALIST_V2,ADMITTED,272,0.8690095846645367
COMPOSITE_ALPHA_V2,COMPRESSION_EXPANSION_SPECIALIST_V2,REJECTED_ENGINE_CONFLICT,38,0.12140575079872204
COMPOSITE_ALPHA_V2,COMPRESSION_EXPANSION_SPECIALIST_V2,REJECTED_ENGINE_COOLDOWN,2,0.006389776357827476
COMPOSITE_ALPHA_V2,COMPRESSION_EXPANSION_SPECIALIST_V2,REJECTED_SAME_SYMBOL_ACTIVE,1,0.003194888178913738
COMPOSITE_ALPHA_V2,TREND_CONTINUATION_CORE_V2,ADMITTED,324,0.864
COMPOSITE_ALPHA_V2,TREND_CONTINUATION_CORE_V2,REJECTED_ENGINE_COOLDOWN,17,0.04533333333333334
COMPOSITE_ALPHA_V2,TREND_CONTINUATION_CORE_V2,REJECTED_MAX_OPEN_RISK,1,0.0026666666666666666
COMPOSITE_ALPHA_V2,TREND_CONTINUATION_CORE_V2,REJECTED_SAME_SYMBOL_ACTIVE,33,0.088
