architecture_id,source_architecture_id,source_variant_id,trend_engine_id,compression_engine_id,trend_cooldown_hours,compression_cooldown_hours,base_risk_per_trade_fraction,expanded_risk_per_trade_fraction,maximum_open_risk_fraction,maximum_positions,previous_maximum_positions,capacity_change_source
COMPOSITE_ALPHA_V2,COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,TREND_CONTINUATION_CORE_V2,COMPRESSION_EXPANSION_SPECIALIST_V2,12,24,0.005,0.0075,0.0225,5,3,explicit_user_instruction
