architecture_id,spot_only,long_only,no_leverage,no_margin,no_short,no_derivatives,no_dca,no_kelly,no_pyramiding,no_averaging_down,same_symbol_overlap_absent,engine_cooldowns_respected,maximum_positions_configured,maximum_positions_observed,maximum_positions_respected,maximum_open_risk_fraction_configured,maximum_open_risk_fraction_observed,maximum_open_risk_respected,outcome_based_routing,sealed_cutoff_respected
COMPOSITE_ALPHA_V2,True,True,True,True,True,True,True,True,True,True,True,True,5,3,True,0.0225,0.0225,True,False,True
