source_variant_id,rd16h_decision,carry_forward,verified,source_candidate_count,source_candidate_content_sha256
EVIDENCE_COMPOSITE_EXPANSION,RETAIN_FOR_COMPOSITE_V2_REGISTRATION,True,True,688,33a6e54dcf4f47efff3cc8ae994ee822f10fd1fd51730ea0b8ca7ff43ca230b6
