trade_id,symbol,entry_timestamp,exit_timestamp,entry_price,exit_price,quantity,entry_fee,exit_fee,gross_pnl,net_pnl,holding_bars,exit_reason
TRADE-000001,ADA/USDT,2020-01-30T00:00:00Z,2020-02-14T00:00:00Z,0.053295634499999994,0.045555211000000005,129573.3815847331,6.9056955858689655,5.902742738076031,-1002.9528477929339,-1015.761286116879,15,stop_loss
TRADE-000002,BTC/USDT,2020-01-30T00:00:00Z,2020-02-27T00:00:00Z,9380.18775,9313.940700000001,1.4552349835128109,13.65037736571832,13.553972341003801,-96.40502471451963,-123.60937442124174,28,rsi_failure_below_45
TRADE-000003,ETH/USDT,2020-04-20T00:00:00Z,2020-05-12T00:00:00Z,187.503705,187.496205,38.26384826001057,7.1746133163097845,7.174326337447835,-0.28697886194981825,-14.635918515707438,22,rsi_failure_below_45
TRADE-000004,ETH/USDT,2020-06-01T00:00:00Z,2020-06-16T00:00:00Z,243.78182999999999,220.16986,43.30418850268522,10.556774319849563,9.534277120049815,-1022.4971997997477,-1042.5882512396472,15,stop_loss
TRADE-000005,ADA/USDT,2020-05-21T00:00:00Z,2020-06-20T00:00:00Z,0.0567993855,0.081797081,146281.5509894897,8.308702206189933,11.96540387509292,3656.7016689029865,3636.4275628217038,30,rsi_failure_below_45
TRADE-000006,ADA/USDT,2020-07-03T00:00:00Z,2020-07-24T00:00:00Z,0.096756354,0.12379307250000002,99528.21143742866,9.629986858826696,12.320903094268937,2690.9162354422406,2668.965345489145,21,rsi_failure_below_45
TRADE-000007,BTC/USDT,2020-07-24T00:00:00Z,2020-08-23T00:00:00Z,9520.85805,11523.53535,2.733703137135244,26.027199519504343,31.50192473718388,5474.725217679538,5417.19609342285,30,time_stop_30_bars
TRADE-000008,ETH/USDT,2020-07-24T00:00:00Z,2020-08-23T00:00:00Z,263.921895,387.76602,63.49961766482173,16.758939425875226,24.622994013409617,7864.054587534391,7822.672654095107,30,time_stop_30_bars
TRADE-000009,ETH/USDT,2020-09-03T00:00:00Z,2020-09-03T00:00:00Z,475.71774,423.80370642857145,22.697111999832323,10.797418825087114,9.619120190753343,-1178.2986343337689,-1198.7151733496094,0,stop_loss
TRADE-000010,ETH/USDT,2020-10-24T00:00:00Z,2020-10-31T00:00:00Z,414.1069499999999,379.4330457142857,34.52787031155147,14.298231064712125,13.101014994339836,-1197.2160703722896,-1224.6153164313416,7,stop_loss
TRADE-000011,BTC/USDT,2020-10-14T00:00:00Z,2020-11-13T00:00:00Z,11536.3653,15678.65675,2.05400786494301,23.695785059055627,32.204084276241815,8508.299217186186,8452.39934785089,30,time_stop_30_bars
TRADE-000012,ETH/USDT,2020-11-08T00:00:00Z,2020-12-08T00:00:00Z,456.077925,601.4991,28.14198844052534,12.834939693328783,16.927380719186395,4092.4410258576127,4062.678705445098,30,time_stop_30_bars
TRADE-000013,ETH/USDT,2020-12-19T00:00:00Z,2020-12-22T00:00:00Z,643.191435,573.6401792857143,18.62326111789683,11.978322042799766,10.683050846555012,-1295.2711962447552,-1317.93256913411,3,stop_loss
TRADE-000014,BTC/USDT,2020-12-02T00:00:00Z,2021-01-01T00:00:00Z,19703.6469,28853.765900000002,0.5036046388771059,9.922847981636508,14.530890356314055,4608.042374677547,4583.588636339597,30,time_stop_30_bars
TRADE-000015,ETH/USDT,2020-12-29T00:00:00Z,2021-01-23T00:00:00Z,685.28247,1111.3340550000003,12.926554175200556,8.85834097377025,14.365719868702818,5507.378894932568,5484.154834090095,25,rsi_failure_below_45
TRADE-000016,ADA/USDT,2021-04-15T00:00:00Z,2021-04-19T00:00:00Z,1.413550422,1.2362985414999998,7827.909833012541,11.065145247832827,9.677633509546911,-1387.5117382859144,-1408.254517043294,4,stop_loss
