trade_id,symbol,entry_timestamp,exit_timestamp,entry_price,exit_price,quantity,entry_fee,exit_fee,gross_pnl,net_pnl,holding_bars,exit_reason
TRADE-000001,DOT/USDT,2023-02-21T00:00:00Z,2023-02-25T00:00:00Z,7.442319299999999,6.525464207142857,1075.7304403283204,8.005929417652956,7.019640484896479,-986.2889327564768,-1001.3145026590263,4,stop_loss
TRADE-000002,BTC/USDT,2023-02-17T00:00:00Z,2023-02-26T00:00:00Z,24339.763799999997,22805.834235714286,0.6568054151842504,15.986488668145586,14.978995423811513,-1007.4932443340724,-1038.4587284260297,9,stop_loss
TRADE-000003,BTC/USDT,2023-03-16T00:00:00Z,2023-04-15T00:00:00Z,24688.838249999997,30357.4137,0.4273775253662683,10.551454595453068,12.974076343626052,2422.6217481729823,2399.096217233903,30,time_stop_30_bars
TRADE-000004,ETH/USDT,2023-03-16T00:00:00Z,2023-04-15T00:00:00Z,1700.2196849999998,2010.6841550000001,6.12510025601666,10.414016027878064,12.315642032559143,1901.6260046810787,1878.8963466206415,30,time_stop_30_bars
TRADE-000005,ADA/USDT,2023-04-16T00:00:00Z,2023-04-21T00:00:00Z,0.438265023,0.40402360142857147,29787.543849061232,13.054838590122328,12.034870743609211,-1019.9678465131179,-1045.0575558468495,5,stop_loss
TRADE-000006,AVAX/USDT,2023-04-15T00:00:00Z,2023-04-22T00:00:00Z,18.835413,18.299845500000004,739.8693268945003,13.93574433808992,13.539494372358353,-396.249965731567,-423.7252044420153,7,trailing_stop_close
TRADE-000007,ADA/USDT,2023-05-30T00:00:00Z,2023-06-02T00:00:00Z,0.383075442,0.374224794,44165.27194401328,16.918631071003084,16.52773979520235,-390.8912758007355,-424.33764666694094,3,momentum_failure_close_below_ema50
TRADE-000008,ETH/USDT,2023-07-15T00:00:00Z,2023-07-18T00:00:00Z,2005.452225,1882.01852,8.333013554553155,16.71146057393378,15.682885837080068,-1028.5747368537147,-1060.9690832647286,3,stop_loss
TRADE-000009,BTC/USDT,2023-06-22T00:00:00Z,2023-07-22T00:00:00Z,28319.45265,29785.79965,0.5566259692130795,15.763342778890163,16.579549598967855,816.2068200776923,783.8639276998342,30,time_stop_30_bars
TRADE-000010,BTC/USDT,2023-12-03T00:00:00Z,2024-01-02T00:00:00Z,38700.140400000004,42257.6606,0.4591062343875517,17.767475729313563,19.40075543209321,1633.2797027796494,1596.1114716182424,30,time_stop_30_bars
TRADE-000011,BTC/USDT,2024-01-04T00:00:00Z,2024-01-04T00:00:00Z,44967.6726,42092.11484285714,0.3573634820127751,16.06980405834646,15.042184725525042,-1027.6193328214179,-1058.7313216052894,0,stop_loss
TRADE-000012,ETH/USDT,2023-12-06T00:00:00Z,2024-01-04T00:00:00Z,2244.42165,2093.1943078571435,6.743364815064417,15.134953984778825,14.115172846696979,-1019.7811380818486,-1049.0312649133245,29,stop_loss
TRADE-000013,BTC/USDT,2024-01-10T00:00:00Z,2024-01-13T00:00:00Z,46972.67459999999,43029.51733571428,0.2538645879656606,11.92469868297405,10.923670688792354,-1001.0279941816941,-1023.8763635534605,3,stop_loss
TRADE-000014,ETH/USDT,2024-01-12T00:00:00Z,2024-01-23T00:00:00Z,2585.87229,2333.111432142857,3.9020668896924864,10.090246643782287,9.103956869327662,-986.289774454625,-1005.483977967735,11,stop_loss
TRADE-000015,ADA/USDT,2024-02-11T00:00:00Z,2024-03-12T00:00:00Z,0.541142436,0.7162187115,20619.55640117119,11.158116980169172,14.768112117348409,3609.9951371792367,3584.068908081719,30,time_stop_30_bars
TRADE-000016,BTC/USDT,2024-02-28T00:00:00Z,2024-03-21T00:00:00Z,54499.43609999999,61900.83410000001,0.30048796447508724,16.376424618729086,18.60045563801907,2224.0310192899865,2189.0541390332382,22,trailing_stop_close
