universe_id,exit_reason,trade_count,final_net_pnl_sum,pre_lock_net_contribution_sum,post_lock_net_contribution_sum
C2,MAX_HOLD_168H,21,7233.385586339268,7649.891497545386,-416.50591120611773
C2,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,24,-22894.602386136678,-17652.751260269262,-5241.851125867414
D2,MAX_HOLD_168H,21,7233.385586339268,7649.891497545386,-416.50591120611773
D2,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,24,-22894.602386136678,-17652.751260269262,-5241.851125867414
E2,MAX_HOLD_168H,21,7233.385586339268,7649.891497545386,-416.50591120611773
E2,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,24,-22894.602386136678,-17652.751260269262,-5241.851125867414
