total_net_pnl,positive_net_pnl_pool,largest_winner_net_pnl,largest_winner_positive_pnl_share,net_pnl_without_largest_winner,top_asset,top_asset_positive_contribution_share,top_month,top_month_positive_contribution_share,top_year,top_year_positive_contribution_share,minimum_loao_remaining_net_pnl,minimum_loyo_remaining_net_pnl,cross_venue_trade_review_triggered,run_id,universe_id,cost_multiplier
-93153.06226260596,266681.54418417683,4016.68027270867,0.01506171071941391,-97169.74253531464,SHIB-USDT,0.7760480603325717,2021-02,0.3865004100242916,2023,,-94413.40878336536,-90543.06567758728,False,C2_1x,C2,1.0
-99846.61824638073,113722.34316186614,3945.825002926987,0.03469700758197285,-103792.44324930772,SHIB-USDT,0.9488731209100261,2019-06,0.5616563553960001,2023,,-100026.92944487584,-99433.08565745872,False,C2_2x,C2,2.0
-92826.42069905595,272010.17756606475,4013.029639359429,0.014753233409381384,-96839.45033841538,SHIB-USDT,0.882572177629047,2021-02,0.372008102441196,2023,,-94409.38432156669,-89643.63202861398,False,D2_1x,D2,1.0
-99842.87259705373,112475.9865520931,3945.825002926987,0.035081488270382793,-103788.69759998072,SHIB-USDT,0.9576724416726675,2019-06,0.4892672828594258,2023,,-100037.58386287841,-99385.24300875116,False,D2_2x,D2,2.0
-93470.30281282871,266025.102288289,4016.68027270867,0.015098876903563147,-97486.98308553739,SHIB-USDT,0.8018822511812632,2021-02,0.3874274647920751,2023,,-94738.56938170813,-90594.80450687937,False,E2_1x,E2,1.0
-99853.84910140967,113685.4389053174,3945.825002926987,0.03470827082976965,-103799.67410433665,SHIB-USDT,0.9565550569402536,2019-06,0.561688074888694,2023,,-100027.84640863878,-99435.4817881864,False,E2_2x,E2,2.0
