universe_id,partition_id,horizon_hours,cost_multiplier,event_count,mean_net_forward_return,median_net_forward_return,positive_net_forward_share,score_rank_ic,top_score_quintile_mean_net_return,bottom_score_quintile_mean_net_return,top_minus_bottom_net_spread
C2,DISCOVERY_2019_2021,24,1.0,4940,0.00039925081169515865,-0.00260272865184417,0.4645748987854251,0.006252185635933816,0.0006280732913640527,-0.0009701534808428271,0.00159822677220688
C2,DISCOVERY_2019_2021,24,2.0,4940,-0.0021043777875685405,-0.005102600080314953,0.4311740890688259,0.006252185635933816,-0.0018758416939818352,-0.0034720681823686796,0.0015962264883868445
C2,DISCOVERY_2019_2021,72,1.0,4940,0.007038934079080471,-0.005800016617914338,0.46740890688259107,0.021283046151283697,0.010059572492803558,-0.0005411195784351578,0.010600692071238715
C2,DISCOVERY_2019_2021,72,2.0,4940,0.004526995488243075,-0.008295886434412567,0.4477732793522267,0.021283046151283697,0.007543853378294415,-0.0030435712435434993,0.010587424621837914
C2,DISCOVERY_2019_2021,168,1.0,4940,0.018567111342505306,-0.0025363829855115805,0.48906882591093115,0.013344763446250381,0.020118124649826527,0.006041769307812173,0.014076355342014353
C2,DISCOVERY_2019_2021,168,2.0,4940,0.016040744494767507,-0.005036337449860127,0.4789473684210526,0.013344763446250381,0.01758981660896316,0.003531078732958841,0.014058737876004318
C2,STRESS_2023,24,1.0,1802,-0.0004869590622298779,-0.003977278090202896,0.42175360710321863,-0.019321382400360777,-0.0010821652606366411,0.0006379591181115903,-0.0017201243787482315
C2,STRESS_2023,24,2.0,1802,-0.002989478512715197,-0.006475429181454207,0.376803551609323,-0.019321382400360777,-0.0035839397722003006,-0.0018659682399836685,-0.001717971532216632
C2,STRESS_2023,72,1.0,1796,0.004880184996966934,-0.005272682654653839,0.44097995545657015,-0.027160062037214005,0.0027799114084384492,0.008016984742176967,-0.005237073333738518
C2,STRESS_2023,72,2.0,1796,0.0023709482197492057,-0.0077692124635967,0.41815144766146994,-0.027160062037214005,0.0002733032589910937,0.005503822057893891,-0.005230518798902798
C2,STRESS_2023,168,1.0,1778,0.015729674972945473,-0.0031947925502335923,0.47581552305961755,-0.041665569811479786,0.018588719143078664,0.01674835543968726,0.0018403637033914053
C2,STRESS_2023,168,2.0,1778,0.013206859359712745,-0.005693922972573725,0.46175478065241843,-0.041665569811479786,0.016062325251785702,0.01422426488219078,0.0018380603695949214
C2,VALIDATION_2022,24,1.0,1430,-0.0037425134418915943,-0.004904307187250222,0.41468531468531467,-0.002722966878132067,-0.003744827589724739,-0.004824433787926663,0.0010796061982019235
C2,VALIDATION_2022,24,2.0,1430,-0.006240958356232155,-0.007401298041834389,0.37552447552447554,-0.002722966878132067,-0.006243269607760127,-0.007321524609218369,0.0010782550014582417
C2,VALIDATION_2022,72,1.0,1430,-0.01595770728934643,-0.018866681266664343,0.37272727272727274,-0.005011794282220489,-0.015512187694514318,-0.01070030583436894,-0.004811881860145377
C2,VALIDATION_2022,72,2.0,1430,-0.018440864101249628,-0.021346197310135352,0.35454545454545455,-0.005011794282220489,-0.017995902102906667,-0.013190042623061844,-0.004805859479844823
C2,VALIDATION_2022,168,1.0,1430,-0.03809932251344748,-0.029478771848166135,0.34545454545454546,0.03455052630637214,-0.03268659027726457,-0.043735635605686024,0.011049045328421457
C2,VALIDATION_2022,168,2.0,1430,-0.040554767666747295,-0.031945006176266055,0.33776223776223774,0.03455052630637214,-0.0351488098138387,-0.04618402654985914,0.01103521673602044
D2,DISCOVERY_2019_2021,24,1.0,4940,0.00048661498712990534,-0.002510532337836224,0.4645748987854251,0.00014077517247447103,0.0007486877677597415,0.0006164133363171753,0.00013227443144256618
D2,DISCOVERY_2019_2021,24,2.0,4940,-0.0020171229540304567,-0.005010519155936554,0.43016194331983804,0.00014077517247447103,-0.0017553781743776297,-0.0018874870558434225,0.00013210888146579286
D2,DISCOVERY_2019_2021,72,1.0,4940,0.007200016859338836,-0.005124880075362844,0.47125506072874496,0.013488493053055254,0.01152906313530404,0.0022808648740976533,0.009248198261206386
D2,DISCOVERY_2019_2021,72,2.0,4940,0.004687876663019263,-0.007621594868760387,0.451417004048583,0.013488493053055254,0.00901150485853895,-0.00022511868644564748,0.009236623544984597
D2,DISCOVERY_2019_2021,168,1.0,4940,0.019355922437595725,-0.001898298444153822,0.49271255060728747,0.011557749085175695,0.022407381749032517,0.009823194600210092,0.012584187148822425
D2,DISCOVERY_2019_2021,168,2.0,4940,0.01682856834192915,-0.00439905151243398,0.48218623481781375,0.011557749085175695,0.01987620855535413,0.007307771327869402,0.012568437227484727
D2,STRESS_2023,24,1.0,1835,-8.423037165233507e-05,-0.003816357911693633,0.426158038147139,-0.020443547569917373,-0.0022278996819836377,0.0009334378785970875,-0.0031613375605807252
D2,STRESS_2023,24,2.0,1835,-0.002587253863052019,-0.00631471040492055,0.38201634877384194,-0.020443547569917373,-0.004728240233070016,-0.0015708592902121709,-0.003157380942857845
D2,STRESS_2023,72,1.0,1829,0.0057363365567855325,-0.004672140060896023,0.45215965008201203,-0.03305310532901451,0.003927913521500981,0.007430346905049076,-0.0035024333835480944
D2,STRESS_2023,72,2.0,1829,0.0032260282507069527,-0.007169421487603287,0.4264625478403499,-0.03305310532901451,0.0014198685734139983,0.00491791843583124,-0.0034980498624172423
D2,STRESS_2023,168,1.0,1811,0.017800177897815458,-0.0004687824470382962,0.4969630038652678,-0.015327511531640027,0.02104304704614267,0.012664286054971123,0.008378760991171545
D2,STRESS_2023,168,2.0,1811,0.01527477091671682,-0.002971324646729112,0.48371065709552735,-0.015327511531640027,0.018513581405283922,0.010145306973550636,0.008368274431733286
D2,VALIDATION_2022,24,1.0,1430,-0.0037425134418915943,-0.004904307187250222,0.41468531468531467,-0.002722966878132067,-0.003744827589724739,-0.004824433787926663,0.0010796061982019235
D2,VALIDATION_2022,24,2.0,1430,-0.006240958356232155,-0.007401298041834389,0.37552447552447554,-0.002722966878132067,-0.006243269607760127,-0.007321524609218369,0.0010782550014582417
D2,VALIDATION_2022,72,1.0,1430,-0.01595770728934643,-0.018866681266664343,0.37272727272727274,-0.005011794282220489,-0.015512187694514318,-0.01070030583436894,-0.004811881860145377
D2,VALIDATION_2022,72,2.0,1430,-0.018440864101249628,-0.021346197310135352,0.35454545454545455,-0.005011794282220489,-0.017995902102906667,-0.013190042623061844,-0.004805859479844823
D2,VALIDATION_2022,168,1.0,1430,-0.03809932251344748,-0.029478771848166135,0.34545454545454546,0.03455052630637214,-0.03268659027726457,-0.043735635605686024,0.011049045328421457
D2,VALIDATION_2022,168,2.0,1430,-0.040554767666747295,-0.031945006176266055,0.33776223776223774,0.03455052630637214,-0.0351488098138387,-0.04618402654985914,0.01103521673602044
E2,DISCOVERY_2019_2021,24,1.0,4934,0.00027746057266006237,-0.002664244746565298,0.4631130928252939,0.00680613185204776,0.000590489106557347,-0.0010305323008961537,0.0016210214074535007
E2,DISCOVERY_2019_2021,24,2.0,4934,-0.002226015598269425,-0.005164039183678483,0.4296716659910823,0.00680613185204776,-0.0019133788397587455,-0.0035323714344369585,0.001618992594678213
E2,DISCOVERY_2019_2021,72,1.0,4934,0.006927822062787715,-0.0058721846245867095,0.46676124847993516,0.020584799844824173,0.009827384871206999,-0.00023161394918725213,0.01005899882039425
E2,DISCOVERY_2019_2021,72,2.0,4934,0.0044160225358005,-0.00836796411817296,0.44710174300770167,0.020584799844824173,0.007311956354472066,-0.0027344529805399588,0.010046409335012024
E2,DISCOVERY_2019_2021,168,1.0,4934,0.018471567473286248,-0.002588786222682672,0.4888528577219295,0.011820851076303547,0.01973919016686609,0.00634390307555933,0.01339528709130676
E2,DISCOVERY_2019_2021,168,2.0,4934,0.01594532020485911,-0.005088675101002218,0.4787190920145926,0.011820851076303547,0.01721135638693259,0.0038328343608214624,0.013378522026111127
E2,STRESS_2023,24,1.0,1813,-0.00021659673516391789,-0.0037606614133473388,0.42691671263099834,-0.031144433580023508,-0.001857978935432294,0.0016285777586573064,-0.0034865566940896005
E2,STRESS_2023,24,2.0,1813,-0.0027194545615279175,-0.006259083614331885,0.3816878102592388,-0.031144433580023508,-0.004358782466176434,-0.0008765894225174836,-0.0034821930436589503
E2,STRESS_2023,72,1.0,1807,0.004665700722680539,-0.005184106845618109,0.44493635860542335,-0.05419636406637379,2.3695763020394632e-05,0.008919144516236129,-0.008895448753215735
E2,STRESS_2023,72,2.0,1807,0.002156732386356784,-0.007680747512895183,0.4222468179302712,-0.05419636406637379,-0.0024794628048932722,0.006404852720846597,-0.008884315525739869
E2,STRESS_2023,168,1.0,1789,0.01572132929142442,-0.0024163350785340165,0.4829513694801565,-0.04302356709372318,0.01767601974564521,0.016847588792077862,0.0008284309535673481
E2,STRESS_2023,168,2.0,1789,0.013198524123350047,-0.0049164397905759015,0.4695360536612633,-0.04302356709372318,0.015150768156476691,0.014323374037644722,0.000827394118831969
E2,VALIDATION_2022,24,1.0,1430,-0.0037425134418915943,-0.004904307187250222,0.41468531468531467,-0.002722966878132067,-0.003744827589724739,-0.004824433787926663,0.0010796061982019235
E2,VALIDATION_2022,24,2.0,1430,-0.006240958356232155,-0.007401298041834389,0.37552447552447554,-0.002722966878132067,-0.006243269607760127,-0.007321524609218369,0.0010782550014582417
E2,VALIDATION_2022,72,1.0,1430,-0.01595770728934643,-0.018866681266664343,0.37272727272727274,-0.005011794282220489,-0.015512187694514318,-0.01070030583436894,-0.004811881860145377
E2,VALIDATION_2022,72,2.0,1430,-0.018440864101249628,-0.021346197310135352,0.35454545454545455,-0.005011794282220489,-0.017995902102906667,-0.013190042623061844,-0.004805859479844823
E2,VALIDATION_2022,168,1.0,1430,-0.03809932251344748,-0.029478771848166135,0.34545454545454546,0.03455052630637214,-0.03268659027726457,-0.043735635605686024,0.011049045328421457
E2,VALIDATION_2022,168,2.0,1430,-0.040554767666747295,-0.031945006176266055,0.33776223776223774,0.03455052630637214,-0.0351488098138387,-0.04618402654985914,0.01103521673602044
