signal_candidates,admitted_entries,already_open_rejections,position_slot_rejections,missing_entry_bar_rejections,invalid_stop_at_entry_rejections,liquidity_capacity_unavailable_rejections,liquidity_capacity_limited_entries,gross_capacity_limited_entries,cash_capacity_limited_entries,hard_stop_exits,stop_gap_exits,thesis_exits,boundary_exits,run_id,universe_id,cost_multiplier,min_cash,final_cash,final_equity,maximum_drawdown,max_admission_gross_fraction,negative_cash_observed
8174,7308,0,191,0,1,0,1275,1714,0,692,1,6615,0,C2_1x,C2,1.0,629.1932399341348,6846.9377373939,6846.9377373939,0.9405493495542477,0.9000000000000001,False
8174,7237,0,173,0,1,0,981,1882,0,681,1,6555,0,C2_2x,C2,2.0,15.709758895747825,153.38175361944764,153.38175361944764,0.9985132569097217,0.9000000000000001,False
8207,7330,0,207,0,1,0,1284,1732,0,708,0,6622,0,D2_1x,D2,1.0,654.913504535582,7173.579300944516,7173.579300944516,0.9379848404665815,0.9000000000000001,False
8207,7260,0,185,0,1,0,975,1918,0,696,0,6564,0,D2_2x,D2,2.0,15.804805280889987,157.12740294635952,157.12740294635952,0.998471370380407,0.9000000000000001,False
8179,7323,0,195,0,1,0,1275,1709,0,696,1,6626,0,E2_1x,E2,1.0,605.3409610079576,6529.697187171152,6529.697187171152,0.9428030824407028,0.9000000000000001,False
8179,7253,0,178,0,1,0,981,1875,0,685,1,6567,0,E2_2x,E2,2.0,14.969155881152197,146.15089859052196,146.15089859052196,0.9985833462358468,0.9000000000000001,False
